BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,Low delay,Medium Delay,High Delay
1000,BPR,2432361304.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.11,0,Z001,Cash,63010704,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,0.0,0,No Delay,0.77,0.11,0.12
1000,BPR,2432361305.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.11,0,Z001,Cash,63010712,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,0.0,0,No Delay,0.77,0.11,0.12
1000,BPR,2432360233.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.08,0,Z001,Cash,64942038,12.12.2018,Dec,12-12-18,12-12-18,1221001,2019,0.0,0,No Delay,0.74,0.09,0.17
1000,BPR,2432360319.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.0,0,Z001,Cash,64947861,14.12.2018,Dec,14-12-18,14-12-18,1221001,2019,0.0,0,No Delay,0.74,0.12,0.13
1000,BPR,2432360317.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.1,0,Z001,Cash,64947813,14.12.2018,Dec,14-12-18,14-12-18,1221001,2019,0.0,0,No Delay,0.75,0.09,0.16
1000,BPR,2432360318.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.13,0,Z001,Cash,64947843,14.12.2018,Dec,14-12-18,14-12-18,1221001,2019,0.0,0,No Delay,0.75,0.09,0.16
1000,BPR,2432360402.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.04,0,Z001,Cash,64955579,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.0,0,No Delay,0.74,0.12,0.14
1000,BPR,2432360407.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.0,0,Z001,Cash,64956075,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.0,0,No Delay,0.74,0.13,0.13
1000,BPR,2432360406.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.12,0,Z001,Cash,64956067,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.0,0,No Delay,0.76,0.09,0.15
1000,BPR,2432360408.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.13,0,Z001,Cash,64956095,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.0,0,No Delay,0.76,0.09,0.15
1000,BPR,2432360712.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.04,0,Z001,Cash,64980009,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.76,0.11,0.13
1000,BPR,2432360851.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.15,0,Z001,Cash,64990537,27.12.2018,Dec,27-12-18,27-12-18,1221001,2019,0.0,0,No Delay,0.78,0.12,0.1
1000,BPR,2432360850.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.09,0,Z001,Cash,64990450,27.12.2018,Dec,27-12-18,27-12-18,1221001,2019,0.0,0,No Delay,0.77,0.11,0.12
1000,BPR,2432360873.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.07,0,Z001,Cash,64990854,27.12.2018,Dec,27-12-18,27-12-18,1221001,2019,0.0,0,No Delay,0.77,0.11,0.11
1000,BPR,2432360892.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.15,0,Z001,Cash,64991279,27.12.2018,Dec,27-12-18,27-12-18,1221001,2019,0.0,0,No Delay,0.78,0.12,0.1
1000,BPR,2432360894.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.07,0,Z001,Cash,64991285,27.12.2018,Dec,27-12-18,27-12-18,1221001,2019,0.0,0,No Delay,0.77,0.11,0.11
1000,BPR,2432360954.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.13,0,Z001,Cash,64994729,28.12.2018,Dec,28-12-18,28-12-18,1221001,2019,0.0,0,No Delay,0.78,0.1,0.12
1000,BPR,2432360974.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.1,0,Z001,Cash,64995506,28.12.2018,Dec,28-12-18,28-12-18,1221001,2019,0.0,0,No Delay,0.78,0.11,0.11
1000,BPR,2432360985.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.19,0,Z001,Cash,64997802,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.0,0,No Delay,0.79,0.12,0.09
9600,BPR,2432360990.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.12,0,Z001,Cash,64998935,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.0,0,No Delay,0.68,0.14,0.17
1000,BPR,2432360992.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.12,0,Z001,Cash,64999005,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.0,0,No Delay,0.78,0.1,0.11
9600,BPR,2432360993.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.13,0,Z001,Cash,64999141,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.0,0,No Delay,0.67,0.15,0.18
9600,BPR,2432360994.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.11,0,Z001,Cash,64999265,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.0,0,No Delay,0.68,0.15,0.17
9600,BPR,2432361000.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.02,0,Z001,Cash,64999431,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.0,0,No Delay,0.7,0.15,0.15
9600,BPR,2432361001.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.11,0,Z001,Cash,64999438,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.0,0,No Delay,0.68,0.15,0.17
9600,BPR,2432361005.0,122249,SARDA IRON & STEEL CO.,East,CALS,RV,0.05,0,Z001,Cash,64999639,29.12.2018,Dec,29-12-18,29-12-18,1221001,2019,0.0,0,No Delay,0.69,0.15,0.16
4000,BPR,2421247172.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.15,-7,Z002,Credit,64936765,11.12.2018,Dec,11-12-18,18-12-18,1221001,2019,1.08,5,>=10,0.28,0.36,0.36
4000,BPR,2421247155.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.19,-5,Z002,Credit,64931184,09.12.2018,Dec,09-12-18,16-12-18,1221001,2019,2.83,13,>=10,0.19,0.37,0.44
4000,BPR,2421247111.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,-5,Z002,Credit,64918174,05.12.2018,Dec,05-12-18,12-12-18,1221001,2019,2.19,12,0 to 10,0.23,0.41,0.36
4000,BPR,2431598497.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,-3,Z002,Credit,64910269,03.12.2018,Dec,03-12-18,10-12-18,1221001,2019,1.68,9,0 to 10,0.34,0.38,0.27
4000,BPR,2421247095.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,-3,Z002,Credit,64911799,03.12.2018,Dec,03-12-18,10-12-18,1221001,2019,1.68,9,0 to 10,0.35,0.39,0.26
4000,BPR,2421247094.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.15,-3,Z002,Credit,64911779,03.12.2018,Dec,03-12-18,10-12-18,1221001,2019,1.68,9,0 to 10,0.35,0.39,0.25
4000,BPR,2418112909.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,-2,Z002,Credit,64908417,02.12.2018,Dec,02-12-18,09-12-18,1221001,2019,0.73,4,0 to 10,0.36,0.39,0.25
4000,BPR,2431598391.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.19,-2,Z002,Credit,64908638,02.12.2018,Dec,02-12-18,09-12-18,1221001,2019,0.73,4,No Delay,0.37,0.36,0.27
4000,BPR,2431598381.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,-2,Z002,Credit,64908597,02.12.2018,Dec,02-12-18,09-12-18,1221001,2019,0.73,4,No Delay,0.37,0.36,0.26
4000,BPR,2431598411.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,-2,Z002,Credit,64908869,02.12.2018,Dec,02-12-18,09-12-18,1221001,2019,0.73,4,No Delay,0.37,0.36,0.26
4000,BPR,2418112931.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,-2,Z002,Credit,64909362,02.12.2018,Dec,02-12-18,09-12-18,1221001,2019,0.73,4,0 to 10,0.37,0.38,0.24
4000,BPR,2418112891.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.19,-1,Z002,Credit,64906964,01.12.2018,Dec,01-12-18,08-12-18,1221001,2019,0.0,0,No Delay,0.56,0.34,0.09
4000,BPR,2495137964.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.19,-1,Z002,Credit,64908357,01.12.2018,Dec,01-12-18,08-12-18,1221001,2019,0.0,0,No Delay,0.49,0.39,0.12
4000,BPR,2431598334.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,-1,Z002,Credit,64908134,01.12.2018,Dec,01-12-18,08-12-18,1221001,2019,0.0,0,No Delay,0.54,0.33,0.12
4000,BPR,2431598319.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.17,-1,Z002,Credit,64907953,01.12.2018,Dec,01-12-18,08-12-18,1221001,2019,0.0,0,No Delay,0.55,0.33,0.12
4000,BPR,2473286618.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,63008752,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,0.0,0,No Delay,0.73,0.2,0.07
4000,BPR,2473286619.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,63008761,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,0.0,0,No Delay,0.71,0.22,0.07
4000,BPR,2473286626.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,63009157,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,0.0,0,No Delay,0.71,0.22,0.07
4000,BPR,2473286625.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.14,0,Z001,Cash,63009149,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,0.0,0,No Delay,0.61,0.32,0.07
4000,BPR,2473286632.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,63009549,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,0.0,0,No Delay,0.71,0.22,0.07
4000,BPR,2473286640.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,63010416,31.12.2018,Dec,31-12-18,31-12-18,1221001,2019,0.0,0,No Delay,0.73,0.2,0.07
4000,BPR,2473285432.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64923274,07.12.2018,Dec,07-12-18,07-12-18,1221001,2019,0.0,0,No Delay,0.7,0.24,0.06
4000,BPR,2473285434.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64923293,07.12.2018,Dec,07-12-18,07-12-18,1221001,2019,0.0,0,No Delay,0.7,0.24,0.06
4000,BPR,2473285661.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,0,Z001,Cash,64942983,13.12.2018,Dec,13-12-18,13-12-18,1221001,2019,0.0,0,No Delay,0.54,0.37,0.09
4000,BPR,2473285663.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64943238,13.12.2018,Dec,13-12-18,13-12-18,1221001,2019,0.0,0,No Delay,0.6,0.32,0.08
4000,BPR,2473285686.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64945746,13.12.2018,Dec,13-12-18,13-12-18,1221001,2019,0.0,0,No Delay,0.6,0.32,0.08
4000,BPR,2473285807.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64956605,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.0,0,No Delay,0.61,0.33,0.07
4000,BPR,2473285808.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64956609,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.0,0,No Delay,0.61,0.33,0.07
4000,BPR,2473285809.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,64956759,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.0,0,No Delay,0.53,0.4,0.07
4000,BPR,2473285810.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64956761,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.0,0,No Delay,0.61,0.33,0.07
4000,BPR,2473285811.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64956802,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.0,0,No Delay,0.61,0.33,0.07
4000,BPR,2473285814.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,0,Z001,Cash,64956930,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.0,0,No Delay,0.55,0.37,0.08
4000,BPR,2473285813.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,0,Z001,Cash,64956929,17.12.2018,Dec,17-12-18,17-12-18,1221001,2019,0.0,0,No Delay,0.55,0.37,0.08
4000,BPR,2473285838.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64957690,18.12.2018,Dec,18-12-18,18-12-18,1221001,2019,0.0,0,No Delay,0.63,0.3,0.07
4000,BPR,2473285866.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.23,0,Z001,Cash,64960165,18.12.2018,Dec,18-12-18,18-12-18,1221001,2019,0.0,0,No Delay,0.7,0.23,0.07
4000,BPR,2473285869.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64960254,18.12.2018,Dec,18-12-18,18-12-18,1221001,2019,0.0,0,No Delay,0.63,0.3,0.07
4000,BPR,2473285868.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.15,0,Z001,Cash,64960250,18.12.2018,Dec,18-12-18,18-12-18,1221001,2019,0.0,0,No Delay,0.58,0.33,0.08
4000,BPR,2473285871.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64960284,18.12.2018,Dec,18-12-18,18-12-18,1221001,2019,0.0,0,No Delay,0.63,0.3,0.07
4000,BPR,2473285874.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64960412,18.12.2018,Dec,18-12-18,18-12-18,1221001,2019,0.0,0,No Delay,0.63,0.3,0.07
4000,BPR,2473285876.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.23,0,Z001,Cash,64960538,18.12.2018,Dec,18-12-18,18-12-18,1221001,2019,0.0,0,No Delay,0.7,0.23,0.07
4000,BPR,2473285885.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64960868,18.12.2018,Dec,18-12-18,18-12-18,1221001,2019,0.0,0,No Delay,0.63,0.3,0.07
4000,BPR,2473285897.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.23,0,Z001,Cash,64961107,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.7,0.23,0.07
4000,BPR,2473285896.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,64961106,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.57,0.35,0.07
4000,BPR,2473285903.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64961300,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.63,0.3,0.07
4000,BPR,2473285901.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.23,0,Z001,Cash,64961286,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.7,0.23,0.07
4000,BPR,2473285902.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.23,0,Z001,Cash,64961287,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.7,0.23,0.07
4000,BPR,2473285909.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64961436,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.63,0.3,0.07
4000,BPR,2473285906.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64961422,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.63,0.3,0.07
4000,BPR,2473285905.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.19,0,Z001,Cash,64961421,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.54,0.39,0.08
4000,BPR,2473285916.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.23,0,Z001,Cash,64962201,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.7,0.23,0.07
4000,BPR,2473285919.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64962474,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.63,0.3,0.07
4000,BPR,2473285920.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.17,0,Z001,Cash,64962477,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.55,0.37,0.08
4000,BPR,2473285921.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64962479,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.63,0.3,0.07
4000,BPR,2473285922.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64962529,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.63,0.3,0.07
4000,BPR,2473285927.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,64962665,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.57,0.35,0.07
4000,BPR,2473285931.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64963013,19.12.2018,Dec,19-12-18,19-12-18,1221001,2019,0.0,0,No Delay,0.63,0.3,0.07
4000,BPR,2473285960.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,0,Z001,Cash,64964346,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.56,0.36,0.08
4000,BPR,2473285961.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.19,0,Z001,Cash,64964347,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.53,0.4,0.08
4000,BPR,2473285962.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,0,Z001,Cash,64964433,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.56,0.36,0.08
4000,BPR,2473285965.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.16,0,Z001,Cash,64964473,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.59,0.33,0.08
4000,BPR,2473285971.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.24,0,Z001,Cash,64964597,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.71,0.22,0.07
4000,BPR,2473285992.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,64966231,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.56,0.36,0.07
4000,BPR,2473285996.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64966389,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.62,0.31,0.07
4000,BPR,2473285995.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.23,0,Z001,Cash,64966386,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.7,0.23,0.07
4000,BPR,2473285997.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.2,0,Z001,Cash,64966461,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.59,0.33,0.08
4000,BPR,2473285998.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64966501,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.62,0.31,0.07
4000,BPR,2473285999.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64966533,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.62,0.31,0.07
4000,BPR,2473286000.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.2,0,Z001,Cash,64966620,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.59,0.33,0.08
4000,BPR,2473286009.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64967077,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.62,0.31,0.07
4000,BPR,2473286090.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.16,0,Z001,Cash,64971230,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.54,0.38,0.08
4000,BPR,2473286088.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,64971127,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.54,0.39,0.07
4000,BPR,2473286091.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,0,Z001,Cash,64971236,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.51,0.41,0.07
4000,BPR,2473286092.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64971486,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.6,0.34,0.07
4000,BPR,2473286095.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64971518,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.6,0.34,0.07
4000,BPR,2473286104.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,64972776,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.54,0.39,0.07
4000,BPR,2473286106.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64972875,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.6,0.34,0.07
4000,BPR,2473286109.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64973001,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.6,0.34,0.07
4000,BPR,2473286113.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,0,Z001,Cash,64973459,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.51,0.41,0.07
4000,BPR,2473286120.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,64973777,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.54,0.39,0.07
4000,BPR,2473286127.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.2,0,Z001,Cash,64974021,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.53,0.4,0.07
4000,BPR,2473286128.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,64974132,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.54,0.39,0.07
4000,BPR,2473286130.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64974163,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.6,0.34,0.07
4000,BPR,2473286134.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.2,0,Z001,Cash,64974243,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.53,0.4,0.07
4000,BPR,2473286139.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,64974281,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.54,0.39,0.07
4000,BPR,2473286135.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.2,0,Z001,Cash,64974244,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.53,0.4,0.07
4000,BPR,2473286141.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,64974357,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.54,0.39,0.07
4000,BPR,2473286196.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,0,Z001,Cash,64979029,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.57,0.36,0.07
4000,BPR,2473286199.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64979251,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.57,0.36,0.07
4000,BPR,2473286201.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64979386,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.57,0.36,0.07
4000,BPR,2473286200.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.23,0,Z001,Cash,64979332,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.67,0.26,0.07
4000,BPR,2473286203.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,0,Z001,Cash,64979742,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.57,0.36,0.07
4000,BPR,2473286303.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,0,Z001,Cash,64987259,27.12.2018,Dec,27-12-18,27-12-18,1221001,2019,0.0,0,0 to 10,0.45,0.48,0.08
