BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Clearing,Pending_Amy,pending_cnt,Low Delay_on_NetDUE,Medium Delay_on_NetDUE,High Delay_on_NetDUE,Actual,Prediction_on_NetDue,Prediction_on_Pstng,Low Delay_on_Pstng,Low Medium Delay_on_Pstng,High Delay_on_Pstng,Payment
3000,BPR,2485215621.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64899189,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215634.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64900825,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215635.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64900844,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215704.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.14,1,ZZ28,Credit,64906023,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215687.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.14,1,ZZ28,Credit,64905844,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215686.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.14,1,ZZ28,Credit,64905831,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
1000,BPR,2483312159.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.14,1,ZZ28,Credit,64904742,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.61,0.39,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215651.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.14,1,ZZ28,Credit,64903718,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215696.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64905974,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
2000,BPR,2483312085.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64903856,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.61,0.39,0.0,3,0,1,0.15,0.85,0.0,Yes
2000,BPR,2483312087.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64903877,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.61,0.39,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215676.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64905596,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215660.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64904600,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215699.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64905992,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215642.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64902613,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215662.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64904879,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215700.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64905996,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
3000,BPR,2485215661.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,1,ZZ28,Credit,64904619,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.58,0.42,0.0,3,0,1,0.15,0.85,0.0,Yes
9600,BPR,2483312026.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,1,ZZ28,Credit,64902771,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.57,0.43,0.0,3,0,1,0.13,0.86,0.01,Yes
1000,BPR,2483312090.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,1,ZZ28,Credit,64903915,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.6,0.4,0.0,3,0,1,0.15,0.85,0.0,Yes
9600,BPR,2483311994.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,1,ZZ28,Credit,64902063,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.57,0.43,0.0,3,0,1,0.13,0.86,0.01,Yes
1000,BPR,2483312032.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,1,ZZ28,Credit,64902952,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.6,0.4,0.0,3,0,1,0.15,0.85,0.0,Yes
1000,BPR,2483311996.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,1,ZZ28,Credit,64902093,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.6,0.4,0.0,3,0,1,0.15,0.85,0.0,Yes
9600,BPR,2483312083.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,1,ZZ28,Credit,64903836,30.11.2018,Nov,20181130,20181203,1221001,2019,20181204,5.42,38,0.57,0.43,0.0,3,0,1,0.13,0.86,0.01,Yes
2500,BPR,2410322052.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,1,Z003,Credit,64863457,23.11.2018,Nov,20181123,20181203,1221001,2019,20181204,4.99,35,0.9,0.1,0.01,3,0,1,0.0,0.98,0.02,Yes
2500,BPR,2410321976.0,154462,TATA STEEL PROCESSING,North,LUDH,RV,0.14,2,ZZ09,Credit,64858955,22.11.2018,Nov,20181122,20181201,1221001,2019,20181203,4.2,30,0.94,0.06,0.0,2,0,1,0.0,0.99,0.01,Yes
1000,BPR,2412153538.0,154462,TATA STEEL PROCESSING,North,LUDH,RV,0.14,0,ZZ09,Credit,64869102,24.11.2018,Nov,20181124,20181203,1221001,2019,20181203,4.46,32,0.97,0.03,0.0,2,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153542.0,154462,TATA STEEL PROCESSING,North,LUDH,RV,0.14,0,ZZ09,Credit,64869108,24.11.2018,Nov,20181124,20181203,1221001,2019,20181203,4.46,32,0.97,0.03,0.0,2,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153599.0,154462,TATA STEEL PROCESSING,North,LUDH,RV,0.14,0,ZZ09,Credit,64869187,24.11.2018,Nov,20181124,20181203,1221001,2019,20181203,4.46,32,0.97,0.03,0.0,2,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153621.0,154462,TATA STEEL PROCESSING,North,LUDH,RV,0.14,0,ZZ09,Credit,64869215,24.11.2018,Nov,20181124,20181203,1221001,2019,20181203,4.46,32,0.97,0.03,0.0,2,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153693.0,154462,TATA STEEL PROCESSING,East,CALS,RV,0.14,0,ZZ09,Credit,64869631,24.11.2018,Nov,20181124,20181203,1221001,2019,20181203,4.46,32,0.67,0.28,0.05,2,0,1,0.01,0.98,0.01,Yes
1000,BPR,2431597619.0,151268,BMW VENTURES LTD.,East,JAMS,RV,0.15,2,ZZ29,Credit,64896312,29.11.2018,Nov,20181129,20181202,1221001,2019,20181204,0.3,2,0.98,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412154494.0,144917,BANSAL BROTHERS,North,FBAD,RV,0.11,0,ZZ19,Credit,64876341,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,0.43,3,0.97,0.03,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412154452.0,144917,BANSAL BROTHERS,North,FBAD,RV,0.15,0,ZZ19,Credit,64876275,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,0.43,3,0.94,0.06,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412154448.0,144917,BANSAL BROTHERS,North,FBAD,RV,0.16,0,ZZ19,Credit,64876269,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,0.43,3,0.92,0.08,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412154445.0,144917,BANSAL BROTHERS,North,FBAD,RV,0.15,0,ZZ19,Credit,64876266,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,0.43,3,0.94,0.06,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412154439.0,144917,BANSAL BROTHERS,North,FBAD,RV,0.11,0,ZZ19,Credit,64876257,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,0.43,3,0.97,0.03,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153840.0,144917,BANSAL BROTHERS,North,FBAD,RV,0.18,0,ZZ19,Credit,64871411,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,0.43,3,0.96,0.03,0.01,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153782.0,144917,BANSAL BROTHERS,North,FBAD,RV,0.17,0,ZZ19,Credit,64871350,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,0.43,3,0.96,0.04,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412152836.0,123052,G R GUPTA & BROS,North,GBAD,RV,0.15,2,ZZ19,Credit,64858880,21.11.2018,Nov,20181121,20181201,1221001,2019,20181203,6.01,48,1.0,0.0,0.0,2,0,1,0.0,1.0,0.0,Yes
2000,BPR,2442037998.0,123052,G R GUPTA & BROS,North,GBAD,RV,0.17,2,ZZ19,Credit,64858583,21.11.2018,Nov,20181121,20181201,1221001,2019,20181203,6.01,48,1.0,0.0,0.0,2,0,1,0.0,1.0,0.0,Yes
2000,BPR,2442037996.0,123052,G R GUPTA & BROS,North,GBAD,RV,0.17,2,ZZ19,Credit,64858581,21.11.2018,Nov,20181121,20181201,1221001,2019,20181203,6.01,48,1.0,0.0,0.0,2,0,1,0.0,1.0,0.0,Yes
2000,BPR,2442037995.0,123052,G R GUPTA & BROS,North,GBAD,RV,0.19,2,ZZ41,Credit,64858580,21.11.2018,Nov,20181121,20181201,1221001,2019,20181203,6.01,48,1.0,0.0,0.0,2,0,1,0.0,1.0,0.0,Yes
2000,BPR,2424230699.0,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.3,0,ZZ19,Credit,64869606,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.32,8,0.76,0.24,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2424230696.0,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.26,0,ZZ19,Credit,64867876,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.32,8,0.8,0.2,0.0,3,0,1,0.0,1.0,0.0,Yes
9600,BPR,2146124065.0,121328,RS BOKARO METAL (P) LTD.,East,JAMS,RV,0.17,2,ZZ34,Credit,64898008,30.11.2018,Nov,20181130,20181202,1221001,2019,20181204,0.13,1,0.73,0.27,0.0,3,0,1,0.31,0.69,0.0,Yes
2000,BPR,2426111549.0,120961,SKM STEELS LTD,West,INDR,RV,0.02,1,ZZ41,Credit,64866807,22.11.2018,Nov,20181122,20181202,1221001,2019,20181203,9.23,61,0.42,0.58,0.0,2,1,1,0.0,0.99,0.01,Yes
2000,BPR,2426111552.0,120961,SKM STEELS LTD,West,INDR,RV,0.02,1,ZZ41,Credit,64866842,22.11.2018,Nov,20181122,20181202,1221001,2019,20181203,9.23,61,0.42,0.58,0.0,2,1,1,0.0,0.99,0.01,Yes
2000,BPR,2442038035.0,120961,SKM STEELS LTD,West,INDR,RV,0.13,1,ZZ41,Credit,64866812,22.11.2018,Nov,20181122,20181202,1221001,2019,20181203,9.23,61,0.42,0.58,0.0,2,1,1,0.0,0.99,0.01,Yes
1000,BPR,2426908406.0,120961,SKM STEELS LTD,West,INDR,RV,0.14,1,ZZ32,Credit,64872229,25.11.2018,Nov,20181125,20181202,1221001,2019,20181203,9.36,65,0.42,0.58,0.0,2,1,1,0.0,1.0,0.0,Yes
3000,BPR,2485215551.0,120961,SKM STEELS LTD,West,INDR,RV,0.14,1,ZZ28,Credit,64890534,29.11.2018,Nov,20181129,20181202,1221001,2019,20181203,3.8,29,0.65,0.29,0.06,2,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111546.0,120961,SKM STEELS LTD,West,INDR,RV,0.23,1,ZZ41,Credit,64866766,22.11.2018,Nov,20181122,20181202,1221001,2019,20181203,9.23,61,0.43,0.56,0.01,2,1,1,0.0,0.99,0.01,Yes
3000,BPR,2485215239.0,120961,SKM STEELS LTD,West,INDR,RV,0.13,2,ZZ28,Credit,64883731,28.11.2018,Nov,20181128,20181201,1221001,2019,20181203,7.29,54,0.68,0.27,0.05,2,0,1,0.0,1.0,0.0,Yes
3000,BPR,2485215307.0,120961,SKM STEELS LTD,West,INDR,RV,0.13,2,ZZ28,Credit,64886474,28.11.2018,Nov,20181128,20181201,1221001,2019,20181203,7.29,54,0.68,0.27,0.05,2,0,1,0.0,1.0,0.0,Yes
3000,BPR,2485215247.0,120961,SKM STEELS LTD,West,INDR,RV,0.14,2,ZZ28,Credit,64883809,28.11.2018,Nov,20181128,20181201,1221001,2019,20181203,7.29,54,0.61,0.36,0.03,2,0,1,0.0,1.0,0.0,Yes
3000,BPR,2485215233.0,120961,SKM STEELS LTD,West,INDR,RV,0.14,2,ZZ28,Credit,64883369,28.11.2018,Nov,20181128,20181201,1221001,2019,20181203,7.29,54,0.61,0.36,0.03,2,0,1,0.0,1.0,0.0,Yes
3000,BPR,2485215254.0,120961,SKM STEELS LTD,West,INDR,RV,0.14,2,ZZ28,Credit,64883937,28.11.2018,Nov,20181128,20181201,1221001,2019,20181203,7.29,54,0.61,0.36,0.03,2,0,1,0.0,1.0,0.0,Yes
9600,BPR,2483311487.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.12,3,ZZ28,Credit,64887526,28.11.2018,Nov,20181128,20181201,1221001,2019,20181204,7.1,52,0.88,0.12,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412152707.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.13,3,ZZ41,Credit,64858739,21.11.2018,Nov,20181121,20181201,1221001,2019,20181204,11.13,74,1.0,0.0,0.0,3,0,1,0.0,0.97,0.03,Yes
9600,BPR,2483311485.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.13,3,ZZ28,Credit,64887520,28.11.2018,Nov,20181128,20181201,1221001,2019,20181204,7.1,52,0.93,0.07,0.0,3,0,1,0.0,1.0,0.0,Yes
9600,BPR,2483311482.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.13,3,ZZ28,Credit,64887497,28.11.2018,Nov,20181128,20181201,1221001,2019,20181204,7.1,52,0.93,0.07,0.0,3,0,1,0.0,1.0,0.0,Yes
9600,BPR,2146122782.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,3,ZZ40,Credit,64863723,23.11.2018,Nov,20181123,20181201,1221001,2019,20181204,9.26,64,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
9600,BPR,2483311483.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,3,ZZ28,Credit,64887509,28.11.2018,Nov,20181128,20181201,1221001,2019,20181204,7.1,52,0.92,0.08,0.0,3,0,1,0.0,1.0,0.0,Yes
9600,BPR,2483311484.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.15,3,ZZ28,Credit,64887514,28.11.2018,Nov,20181128,20181201,1221001,2019,20181204,7.1,52,0.88,0.12,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111681.0,117556,S C SHETTAR AND SONS,South,BANG,RV,0.04,0,ZZ19,Credit,64873550,25.11.2018,Nov,20181125,20181205,1221001,2019,20181205,1.35,6,0.97,0.03,0.0,4,0,1,0.02,0.98,0.0,Yes
2000,BPR,2426111680.0,117556,S C SHETTAR AND SONS,South,BANG,RV,0.18,0,ZZ19,Credit,64873549,25.11.2018,Nov,20181125,20181205,1221001,2019,20181205,1.35,6,0.98,0.02,0.0,4,0,1,0.0,1.0,0.0,Yes
2000,BPR,2424230713.0,117556,S C SHETTAR AND SONS,South,BANG,RV,0.22,0,ZZ19,Credit,64873154,25.11.2018,Nov,20181125,20181205,1221001,2019,20181205,1.35,6,0.98,0.02,0.0,4,0,1,0.0,1.0,0.0,Yes
2000,BPR,2424230712.0,117556,S C SHETTAR AND SONS,South,BANG,RV,0.07,0,ZZ19,Credit,64873133,25.11.2018,Nov,20181125,20181205,1221001,2019,20181205,1.35,6,0.97,0.03,0.0,4,0,1,0.02,0.98,0.0,Yes
2000,BPR,2424230695.0,117556,S C SHETTAR AND SONS,South,BANG,RV,0.3,0,ZZ19,Credit,64867722,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.05,5,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2424230691.0,117556,S C SHETTAR AND SONS,South,BANG,RV,0.3,0,ZZ19,Credit,64866988,23.11.2018,Nov,20181123,20181203,1221001,2019,20181203,1.05,5,0.99,0.01,0.0,2,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111845.0,117061,BHARTIA  DISTRIBUTORS PVT. LTD,East,BHUB,RV,0.04,1,ZZ16,Credit,64891135,29.11.2018,Nov,20181129,20181203,1221001,2019,20181204,0.63,4,0.86,0.14,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111846.0,117061,BHARTIA  DISTRIBUTORS PVT. LTD,East,BHUB,RV,0.14,1,ZZ16,Credit,64891142,29.11.2018,Nov,20181129,20181203,1221001,2019,20181204,0.63,4,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
9600,BPR,2147088538.0,116936,PUNJAB AGRO IMPLEMENTS WORKS,North,LUDH,RV,0.16,0,ZZ09,Credit,64873854,25.11.2018,Nov,20181125,20181204,1221001,2019,20181204,4.25,27,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
3000,BPR,2485215022.0,116735,RAKESH STEELS,North,FBAD,RV,0.21,0,ZZ19,Credit,64870600,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,2.46,22,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
3000,BPR,2485215017.0,116735,RAKESH STEELS,North,FBAD,RV,0.21,0,ZZ19,Credit,64870051,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,2.46,22,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
3000,BPR,2485214856.0,116735,RAKESH STEELS,North,FBAD,RV,0.08,0,ZZ19,Credit,64858945,22.11.2018,Nov,20181122,20181202,1221001,2019,20181202,2.68,23,1.0,0.0,0.0,1,0,1,0.0,1.0,0.0,Yes
3000,BPR,2485214855.0,116735,RAKESH STEELS,North,FBAD,RV,0.14,0,ZZ19,Credit,64858941,22.11.2018,Nov,20181122,20181202,1221001,2019,20181202,2.68,23,1.0,0.0,0.0,1,0,1,0.0,1.0,0.0,Yes
1000,BPR,2426908362.0,116735,RAKESH STEELS,North,FBAD,RV,0.15,0,ZZ41,Credit,64859002,22.11.2018,Nov,20181122,20181202,1221001,2019,20181202,2.68,23,1.0,0.0,0.0,1,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111561.0,116735,RAKESH STEELS,North,FBAD,RV,0.15,0,ZZ19,Credit,64867972,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,2.46,22,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153837.0,116735,RAKESH STEELS,North,FBAD,RV,0.15,0,ZZ19,Credit,64871408,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,2.46,22,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153820.0,116735,RAKESH STEELS,North,FBAD,RV,0.15,0,ZZ19,Credit,64871389,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,2.46,22,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153814.0,116735,RAKESH STEELS,North,FBAD,RV,0.15,0,ZZ19,Credit,64871383,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,2.46,22,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153812.0,116735,RAKESH STEELS,North,FBAD,RV,0.15,0,ZZ19,Credit,64871381,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,2.46,22,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153795.0,116735,RAKESH STEELS,North,FBAD,RV,0.17,0,ZZ19,Credit,64871364,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,2.46,22,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153779.0,116735,RAKESH STEELS,North,FBAD,RV,0.15,0,ZZ19,Credit,64871347,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,2.46,22,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153777.0,116735,RAKESH STEELS,North,FBAD,RV,0.15,0,ZZ19,Credit,64871345,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,2.46,22,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111573.0,116734,R.S. STEELS,North,GBAD,RV,0.07,0,ZZ19,Credit,64869040,23.11.2018,Nov,20181123,20181203,1221001,2019,20181203,10.6,77,1.0,0.0,0.0,2,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412152561.0,116734,R.S. STEELS,North,GBAD,RV,0.13,2,ZZ19,Credit,64858457,21.11.2018,Nov,20181121,20181201,1221001,2019,20181203,9.96,73,0.99,0.01,0.0,2,0,1,0.0,0.99,0.01,Yes
2000,BPR,2412152854.0,116734,R.S. STEELS,North,GBAD,RV,0.17,2,ZZ19,Credit,64858898,21.11.2018,Nov,20181121,20181201,1221001,2019,20181203,9.96,73,0.99,0.01,0.0,2,0,1,0.0,0.99,0.01,Yes
2000,BPR,2412152805.0,116734,R.S. STEELS,North,GBAD,RV,0.17,2,ZZ19,Credit,64858841,21.11.2018,Nov,20181121,20181201,1221001,2019,20181203,9.96,73,0.99,0.01,0.0,2,0,1,0.0,0.99,0.01,Yes
2000,BPR,2412152806.0,116734,R.S. STEELS,North,GBAD,RV,0.17,2,ZZ19,Credit,64858842,21.11.2018,Nov,20181121,20181201,1221001,2019,20181203,9.96,73,0.99,0.01,0.0,2,0,1,0.0,0.99,0.01,Yes
2000,BPR,2442038045.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64871710,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2442038044.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64871708,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111653.0,116649,SAGAR STEELS,East,GWAH,RV,0.0,0,ZZ19,Credit,64871692,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111652.0,116649,SAGAR STEELS,East,GWAH,RV,0.0,0,ZZ19,Credit,64871691,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111651.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871690,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111650.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871689,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111649.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871688,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111648.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871687,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111647.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871686,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111646.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871685,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111645.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871675,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111644.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871674,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111643.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871673,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111642.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871672,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
