BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Clearing,Pending_Amy,pending_cnt,Low Delay_on_NetDUE,Medium Delay_on_NetDUE,High Delay_on_NetDUE,Actual,Prediction_on_NetDue,Prediction_on_Pstng,Low Delay_on_Pstng,Low Medium Delay_on_Pstng,High Delay_on_Pstng,Payment
2000,BPR,2426111641.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871671,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111640.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871670,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111639.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871602,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111638.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871601,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111637.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871600,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111636.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871599,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111635.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871598,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111634.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871597,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111633.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871596,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111632.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871595,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111631.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871594,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111630.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871593,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111629.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871592,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111628.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871591,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111627.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871584,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111626.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871583,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111625.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871582,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111624.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871581,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111623.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871580,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111622.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871579,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111621.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871578,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111620.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871577,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111619.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871570,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111618.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871569,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111617.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871568,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111616.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871567,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111615.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871566,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111614.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871565,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111613.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871564,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111612.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871563,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111611.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871560,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111610.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871559,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111609.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871558,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111608.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871557,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111607.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871556,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111606.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871555,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111605.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871553,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111604.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871552,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111603.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871551,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111602.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871550,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111601.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871549,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111600.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871548,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111599.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871546,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111598.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871545,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111597.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871543,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111596.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871542,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111595.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871541,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111594.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871540,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111593.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871537,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111592.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871536,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111591.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871535,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111590.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871534,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111589.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871533,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111588.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871532,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111587.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871531,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426111586.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871530,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412154005.0,116649,SAGAR STEELS,East,GWAH,RV,0.12,0,ZZ19,Credit,64871720,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412154004.0,116649,SAGAR STEELS,East,GWAH,RV,0.12,0,ZZ19,Credit,64871719,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153997.0,116649,SAGAR STEELS,East,GWAH,RV,0.14,0,ZZ19,Credit,64871661,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153973.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64871621,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153972.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64871620,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153971.0,116649,SAGAR STEELS,East,GWAH,RV,0.16,0,ZZ19,Credit,64871619,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.01,0.99,0.0,Yes
1000,BPR,2412153970.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64871618,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153969.0,116649,SAGAR STEELS,East,GWAH,RV,0.16,0,ZZ19,Credit,64871617,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.01,0.99,0.0,Yes
1000,BPR,2412153968.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64871616,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153962.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64871607,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153961.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64871603,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153960.0,116649,SAGAR STEELS,East,GWAH,RV,0.1,0,ZZ19,Credit,64871590,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153958.0,116649,SAGAR STEELS,East,GWAH,RV,0.14,0,ZZ19,Credit,64871588,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412153954.0,116649,SAGAR STEELS,East,GWAH,RV,0.12,0,ZZ19,Credit,64871576,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153951.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64871573,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153943.0,116649,SAGAR STEELS,East,GWAH,RV,0.12,0,ZZ19,Credit,64871528,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153942.0,116649,SAGAR STEELS,East,GWAH,RV,0.1,0,ZZ19,Credit,64871527,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153940.0,116649,SAGAR STEELS,East,GWAH,RV,0.11,0,ZZ19,Credit,64871525,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153939.0,116649,SAGAR STEELS,East,GWAH,RV,0.12,0,ZZ19,Credit,64871524,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153935.0,116649,SAGAR STEELS,East,GWAH,RV,0.08,0,ZZ19,Credit,64871520,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412153932.0,116649,SAGAR STEELS,East,GWAH,RV,0.13,0,ZZ19,Credit,64871516,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,1.0,0.0,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012189.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871707,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012188.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871706,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012187.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871705,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012186.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871704,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012185.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871703,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012184.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871701,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012183.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871699,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012182.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871698,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012181.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871697,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012180.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871696,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012179.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871695,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012178.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871694,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012177.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871682,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012176.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871681,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012175.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871680,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012174.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871679,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012173.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871678,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012172.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871677,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012171.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871669,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012170.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871666,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012169.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871665,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012168.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871664,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012167.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871663,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012166.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871662,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012165.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871659,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012164.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871658,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012163.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871657,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012162.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871656,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012161.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871655,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012160.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871654,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
2000,BPR,1179012159.0,116649,SAGAR STEELS,East,GWAH,RV,0.01,0,ZZ19,Credit,64871651,24.11.2018,Nov,20181124,20181204,1221001,2019,20181204,1.9,30,0.99,0.01,0.0,3,0,1,0.0,1.0,0.0,Yes
