BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,No Delay,0 to 10,>=10
2000,BPR,2412163600.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976969,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412163554.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976918,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412163605.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976974,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412163584.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976952,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412163604.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976973,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412163602.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976971,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412162558.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64970976,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,2.56,18,0 to 10,0.26,0.69,0.05
2000,BPR,2412163609.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976979,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412163559.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976924,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412163558.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976923,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412163557.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976922,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412163599.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976968,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412163598.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976967,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412163591.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976960,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412163597.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64976966,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,2.96,21,0 to 10,0.33,0.61,0.06
2000,BPR,2412162560.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64970978,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,2.56,18,0 to 10,0.26,0.69,0.05
2000,BPR,2412162547.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.02,1,Z001,Cash,64970965,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,2.56,18,0 to 10,0.26,0.69,0.05
2000,BPR,2412162563.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.05,1,Z001,Cash,64970981,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,2.56,18,0 to 10,0.26,0.7,0.05
2000,BPR,2412162537.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.05,1,Z001,Cash,64970954,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,2.56,18,0 to 10,0.26,0.7,0.05
2000,BPR,2412162585.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.05,1,Z001,Cash,64971009,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,2.56,18,0 to 10,0.26,0.7,0.05
2000,BPR,2412162535.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.06,1,Z001,Cash,64970952,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,2.56,18,0 to 10,0.23,0.72,0.05
2000,BPR,2412162629.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.06,1,Z001,Cash,64971054,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,2.56,18,0 to 10,0.23,0.72,0.05
1000,BPR,4130037400.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.15,5,Z001,Cash,64986091,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,2.95,19,0 to 10,0.33,0.53,0.14
9600,BPR,4130037339.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.14,9,Z001,Cash,64974391,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,2.51,16,0 to 10,0.41,0.53,0.05
9600,BPR,4130037341.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.14,9,Z001,Cash,64974396,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,2.51,16,0 to 10,0.41,0.53,0.05
9600,BPR,4130037319.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.16,9,Z001,Cash,64974124,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,2.51,16,0 to 10,0.43,0.52,0.05
2000,BPR,2426112955.0,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.02,1,ZZ30,Credit,64971246,21.12.2018,Dec,21-12-18,26-12-18,1221001,2019,0.97,9,0 to 10,0.32,0.59,0.08
2000,BPR,2426112961.0,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.13,1,ZZ30,Credit,64971267,21.12.2018,Dec,21-12-18,26-12-18,1221001,2019,0.97,9,0 to 10,0.24,0.69,0.08
2000,BPR,2424231194.0,826558,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.33,-1,ZZ21,Credit,64973761,22.12.2018,Dec,22-12-18,06-01-19,1221001,2019,1.35,6,0 to 10,0.29,0.45,0.25
2000,BPR,2424231186.0,826558,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,-1,ZZ21,Credit,64972391,22.12.2018,Dec,22-12-18,06-01-19,1221001,2019,1.35,6,0 to 10,0.28,0.45,0.26
2000,BPR,2424231187.0,826558,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.09,-1,ZZ21,Credit,64972393,22.12.2018,Dec,22-12-18,06-01-19,1221001,2019,1.35,6,0 to 10,0.24,0.44,0.32
2000,BPR,2424231210.0,826558,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.14,15,ZZ21,Credit,64976390,23.12.2018,Dec,23-12-18,07-01-19,1221001,2019,1.99,9,0 to 10,0.26,0.44,0.3
2000,BPR,2424231209.0,826558,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,15,ZZ21,Credit,64976386,23.12.2018,Dec,23-12-18,07-01-19,1221001,2019,1.99,9,0 to 10,0.29,0.42,0.29
2000,BPR,2424231239.0,826558,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.32,13,ZZ21,Credit,64981294,25.12.2018,Dec,25-12-18,09-01-19,1221001,2019,2.31,11,0 to 10,0.25,0.41,0.34
9600,BPR,2432360522.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.12,0,Z001,Cash,64965234,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.85,0.12,0.04
1000,BPR,2432360542.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.13,0,Z001,Cash,64965729,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.84,0.13,0.03
1000,BPR,2432360571.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.14,0,Z001,Cash,64966425,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.85,0.13,0.03
2000,BPR,4434164189.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.16,0,Z001,Cash,64968960,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.0,0,No Delay,0.81,0.14,0.05
1000,BPR,2432360596.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.11,0,Z001,Cash,64969285,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.0,0,No Delay,0.73,0.26,0.02
1000,BPR,2432360597.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.12,0,Z001,Cash,64969297,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.0,0,No Delay,0.78,0.19,0.02
1000,BPR,2432360637.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.14,0,Z001,Cash,64970399,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.0,0,No Delay,0.79,0.18,0.03
1000,BPR,2432360652.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.14,0,Z001,Cash,64972550,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.7,0.25,0.05
1000,BPR,2432360656.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.11,0,Z001,Cash,64972611,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.64,0.33,0.03
1000,BPR,2432360672.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.1,0,Z001,Cash,64973089,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.64,0.29,0.07
1000,BPR,2432360751.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.12,0,Z001,Cash,64985004,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.65,0.2,0.15
9600,BPR,2432360793.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.1,0,Z001,Cash,64986939,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.66,0.18,0.16
1000,BPR,2432360795.0,823643,AMIT IRON PVT. LTD,East,CALS,RV,0.11,0,Z001,Cash,64987018,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.63,0.2,0.16
9600,BPR,2146128055.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.07,4,ZZ39,Credit,64986285,26.12.2018,Dec,26-12-18,01-01-19,1221001,2019,4.03,40,0 to 10,0.06,0.63,0.31
1000,BPR,2412163845.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.04,4,ZZ40,Credit,64980200,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,3.15,19,0 to 10,0.17,0.47,0.37
1000,BPR,2412163846.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.04,4,ZZ40,Credit,64980201,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,3.15,19,0 to 10,0.17,0.47,0.37
1000,BPR,2412163847.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.04,4,ZZ40,Credit,64980202,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,3.15,19,0 to 10,0.17,0.47,0.37
1000,BPR,2412163848.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.04,16,ZZ40,Credit,64980203,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,3.15,19,0 to 10,0.17,0.47,0.37
1000,BPR,2412163849.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.04,16,ZZ40,Credit,64980204,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,3.15,19,0 to 10,0.17,0.47,0.37
1000,BPR,2412163850.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.04,16,ZZ40,Credit,64980205,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,3.15,19,0 to 10,0.17,0.47,0.37
1000,BPR,2412163851.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.04,16,ZZ40,Credit,64980206,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,3.15,19,0 to 10,0.17,0.47,0.37
1000,BPR,2412163852.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.04,16,ZZ40,Credit,64980207,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,3.15,19,0 to 10,0.17,0.47,0.37
1000,BPR,2412163853.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.03,16,ZZ40,Credit,64980208,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,3.15,19,0 to 10,0.17,0.46,0.37
1000,BPR,2412163854.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.03,16,ZZ40,Credit,64980209,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,3.15,19,0 to 10,0.17,0.46,0.37
1000,BPR,2412163863.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.04,16,ZZ40,Credit,64980218,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,3.15,19,0 to 10,0.17,0.47,0.37
1000,BPR,2412163864.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.02,16,ZZ40,Credit,64980219,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,3.15,19,0 to 10,0.18,0.45,0.37
1000,BPR,2412163867.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.02,8,ZZ81,Credit,64980222,24.12.2018,Dec,24-12-18,06-01-19,1221001,2019,3.15,19,0 to 10,0.22,0.55,0.23
1000,BPR,2412163868.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.02,8,ZZ81,Credit,64980223,24.12.2018,Dec,24-12-18,06-01-19,1221001,2019,3.15,19,0 to 10,0.22,0.55,0.23
1000,BPR,2412163871.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.02,8,ZZ81,Credit,64980226,24.12.2018,Dec,24-12-18,06-01-19,1221001,2019,3.15,19,0 to 10,0.22,0.55,0.23
1000,BPR,2412163872.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.02,8,ZZ81,Credit,64980227,24.12.2018,Dec,24-12-18,06-01-19,1221001,2019,3.15,19,0 to 10,0.22,0.55,0.23
1000,BPR,2412163873.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.02,8,ZZ81,Credit,64980228,24.12.2018,Dec,24-12-18,06-01-19,1221001,2019,3.15,19,0 to 10,0.22,0.55,0.23
1000,BPR,2412163874.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.02,8,ZZ81,Credit,64980229,24.12.2018,Dec,24-12-18,06-01-19,1221001,2019,3.15,19,0 to 10,0.22,0.55,0.23
1000,BPR,2412163875.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.02,8,ZZ81,Credit,64980230,24.12.2018,Dec,24-12-18,06-01-19,1221001,2019,3.15,19,0 to 10,0.22,0.55,0.23
1000,BPR,2412164262.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.15,7,ZZ81,Credit,64983447,25.12.2018,Dec,25-12-18,07-01-19,1221001,2019,3.73,38,0 to 10,0.22,0.55,0.23
1000,BPR,2412164263.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.15,7,ZZ81,Credit,64983448,25.12.2018,Dec,25-12-18,07-01-19,1221001,2019,3.73,38,0 to 10,0.22,0.55,0.23
9600,BPR,2473286283.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.14,8,Z001,Cash,64986215,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,4.03,40,0 to 10,0.22,0.62,0.16
9600,BPR,2473286285.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.14,8,Z001,Cash,64986222,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,4.03,40,0 to 10,0.22,0.62,0.16
1000,BPR,2473286035.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.12,10,Z001,Cash,64967781,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,2.77,16,0 to 10,0.31,0.64,0.05
1000,BPR,2473286044.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.13,10,Z001,Cash,64968888,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,2.77,16,0 to 10,0.33,0.62,0.05
1000,BPR,2473286078.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.13,10,Z001,Cash,64970617,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,2.77,16,0 to 10,0.33,0.62,0.05
2000,BPR,2412162900.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.11,0,ZZ20,Credit,64971442,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,5.19,41,0 to 10,0.26,0.56,0.18
2000,BPR,2412162913.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.08,0,ZZ20,Credit,64971456,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,5.19,41,0 to 10,0.28,0.56,0.15
2000,BPR,2412162914.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.14,0,ZZ20,Credit,64971457,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,5.19,41,0 to 10,0.29,0.54,0.17
2000,BPR,2412162918.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.11,0,ZZ20,Credit,64971461,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,5.19,41,0 to 10,0.26,0.56,0.18
2000,BPR,2412162919.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.11,1,ZZ20,Credit,64971462,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,5.19,41,0 to 10,0.26,0.56,0.18
2000,BPR,2412162921.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.17,5,ZZ20,Credit,64971464,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,5.19,41,0 to 10,0.29,0.54,0.17
2000,BPR,2412162923.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.08,5,ZZ20,Credit,64971467,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,5.19,41,0 to 10,0.28,0.56,0.15
2000,BPR,2412162924.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.15,6,ZZ20,Credit,64971468,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,5.19,41,0 to 10,0.29,0.54,0.17
2000,BPR,2412162926.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.08,6,ZZ20,Credit,64971470,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,5.19,41,0 to 10,0.28,0.56,0.15
2000,BPR,2412163018.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.17,5,ZZ20,Credit,64974522,22.12.2018,Dec,22-12-18,03-01-19,1221001,2019,5.78,47,0 to 10,0.27,0.56,0.17
2000,BPR,2412163950.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.14,3,ZZ20,Credit,64980418,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,5.95,48,0 to 10,0.24,0.58,0.18
2000,BPR,2412163951.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.15,3,ZZ20,Credit,64980419,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,5.95,48,0 to 10,0.25,0.57,0.18
2000,BPR,2412163952.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.08,3,ZZ20,Credit,64980420,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,5.95,48,0 to 10,0.24,0.58,0.18
2000,BPR,2412163982.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.08,3,ZZ20,Credit,64980450,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,5.95,48,0 to 10,0.24,0.58,0.18
2000,BPR,2412163985.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.08,3,ZZ20,Credit,64980453,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,5.95,48,0 to 10,0.24,0.58,0.18
2000,BPR,2412163986.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.15,4,ZZ20,Credit,64980454,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,5.95,48,0 to 10,0.25,0.57,0.18
2000,BPR,2412163987.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.15,4,ZZ20,Credit,64980455,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,5.95,48,0 to 10,0.25,0.57,0.18
2000,BPR,2412164006.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.16,4,ZZ20,Credit,64980474,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,5.95,48,0 to 10,0.24,0.58,0.18
2000,BPR,2412164014.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.08,4,ZZ20,Credit,64980482,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,5.95,48,0 to 10,0.24,0.58,0.18
2000,BPR,2412164562.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.17,10,ZZ20,Credit,64987307,26.12.2018,Dec,26-12-18,07-01-19,1221001,2019,6.14,50,0 to 10,0.15,0.8,0.04
2000,BPR,2412164563.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.06,8,ZZ20,Credit,64987308,26.12.2018,Dec,26-12-18,07-01-19,1221001,2019,6.14,50,0 to 10,0.13,0.84,0.04
2000,BPR,2412164567.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.14,8,ZZ20,Credit,64987313,26.12.2018,Dec,26-12-18,07-01-19,1221001,2019,6.14,50,0 to 10,0.16,0.79,0.05
2000,BPR,2412164583.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.08,8,ZZ20,Credit,64987329,26.12.2018,Dec,26-12-18,07-01-19,1221001,2019,6.14,50,0 to 10,0.15,0.82,0.04
2000,BPR,2412164588.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.08,8,ZZ20,Credit,64987336,26.12.2018,Dec,26-12-18,07-01-19,1221001,2019,6.14,50,0 to 10,0.15,0.82,0.04
2000,BPR,2412164629.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.07,7,ZZ20,Credit,64987382,26.12.2018,Dec,26-12-18,07-01-19,1221001,2019,6.14,50,0 to 10,0.13,0.83,0.04
2000,BPR,2412164632.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.14,7,ZZ20,Credit,64987385,26.12.2018,Dec,26-12-18,07-01-19,1221001,2019,6.14,50,0 to 10,0.16,0.79,0.05
2000,BPR,2442038362.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.14,8,ZZ20,Credit,64987332,26.12.2018,Dec,26-12-18,07-01-19,1221001,2019,6.14,50,0 to 10,0.18,0.78,0.05
9600,BPR,2459060062.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.15,1,Z001,Cash,64965502,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,6.17,50,No Delay,0.64,0.34,0.03
4000,BPR,2418113537.0,818777,SHRI RAM SALES,East,JAMS,RV,0.18,0,Z001,Cash,64966443,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.89,0.11,0.0
4000,BPR,2418113547.0,818777,SHRI RAM SALES,East,JAMS,RV,0.18,0,Z001,Cash,64967370,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.0,0,No Delay,0.85,0.15,0.01
4000,BPR,2418113551.0,818777,SHRI RAM SALES,East,JAMS,RV,0.18,0,Z001,Cash,64967808,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.0,0,No Delay,0.85,0.15,0.01
4000,BPR,2418113552.0,818777,SHRI RAM SALES,East,JAMS,RV,0.18,0,Z001,Cash,64967815,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.0,0,No Delay,0.85,0.15,0.01
4000,BPR,2495138514.0,818777,SHRI RAM SALES,East,JAMS,RV,0.2,0,Z001,Cash,64974970,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.0,0,No Delay,0.78,0.18,0.04
4000,BPR,2418113652.0,818777,SHRI RAM SALES,East,JAMS,RV,0.18,0,Z001,Cash,64976774,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.67,0.25,0.08
4000,BPR,2431602585.0,818777,SHRI RAM SALES,East,JAMS,RV,0.18,0,Z001,Cash,64979818,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.69,0.22,0.08
4000,BPR,2431602588.0,818777,SHRI RAM SALES,East,JAMS,RV,0.19,0,Z001,Cash,64979883,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.69,0.22,0.08
4000,BPR,2431602601.0,818777,SHRI RAM SALES,East,JAMS,RV,0.18,0,Z001,Cash,64980098,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.69,0.22,0.08
4000,BPR,2431602598.0,818777,SHRI RAM SALES,East,JAMS,RV,0.19,0,Z001,Cash,64980012,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.69,0.22,0.08
4000,BPR,2431602599.0,818777,SHRI RAM SALES,East,JAMS,RV,0.19,0,Z001,Cash,64980016,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.69,0.22,0.08
4000,BPR,2431602603.0,818777,SHRI RAM SALES,East,JAMS,RV,0.19,0,Z001,Cash,64980249,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.0,0,No Delay,0.69,0.22,0.08
4000,BPR,2431602738.0,818777,SHRI RAM SALES,East,JAMS,RV,0.18,0,Z001,Cash,64982002,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.0,0,No Delay,0.7,0.25,0.04
4000,BPR,2431602773.0,818777,SHRI RAM SALES,East,JAMS,RV,0.18,0,Z001,Cash,64982896,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.0,0,No Delay,0.7,0.25,0.04
4000,BPR,2431602782.0,818777,SHRI RAM SALES,East,JAMS,RV,0.19,0,Z001,Cash,64983104,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.0,0,No Delay,0.71,0.25,0.04
4000,BPR,2431602831.0,818777,SHRI RAM SALES,East,JAMS,RV,0.19,0,Z001,Cash,64983858,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.75,0.21,0.04
4000,BPR,2431602832.0,818777,SHRI RAM SALES,East,JAMS,RV,0.18,0,Z001,Cash,64983859,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.75,0.21,0.04
4000,BPR,2431602969.0,818777,SHRI RAM SALES,East,JAMS,RV,0.18,0,Z001,Cash,64986540,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.75,0.21,0.04
