BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,No Delay,0 to 10,>=10
4000,BPR,2421247444.0,136818,M/S.PRABHU STEELS,South,MADS,RV,0.18,0,Z001,Cash,64982234,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.0,0,No Delay,0.8,0.14,0.05
4000,BPR,2473286255.0,136818,M/S.PRABHU STEELS,South,COCH,RV,0.18,0,Z001,Cash,64984280,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.77,0.18,0.05
4000,BPR,2473286259.0,136818,M/S.PRABHU STEELS,South,COCH,RV,0.08,0,Z001,Cash,64984814,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.78,0.15,0.06
4000,BPR,2473286260.0,136818,M/S.PRABHU STEELS,South,COCH,RV,0.09,0,Z001,Cash,64984823,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.77,0.17,0.06
4000,BPR,2473286274.0,136818,M/S.PRABHU STEELS,South,COCH,RV,0.12,0,Z001,Cash,64985560,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.76,0.18,0.06
4000,BPR,2473286275.0,136818,M/S.PRABHU STEELS,South,COCH,RV,0.05,0,Z001,Cash,64985580,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.78,0.16,0.06
4000,BPR,2421247451.0,136818,M/S.PRABHU STEELS,South,MADS,RV,0.26,0,Z001,Cash,64986223,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.76,0.2,0.04
4000,BPR,2421247449.0,136818,M/S.PRABHU STEELS,South,MADS,RV,0.26,0,Z001,Cash,64986181,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.76,0.2,0.04
4000,BPR,2421247459.0,136818,M/S.PRABHU STEELS,South,MADS,RV,0.26,0,Z001,Cash,64986788,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.76,0.2,0.04
4000,BPR,2473286297.0,136818,M/S.PRABHU STEELS,South,COCH,RV,0.23,0,Z001,Cash,64987141,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.77,0.18,0.05
4000,BPR,2421247381.0,136749,SKM STEELS LTD. (TISCON-TMT DI,West,INDR,RV,0.17,0,Z001,Cash,64966602,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.0,0,No Delay,0.71,0.26,0.02
4000,BPR,2421247457.0,136749,SKM STEELS LTD. (TISCON-TMT DI,West,INDR,RV,0.19,0,Z001,Cash,64986701,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.0,0,No Delay,0.78,0.17,0.05
2000,BPR,2412162641.0,136453,G.R. GUPTA & BROS.,North,FBAD,RV,0.14,0,ZZ19,Credit,64971067,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,1.38,10,0 to 10,0.17,0.6,0.23
2500,BPR,2410324880.0,136453,G.R. GUPTA & BROS.,North,FBAD,RV,0.12,0,ZZ41,Credit,64980593,25.12.2018,Dec,25-12-18,04-01-19,1221001,2019,0.58,4,0 to 10,0.21,0.46,0.33
2500,BPR,2410324922.0,136453,G.R. GUPTA & BROS.,North,FBAD,RV,0.12,0,ZZ41,Credit,64983732,26.12.2018,Dec,26-12-18,05-01-19,1221001,2019,0.4,3,0 to 10,0.28,0.57,0.14
1000,BPR,2412163306.0,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,0,ZZ41,Credit,64976596,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,2.69,19,0 to 10,0.27,0.59,0.15
1000,BPR,2412163307.0,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,0,ZZ41,Credit,64976597,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,2.69,19,0 to 10,0.27,0.59,0.15
2000,BPR,2426908826.0,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-10,Z007,Credit,64969205,21.12.2018,Dec,21-12-18,20-01-19,1221001,2019,1.79,13,0 to 10,0.24,0.47,0.29
1000,BPR,2452147891.0,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,0,Z001,Cash,64986656,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,2.95,21,No Delay,0.5,0.41,0.1
2000,BPR,2412162543.0,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.07,2,ZZ18,Credit,64970960,21.12.2018,Dec,21-12-18,29-12-18,1221001,2019,1.79,13,0 to 10,0.17,0.66,0.17
2000,BPR,2412162633.0,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.17,2,ZZ19,Credit,64971058,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,1.79,13,0 to 10,0.23,0.57,0.2
2000,BPR,2412162647.0,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.17,2,ZZ19,Credit,64971073,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,1.79,13,0 to 10,0.23,0.57,0.2
2000,BPR,2412162650.0,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.17,2,ZZ19,Credit,64971077,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,1.79,13,0 to 10,0.23,0.57,0.2
2000,BPR,2412162644.0,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.17,2,ZZ19,Credit,64971070,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,1.79,13,0 to 10,0.23,0.57,0.2
1000,BPR,2202500070.0,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,6,ZZ36,Credit,64966243,20.12.2018,Dec,20-12-18,25-12-18,1221001,2019,1.65,12,0 to 10,0.22,0.71,0.07
4000,BPR,1138400995.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.19,0,Z001,Cash,64965864,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.41,2,0 to 10,0.29,0.66,0.05
4000,BPR,1138400996.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.11,0,Z001,Cash,64965880,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.41,2,0 to 10,0.31,0.65,0.04
4000,BPR,1138400998.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.14,0,Z001,Cash,64965907,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.41,2,0 to 10,0.27,0.67,0.05
4000,BPR,1138400997.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64965892,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.41,2,0 to 10,0.29,0.67,0.05
4000,BPR,4130037245.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64966423,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.41,2,0 to 10,0.33,0.59,0.08
4000,BPR,1138401002.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.15,0,Z001,Cash,64966514,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.41,2,0 to 10,0.28,0.68,0.04
4000,BPR,1138401003.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.13,0,Z001,Cash,64966525,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.41,2,0 to 10,0.28,0.67,0.05
4000,BPR,1138401001.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.13,0,Z001,Cash,64966509,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.41,2,0 to 10,0.28,0.67,0.05
4000,BPR,4130037249.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.21,0,Z001,Cash,64966704,20.12.2018,Dec,20-12-18,20-12-18,1221001,2019,0.41,2,0 to 10,0.37,0.56,0.06
4000,BPR,1138401010.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64968284,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.45,0.16
4000,BPR,1138401009.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64968272,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.38,0.45,0.16
4000,BPR,1138401011.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64968307,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.45,0.16
4000,BPR,1138401013.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.14,0,Z001,Cash,64968485,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.36,0.46,0.18
4000,BPR,1138401012.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64968478,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.38,0.46,0.16
4000,BPR,1138401014.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.14,0,Z001,Cash,64969241,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.36,0.46,0.18
4000,BPR,1138401017.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.2,0,Z001,Cash,64969327,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.4,0.44,0.15
4000,BPR,1138401018.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64969339,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.38,0.46,0.16
4000,BPR,1138401015.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.21,0,Z001,Cash,64969273,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.41,0.45,0.14
4000,BPR,4130037287.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64970122,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.19
4000,BPR,1138401030.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64970341,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.45,0.16
4000,BPR,1138401031.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64970350,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.45,0.16
4000,BPR,1138401032.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64970375,21.12.2018,Dec,21-12-18,21-12-18,1221001,2019,0.41,2,0 to 10,0.38,0.46,0.16
4000,BPR,4130037306.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.2,0,Z001,Cash,64973418,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.41,2,0 to 10,0.4,0.4,0.2
4000,BPR,4130037307.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.21,0,Z001,Cash,64973474,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.41,2,No Delay,0.41,0.41,0.18
4000,BPR,1138401039.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64973528,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.41,2,0 to 10,0.37,0.42,0.21
4000,BPR,4130037308.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.2,0,Z001,Cash,64973534,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.41,2,0 to 10,0.4,0.4,0.2
4000,BPR,4130037310.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.22,0,Z001,Cash,64973604,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.41,2,No Delay,0.41,0.41,0.18
4000,BPR,4130037309.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64973590,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.41,2,0 to 10,0.37,0.41,0.23
4000,BPR,4130037320.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64974158,22.12.2018,Dec,22-12-18,22-12-18,1221001,2019,0.41,2,0 to 10,0.37,0.41,0.23
4000,BPR,1138401048.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64975349,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.19
4000,BPR,1138401049.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.21,0,Z001,Cash,64975368,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.41,0.42,0.17
4000,BPR,1138401051.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64975394,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.18
4000,BPR,1138401050.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64975373,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.19
4000,BPR,1138401047.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64975341,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.19
4000,BPR,1138401052.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64975400,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.19
4000,BPR,1138401055.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64975458,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.18
4000,BPR,1138401053.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64975430,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.18
4000,BPR,1138401054.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64975438,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.43,0.19
4000,BPR,1138401059.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.21,0,Z001,Cash,64975534,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.41,0.42,0.17
4000,BPR,1138401060.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64975538,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.43,0.19
4000,BPR,1138401057.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64975507,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.19
4000,BPR,1138401058.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64975515,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.43,0.19
4000,BPR,1138401056.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64975469,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.43,0.19
4000,BPR,1138401063.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.19,0,Z001,Cash,64975580,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.18
4000,BPR,1138401061.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64975567,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.18
4000,BPR,1138401062.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64975569,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.18
4000,BPR,1138401071.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64975929,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.43,0.19
4000,BPR,1138401072.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64975936,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.19
4000,BPR,1138401073.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64975940,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.19
4000,BPR,1138401078.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64976059,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.19
4000,BPR,1138401076.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64976052,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.19
4000,BPR,1138401075.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64976049,23.12.2018,Dec,23-12-18,23-12-18,1221001,2019,0.41,2,0 to 10,0.39,0.42,0.18
4000,BPR,1138401089.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64978345,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.41,2,0 to 10,0.36,0.39,0.25
4000,BPR,1138401088.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64978336,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.41,2,0 to 10,0.36,0.39,0.25
4000,BPR,1138401091.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64978375,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.41,2,0 to 10,0.36,0.39,0.25
4000,BPR,1138401090.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.19,0,Z001,Cash,64978366,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.41,2,0 to 10,0.36,0.39,0.25
4000,BPR,1138401094.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.13,0,Z001,Cash,64979022,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.41,2,0 to 10,0.31,0.4,0.29
4000,BPR,1138401097.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64979094,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.41,2,0 to 10,0.36,0.39,0.25
4000,BPR,1138401095.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64979048,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.41,2,0 to 10,0.36,0.39,0.25
4000,BPR,1138401096.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.14,0,Z001,Cash,64979079,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.41,2,0 to 10,0.33,0.4,0.27
4000,BPR,4130037350.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.11,0,Z001,Cash,64979345,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.41,2,0 to 10,0.31,0.48,0.21
4000,BPR,4130037349.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.19,0,Z001,Cash,64979315,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.41,2,0 to 10,0.36,0.42,0.22
4000,BPR,4130037368.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.19,0,Z001,Cash,64980078,24.12.2018,Dec,24-12-18,24-12-18,1221001,2019,0.41,2,0 to 10,0.36,0.42,0.22
4000,BPR,1138401109.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64981071,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.34,0.41,0.25
4000,BPR,1138401111.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.19,0,Z001,Cash,64981189,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.35,0.4,0.25
4000,BPR,1138401110.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64981077,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.34,0.41,0.25
4000,BPR,1138401113.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64981328,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.34,0.41,0.25
4000,BPR,1138401112.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64981305,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.35,0.41,0.25
4000,BPR,1138401114.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.19,0,Z001,Cash,64981371,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.35,0.4,0.25
4000,BPR,1138401115.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.19,0,Z001,Cash,64981392,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.35,0.4,0.25
4000,BPR,1138401117.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.15,0,Z001,Cash,64982029,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.34,0.41,0.25
4000,BPR,1138401116.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.12,0,Z001,Cash,64982014,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.32,0.4,0.29
4000,BPR,1138401120.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64982410,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.35,0.41,0.25
4000,BPR,1138401121.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.15,0,Z001,Cash,64982460,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.34,0.41,0.25
4000,BPR,1138401122.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.14,0,Z001,Cash,64982474,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.32,0.41,0.27
4000,BPR,1138401125.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.19,0,Z001,Cash,64982659,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.35,0.4,0.25
4000,BPR,1138401124.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64982656,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.34,0.41,0.25
4000,BPR,1138401123.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.19,0,Z001,Cash,64982649,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.35,0.4,0.25
4000,BPR,1138401126.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64982666,25.12.2018,Dec,25-12-18,25-12-18,1221001,2019,0.41,2,0 to 10,0.34,0.41,0.25
4000,BPR,1138401129.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64984561,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.41,2,No Delay,0.39,0.39,0.22
4000,BPR,1138401131.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.07,0,Z001,Cash,64984597,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.41,2,No Delay,0.37,0.37,0.25
4000,BPR,1138401137.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64985779,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.41,2,No Delay,0.4,0.39,0.22
4000,BPR,4130037397.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64985890,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.41,2,No Delay,0.42,0.35,0.22
4000,BPR,1138401140.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.19,0,Z001,Cash,64985813,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.41,2,No Delay,0.4,0.39,0.22
4000,BPR,1138401138.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.14,0,Z001,Cash,64985787,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.41,2,No Delay,0.37,0.37,0.26
4000,BPR,1138401141.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.15,0,Z001,Cash,64985825,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.41,2,No Delay,0.38,0.37,0.25
4000,BPR,1138401139.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64985795,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.41,2,No Delay,0.4,0.39,0.22
4000,BPR,4130037398.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64985974,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.41,2,No Delay,0.42,0.36,0.22
4000,BPR,4130037399.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.21,0,Z001,Cash,64986006,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.41,2,No Delay,0.44,0.35,0.21
4000,BPR,4130037401.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.02,0,Z001,Cash,64986196,26.12.2018,Dec,26-12-18,26-12-18,1221001,2019,0.41,2,No Delay,0.43,0.35,0.22
