BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,Low delay,Low Medium Delay,High Delay
9600,BPR,2147092072,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.13,7,ZZ38,Credit,63006359,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,2.34,15,No Delay,0.54,0.28,0.18
9600,BPR,2147092044,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.13,7,ZZ38,Credit,63006325,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,2.34,15,No Delay,0.54,0.28,0.18
9600,BPR,2147092100,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.15,7,ZZ38,Credit,63006397,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,2.34,15,No Delay,0.55,0.3,0.15
9600,BPR,2147092059,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.15,7,ZZ38,Credit,63006343,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,2.34,15,No Delay,0.55,0.3,0.15
2000,BPR,4434164277,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.16,7,ZZ29,Credit,63010711,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,0.44,2,No Delay,0.65,0.35,0.0
2000,BPR,2424231363,826558,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.05,7,ZZ21,Credit,63005585,31.12.2018,Dec,31-12-18,15-01-19,1221001,2019,1.89,10,No Delay,0.74,0.25,0.01
2000,BPR,2424231362,826558,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.27,7,ZZ21,Credit,63005582,31.12.2018,Dec,31-12-18,15-01-19,1221001,2019,1.89,10,No Delay,0.66,0.34,0.0
2000,BPR,2424231364,826558,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.32,7,ZZ21,Credit,63005750,31.12.2018,Dec,31-12-18,15-01-19,1221001,2019,1.89,10,No Delay,0.79,0.21,0.0
9600,BPR,2147092060,822272,TATA STEEL PROCESSING,South,MADS,RV,0.15,7,ZZ40,Credit,63006344,30.12.2018,Dec,30-12-18,07-01-19,1221001,2019,7.07,61,No Delay,0.73,0.25,0.02
9600,BPR,2147092120,822272,TATA STEEL PROCESSING,South,MADS,RV,0.15,7,ZZ40,Credit,63006434,30.12.2018,Dec,30-12-18,07-01-19,1221001,2019,7.07,61,No Delay,0.73,0.25,0.02
9600,BPR,2147092131,822272,TATA STEEL PROCESSING,South,MADS,RV,0.15,7,ZZ40,Credit,63006451,30.12.2018,Dec,30-12-18,07-01-19,1221001,2019,7.07,61,No Delay,0.73,0.25,0.02
1000,BPR,2412164262,822272,TATA STEEL PROCESSING,South,MADS,RV,0.15,7,ZZ81,Credit,64983447,25.12.2018,Dec,25-12-18,07-01-19,1221001,2019,3.73,38,No Delay,0.74,0.25,0.01
1000,BPR,2412164263,822272,TATA STEEL PROCESSING,South,MADS,RV,0.15,7,ZZ81,Credit,64983448,25.12.2018,Dec,25-12-18,07-01-19,1221001,2019,3.73,38,No Delay,0.74,0.25,0.01
1000,BPR,2473286475,822272,TATA STEEL PROCESSING,South,MADS,RV,0.15,7,ZZ30,Credit,64997991,29.12.2018,Dec,29-12-18,03-01-19,1221001,2019,6.62,58,No Delay,0.92,0.08,0.0
1000,BPR,2473286472,822272,TATA STEEL PROCESSING,South,MADS,RV,0.15,7,ZZ30,Credit,64997549,29.12.2018,Dec,29-12-18,03-01-19,1221001,2019,6.62,58,No Delay,0.92,0.08,0.0
9600,BPR,2473286483,822272,TATA STEEL PROCESSING,South,MADS,RV,0.15,7,ZZ30,Credit,64998765,29.12.2018,Dec,29-12-18,03-01-19,1221001,2019,6.62,58,No Delay,0.88,0.12,0.0
2000,BPR,2412164629,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.07,7,ZZ20,Credit,64987382,26.12.2018,Dec,26-12-18,07-01-19,1221001,2019,6.14,50,No Delay,0.99,0.01,0.0
2000,BPR,2412164632,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.14,7,ZZ20,Credit,64987385,26.12.2018,Dec,26-12-18,07-01-19,1221001,2019,6.14,50,No Delay,0.94,0.06,0.0
2000,BPR,2412165641,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.14,7,ZZ20,Credit,63001504,29.12.2018,Dec,29-12-18,10-01-19,1221001,2019,4.22,35,Low Delay,0.37,0.63,0.0
2000,BPR,2412165642,819097,BHAGWATI STEEL SALES,North,FBAD,RV,0.14,7,ZZ20,Credit,63001505,29.12.2018,Dec,29-12-18,10-01-19,1221001,2019,4.22,35,Low Delay,0.41,0.59,0.0
2000,BPR,2412165684,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.16,7,ZZ20,Credit,63001563,29.12.2018,Dec,29-12-18,10-01-19,1221001,2019,4.22,35,No Delay,0.58,0.4,0.02
2000,BPR,2412163805,817218,TATA STEEL PROCESSING,South,BANG,RV,0.14,7,ZZ41,Credit,64980157,24.12.2018,Dec,24-12-18,03-01-19,1221001,2019,1.05,7,No Delay,0.75,0.25,0.0
2000,BPR,2431602286,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.16,7,ZZ19,Credit,64971308,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,6.54,52,No Delay,0.71,0.01,0.29
2000,BPR,2431602288,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.09,7,ZZ19,Credit,64971341,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,6.54,52,No Delay,0.78,0.04,0.19
2000,BPR,2431602291,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.17,7,ZZ19,Credit,64971481,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,6.54,52,No Delay,0.74,0.03,0.23
2000,BPR,2431602294,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.18,7,ZZ19,Credit,64971489,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,6.54,52,No Delay,0.74,0.03,0.23
2000,BPR,2431602295,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.18,7,ZZ19,Credit,64971490,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,6.54,52,No Delay,0.74,0.03,0.23
2000,BPR,2431602296,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,7,ZZ19,Credit,64971493,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,6.54,52,No Delay,0.88,0.02,0.1
2000,BPR,2431602308,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.18,7,ZZ19,Credit,64971585,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,6.54,52,No Delay,0.74,0.03,0.23
2000,BPR,2431602321,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.18,7,ZZ19,Credit,64971725,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,6.54,52,No Delay,0.74,0.03,0.23
2000,BPR,2431602349,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.17,7,ZZ19,Credit,64972481,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,6.54,52,No Delay,0.74,0.03,0.23
2000,BPR,2431602350,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.18,7,ZZ19,Credit,64972515,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,6.54,52,No Delay,0.74,0.03,0.23
2000,BPR,2431602362,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.17,7,ZZ19,Credit,64972982,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,6.54,52,No Delay,0.74,0.03,0.23
1000,BPR,2483313599,163486,Rohit & Co.,West,BOMB,RV,0.13,7,ZZ41,Credit,64994429,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,10.51,81,Low Delay,0.35,0.52,0.14
1000,BPR,2483313609,163486,Rohit & Co.,West,BOMB,RV,0.11,7,ZZ41,Credit,64994525,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,10.51,81,Low Delay,0.36,0.51,0.13
9600,BPR,2483313610,163486,Rohit & Co.,West,BOMB,RV,0.14,7,ZZ41,Credit,64994534,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,10.51,81,Low Delay,0.36,0.5,0.14
9600,BPR,2483313612,163486,Rohit & Co.,West,BOMB,RV,0.14,7,ZZ41,Credit,64994548,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,10.51,81,Low Delay,0.36,0.5,0.14
9600,BPR,2483313613,163486,Rohit & Co.,West,BOMB,RV,0.14,7,ZZ41,Credit,64994552,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,10.51,81,Low Delay,0.36,0.5,0.14
3000,BPR,2485216743,163486,Rohit & Co.,West,BOMB,RV,0.14,7,ZZ41,Credit,64991595,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,10.51,81,Low Delay,0.36,0.48,0.16
3000,BPR,2485216745,163486,Rohit & Co.,West,BOMB,RV,0.13,7,ZZ41,Credit,64991766,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,10.51,81,Low Delay,0.37,0.5,0.13
3000,BPR,2485216751,163486,Rohit & Co.,West,BOMB,RV,0.14,7,ZZ41,Credit,64991827,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,10.51,81,Low Delay,0.36,0.48,0.16
3000,BPR,2485216752,163486,Rohit & Co.,West,BOMB,RV,0.13,7,ZZ41,Credit,64991833,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,10.51,81,Low Delay,0.37,0.5,0.13
3000,BPR,2485216504,163486,Rohit & Co.,West,BOMB,RV,0.11,7,ZZ28,Credit,64969014,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,7.48,59,Low Delay,0.3,0.69,0.0
3000,BPR,2485216500,163486,Rohit & Co.,West,BOMB,RV,0.11,7,ZZ28,Credit,64968802,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,7.48,59,Low Delay,0.3,0.69,0.0
3000,BPR,2485216515,163486,Rohit & Co.,West,BOMB,RV,0.13,7,ZZ28,Credit,64969439,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,7.48,59,Low Delay,0.31,0.69,0.0
3000,BPR,2485216485,163486,Rohit & Co.,West,BOMB,RV,0.13,7,ZZ28,Credit,64968437,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,7.48,59,Low Delay,0.31,0.69,0.0
3000,BPR,2485216491,163486,Rohit & Co.,West,BOMB,RV,0.13,7,ZZ28,Credit,64968630,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,7.48,59,Low Delay,0.31,0.69,0.0
3000,BPR,2485216486,163486,Rohit & Co.,West,BOMB,RV,0.13,7,ZZ28,Credit,64968458,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,7.48,59,Low Delay,0.31,0.69,0.0
3000,BPR,2485216490,163486,Rohit & Co.,West,BOMB,RV,0.13,7,ZZ28,Credit,64968620,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,7.48,59,Low Delay,0.31,0.69,0.0
3000,BPR,2485216517,163486,Rohit & Co.,West,BOMB,RV,0.13,7,ZZ28,Credit,64969771,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,7.48,59,Low Delay,0.31,0.69,0.0
3000,BPR,2485216501,163486,Rohit & Co.,West,BOMB,RV,0.14,7,ZZ28,Credit,64968886,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,7.48,59,Low Delay,0.37,0.63,0.0
2000,BPR,2431603292,162906,MANGLA SONS,North,CDGH,RV,0.1,0,ZZ20,Credit,64994918,28.12.2018,Dec,28-12-18,09-01-19,1221001,2019,0.0,0,Low Delay,0.07,0.92,0.01
2000,BPR,2431603293,162906,MANGLA SONS,North,CDGH,RV,0.11,0,ZZ20,Credit,64994919,28.12.2018,Dec,28-12-18,09-01-19,1221001,2019,0.0,0,Low Delay,0.24,0.75,0.01
1000,BPR,2431603570,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.14,-6,Z002,Credit,63004158,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,1.47,11,Low Delay,0.0,1.0,0.0
1000,BPR,2431603519,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.13,-6,Z002,Credit,63002507,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,1.47,11,Low Delay,0.0,1.0,0.0
1000,BPR,2431603469,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.13,-6,Z002,Credit,63001036,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,1.47,11,Low Delay,0.0,1.0,0.0
1000,BPR,2431603528,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.13,-6,Z002,Credit,63003153,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,1.47,11,Low Delay,0.0,1.0,0.0
1000,BPR,2431603480,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.14,-5,Z002,Credit,63001107,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,0.61,4,Low Delay,0.0,1.0,0.0
1000,BPR,2431603340,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.14,-5,Z002,Credit,64996180,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,0.61,4,Low Delay,0.0,1.0,0.0
1000,BPR,2431603351,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.13,-5,Z002,Credit,64996305,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,0.61,4,Low Delay,0.0,1.0,0.0
1000,BPR,2431603481,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.13,-5,Z002,Credit,63001108,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,0.61,4,Low Delay,0.0,1.0,0.0
1000,BPR,2431603338,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.12,-5,Z002,Credit,64996156,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,0.61,4,Low Delay,0.0,1.0,0.0
1000,BPR,2431603302,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.15,-4,Z002,Credit,64995187,28.12.2018,Dec,28-12-18,04-01-19,1221001,2019,0.76,5,Low Delay,0.01,0.99,0.0
1000,BPR,2431603482,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.1,-5,Z002,Credit,63001110,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,0.61,4,Low Delay,0.0,1.0,0.0
1000,BPR,2431603457,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.1,-5,Z002,Credit,63000980,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,0.61,4,Low Delay,0.0,1.0,0.0
9600,BPR,2146127179,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.17,2,ZZ34,Credit,64966805,20.12.2018,Dec,20-12-18,22-12-18,1221001,2019,0.55,4,Low Delay,0.05,0.95,0.0
9600,BPR,2146127473,161834,PSPL STEEL PROCESSORS PVT. LIM,East,JAMS,RV,0.17,4,ZZ34,Credit,64974331,22.12.2018,Dec,22-12-18,24-12-18,1221001,2019,0.83,6,Low Delay,0.13,0.87,0.0
4000,BPR,2412165149,159021,SM CORPORATION LIMITED,East,GWAH,RV,0.36,7,Z002,Credit,64992001,27.12.2018,Dec,27-12-18,03-01-19,1221001,2019,0.78,4,No Delay,0.81,0.11,0.08
4000,BPR,2412165148,159021,SM CORPORATION LIMITED,East,GWAH,RV,0.36,7,Z002,Credit,64992000,27.12.2018,Dec,27-12-18,03-01-19,1221001,2019,0.78,4,No Delay,0.81,0.11,0.08
4500,BPR,2410772229,158246,DARPAN VINMAY PVT.LTD,West,AMED,RV,0.15,7,ZZ38,Credit,63003223,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,6.95,45,Low Delay,0.09,0.52,0.39
4500,BPR,2410772238,158246,DARPAN VINMAY PVT.LTD,West,AMED,RV,0.15,7,ZZ38,Credit,63003646,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,6.95,45,Low Delay,0.09,0.52,0.39
2000,BPR,2483313774,158122,WRINKLE DISTRIBUTORS PVT LTD.,West,AMED,RV,0.02,7,ZZ38,Credit,63000040,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,2.49,14,Low Delay,0.31,0.63,0.06
2000,BPR,2483313752,158122,WRINKLE DISTRIBUTORS PVT LTD.,West,AMED,RV,0.07,7,ZZ38,Credit,64999882,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,2.49,14,Low Delay,0.28,0.66,0.06
2000,BPR,2483313661,158122,WRINKLE DISTRIBUTORS PVT LTD.,West,AMED,RV,0.09,7,ZZ38,Credit,64997449,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,2.49,14,No Delay,0.6,0.33,0.07
9600,BPR,2147091671,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.11,7,ZZ41,Credit,64999035,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,16.0,140,Low Delay,0.25,0.5,0.25
9600,BPR,2147091672,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.15,7,ZZ41,Credit,64999036,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,16.0,140,Low Delay,0.11,0.6,0.29
9600,BPR,2147091675,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.15,7,ZZ41,Credit,64999039,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,16.0,140,Low Delay,0.11,0.6,0.29
2500,BPR,2410325108,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.14,7,ZZ41,Credit,64996144,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,16.41,143,High Delay,0.08,0.39,0.54
2500,BPR,2410325170,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.14,7,ZZ41,Credit,63000573,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,16.41,143,High Delay,0.08,0.39,0.54
2500,BPR,2410325171,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.14,7,ZZ41,Credit,63000577,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,16.41,143,High Delay,0.08,0.39,0.54
9600,BPR,2146127098,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ40,Credit,64964294,20.12.2018,Dec,20-12-18,28-12-18,1221001,2019,14.72,109,No Delay,0.55,0.4,0.05
9600,BPR,2146127099,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ40,Credit,64964295,20.12.2018,Dec,20-12-18,28-12-18,1221001,2019,14.72,109,No Delay,0.55,0.4,0.05
9600,BPR,2146127100,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ40,Credit,64964296,20.12.2018,Dec,20-12-18,28-12-18,1221001,2019,14.72,109,No Delay,0.55,0.4,0.05
9600,BPR,2146127116,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ40,Credit,64964546,20.12.2018,Dec,20-12-18,28-12-18,1221001,2019,14.72,109,No Delay,0.55,0.4,0.05
9600,BPR,2146127120,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ40,Credit,64964551,20.12.2018,Dec,20-12-18,28-12-18,1221001,2019,14.72,109,No Delay,0.55,0.4,0.05
9600,BPR,2146127122,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ40,Credit,64964555,20.12.2018,Dec,20-12-18,28-12-18,1221001,2019,14.72,109,No Delay,0.55,0.4,0.05
9600,BPR,2146127155,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,7,ZZ40,Credit,64965757,20.12.2018,Dec,20-12-18,28-12-18,1221001,2019,14.72,109,No Delay,0.72,0.2,0.09
9600,BPR,2146127156,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ40,Credit,64965777,20.12.2018,Dec,20-12-18,28-12-18,1221001,2019,14.72,109,No Delay,0.55,0.4,0.05
9600,BPR,2146127225,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ40,Credit,64967700,21.12.2018,Dec,21-12-18,29-12-18,1221001,2019,15.93,117,Low Delay,0.14,0.54,0.31
9600,BPR,2146127272,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ40,Credit,64968599,21.12.2018,Dec,21-12-18,29-12-18,1221001,2019,15.93,117,Low Delay,0.14,0.54,0.31
9600,BPR,2146127292,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ40,Credit,64969195,21.12.2018,Dec,21-12-18,29-12-18,1221001,2019,15.93,117,Low Delay,0.14,0.54,0.31
9600,BPR,2146127308,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.13,7,ZZ40,Credit,64970360,21.12.2018,Dec,21-12-18,29-12-18,1221001,2019,15.93,117,Low Delay,0.14,0.56,0.3
9600,BPR,2146127310,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ40,Credit,64970362,21.12.2018,Dec,21-12-18,29-12-18,1221001,2019,15.93,117,Low Delay,0.14,0.54,0.31
9600,BPR,2146127337,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ40,Credit,64970711,21.12.2018,Dec,21-12-18,29-12-18,1221001,2019,15.93,117,Low Delay,0.14,0.54,0.31
1000,BPR,2483313330,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ28,Credit,64981789,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,21.96,162,High Delay,0.09,0.05,0.85
2000,BPR,2483313331,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,7,ZZ28,Credit,64981800,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,21.96,162,High Delay,0.07,0.05,0.87
1000,BPR,2483313344,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ28,Credit,64982169,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,21.96,162,High Delay,0.09,0.05,0.85
9600,BPR,2483313352,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,7,ZZ28,Credit,64982320,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,21.96,162,High Delay,0.36,0.18,0.46
9600,BPR,2483313361,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,7,ZZ28,Credit,64982394,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,21.96,162,High Delay,0.31,0.32,0.37
3000,BPR,2485216631,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.17,7,ZZ28,Credit,64982641,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,21.96,162,High Delay,0.43,0.11,0.46
3000,BPR,2485216643,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.06,7,ZZ28,Credit,64983304,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,21.96,162,No Delay,0.6,0.11,0.29
3000,BPR,2485216645,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.14,7,ZZ28,Credit,64983322,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,21.96,162,No Delay,0.49,0.16,0.35
3000,BPR,2485216682,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.13,7,ZZ28,Credit,64987015,26.12.2018,Dec,26-12-18,29-12-18,1221001,2019,19.18,142,No Delay,0.5,0.14,0.36
2000,BPR,2412164911,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.08,-4,ZZ40,Credit,64991441,27.12.2018,Dec,27-12-18,04-01-19,1221001,2019,2.34,18,No Delay,0.47,0.31,0.22
2000,BPR,2426112875,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.21,-1,ZZ42,Credit,64964511,20.12.2018,Dec,20-12-18,01-01-19,1221001,2019,3.52,38,No Delay,0.63,0.18,0.19
2000,BPR,2426112882,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.17,-1,ZZ42,Credit,64964572,20.12.2018,Dec,20-12-18,01-01-19,1221001,2019,3.52,38,No Delay,0.64,0.18,0.18
2000,BPR,2412166101,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.15,0,ZZ18,Credit,63004565,30.12.2018,Dec,30-12-18,07-01-19,1221001,2019,2.24,19,No Delay,0.77,0.22,0.02
2000,BPR,2412164213,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.09,0,ZZ40,Credit,64983394,25.12.2018,Dec,25-12-18,02-01-19,1221001,2019,2.42,17,No Delay,0.44,0.33,0.23
2000,BPR,2412164286,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.09,0,ZZ40,Credit,64983473,25.12.2018,Dec,25-12-18,02-01-19,1221001,2019,2.42,17,No Delay,0.44,0.33,0.23
2000,BPR,2412164252,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.15,0,ZZ18,Credit,64983435,25.12.2018,Dec,25-12-18,02-01-19,1221001,2019,2.42,17,No Delay,0.75,0.24,0.01
2000,BPR,2412164275,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.09,0,ZZ40,Credit,64983461,25.12.2018,Dec,25-12-18,02-01-19,1221001,2019,2.42,17,No Delay,0.44,0.33,0.23
2000,BPR,2412164236,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.09,0,ZZ40,Credit,64983419,25.12.2018,Dec,25-12-18,02-01-19,1221001,2019,2.42,17,No Delay,0.44,0.33,0.23
2000,BPR,2412164215,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.09,0,ZZ40,Credit,64983396,25.12.2018,Dec,25-12-18,02-01-19,1221001,2019,2.42,17,No Delay,0.44,0.33,0.23
2000,BPR,2412164239,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.07,1,ZZ42,Credit,64983422,25.12.2018,Dec,25-12-18,06-01-19,1221001,2019,2.42,17,No Delay,0.51,0.34,0.16
3000,BPR,2485216684,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.14,7,ZZ28,Credit,64987157,26.12.2018,Dec,26-12-18,29-12-18,1221001,2019,19.18,142,High Delay,0.36,0.25,0.39
2000,BPR,2412164250,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.14,1,ZZ42,Credit,64983433,25.12.2018,Dec,25-12-18,06-01-19,1221001,2019,2.42,17,No Delay,0.54,0.43,0.03
2000,BPR,2412164295,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.14,1,ZZ42,Credit,64983483,25.12.2018,Dec,25-12-18,06-01-19,1221001,2019,2.42,17,No Delay,0.54,0.43,0.03
2000,BPR,2412164253,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.15,1,ZZ42,Credit,64983436,25.12.2018,Dec,25-12-18,06-01-19,1221001,2019,2.42,17,No Delay,0.52,0.45,0.03
2000,BPR,2412164241,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.15,1,ZZ42,Credit,64983424,25.12.2018,Dec,25-12-18,06-01-19,1221001,2019,2.42,17,No Delay,0.52,0.45,0.03
2000,BPR,2412164240,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.15,1,ZZ42,Credit,64983423,25.12.2018,Dec,25-12-18,06-01-19,1221001,2019,2.42,17,No Delay,0.52,0.45,0.03
9600,BPR,2483313196,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.14,7,ZZ28,Credit,64970191,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,15.93,117,Low Delay,0.14,0.48,0.38
