BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Clearing,Pending_Amy,pending_cnt,Low Delay_on_NetDUE,Medium Delay_on_NetDUE,High Delay_on_NetDUE,Actual,Prediction_on_NetDue,Prediction_on_Pstng,Low Delay_on_Pstng,Low Medium Delay_on_Pstng,High Delay_on_Pstng,Payment
1000,BPR,2412143816.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.12,-1,ZZ41,Credit,64787614,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,1.5,10,0.96,0.03,0.01,4,0,1,0.31,0.69,0.0,Yes
2000,BPR,2412143327.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.18,0,ZZ19,Credit,64782284,30.10.2018,Oct,20181030,20181109,1221001,2019,20181109,1.74,11,0.96,0.04,0.0,4,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412143335.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.18,0,ZZ19,Credit,64782293,30.10.2018,Oct,20181030,20181109,1221001,2019,20181109,1.74,11,0.96,0.04,0.0,4,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412143315.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.17,0,ZZ19,Credit,64782266,30.10.2018,Oct,20181030,20181109,1221001,2019,20181109,1.74,11,0.96,0.04,0.0,4,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426110416.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.14,0,ZZ19,Credit,64778407,30.10.2018,Oct,20181030,20181109,1221001,2019,20181109,1.74,11,0.99,0.01,0.0,4,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426110448.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.07,0,ZZ19,Credit,64781803,30.10.2018,Oct,20181030,20181109,1221001,2019,20181109,1.74,11,0.94,0.06,0.0,4,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426110690.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.12,0,ZZ19,Credit,64802808,03.11.2018,Nov,20181103,20181113,1221001,2019,20181113,1.34,10,0.98,0.02,0.0,8,0,1,0.31,0.69,0.0,
2500,BPR,2410320407.0,926346,GRG STEELS PVT. LTD.,North,GBAD,RV,0.12,0,ZZ41,Credit,64798454,02.11.2018,Nov,20181102,20181112,1221001,2019,20181112,1.22,9,0.24,0.76,0.0,7,1,1,0.31,0.69,0.0,
1000,BPR,2412143818.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.12,3,ZZ41,Credit,64787616,31.10.2018,Oct,20181031,20181110,1221001,2019,20181113,1.5,10,0.96,0.03,0.01,8,0,1,0.31,0.69,0.0,Yes
1000,BPR,2412143817.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.12,3,ZZ41,Credit,64787615,31.10.2018,Oct,20181031,20181110,1221001,2019,20181113,1.5,10,0.96,0.03,0.01,8,0,1,0.31,0.69,0.0,Yes
9600,BPR,2146118869.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.17,0,ZZ42,Credit,64770320,28.10.2018,Oct,20181028,20181109,1221001,2019,20181109,1.0,6,0.59,0.31,0.1,4,0,2,0.0,0.38,0.53,
9600,BPR,2146120395.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.16,0,ZZ30,Credit,64805602,04.11.2018,Nov,20181104,20181109,1221001,2019,20181109,0.17,1,0.5,0.49,0.0,4,0,1,0.0,1.0,0.0,
1000,BPR,2431593080.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.22,5,ZZ40,Credit,64798743,02.11.2018,Nov,20181102,20181110,1221001,2019,20181115,16.32,161,0.44,0.44,0.13,10,0,1,0.11,0.68,0.2,
1000,BPR,2431593165.0,822272,TATA STEEL PROCESSING,South,MADS,RV,0.22,5,ZZ40,Credit,64800839,02.11.2018,Nov,20181102,20181110,1221001,2019,20181115,16.32,161,0.44,0.44,0.13,10,0,1,0.11,0.68,0.2,
2000,BPR,2426110468.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.21,5,ZZ20,Credit,64784667,31.10.2018,Oct,20181031,20181112,1221001,2019,20181117,6.97,44,0.95,0.05,0.0,12,0,1,0.33,0.67,0.0,Yes
2000,BPR,2412145334.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.08,5,ZZ20,Credit,64802181,03.11.2018,Nov,20181103,20181115,1221001,2019,20181120,9.98,64,0.88,0.12,0.0,15,0,1,0.26,0.74,0.0,
2000,BPR,2412145333.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.08,5,ZZ20,Credit,64802179,03.11.2018,Nov,20181103,20181115,1221001,2019,20181120,9.98,64,0.88,0.12,0.0,15,0,1,0.26,0.74,0.0,
1000,BPR,2412145306.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.12,5,ZZ09,Credit,64801522,03.11.2018,Nov,20181103,20181112,1221001,2019,20181117,9.98,64,0.9,0.1,0.0,12,0,1,0.16,0.84,0.0,
1000,BPR,2412143961.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.13,5,ZZ09,Credit,64791605,31.10.2018,Oct,20181031,20181109,1221001,2019,20181114,6.97,44,0.88,0.12,0.0,9,0,1,0.05,0.95,0.0,
2000,BPR,2412145335.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.13,5,ZZ20,Credit,64802183,03.11.2018,Nov,20181103,20181115,1221001,2019,20181120,9.98,64,0.9,0.1,0.0,15,0,1,0.27,0.73,0.0,
1000,BPR,2412143960.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.15,5,ZZ09,Credit,64791603,31.10.2018,Oct,20181031,20181109,1221001,2019,20181114,6.97,44,0.88,0.12,0.0,9,0,1,0.04,0.96,0.0,
2000,BPR,2442037784.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.16,5,ZZ20,Credit,64791624,31.10.2018,Oct,20181031,20181112,1221001,2019,20181117,6.97,44,0.96,0.04,0.0,12,0,1,0.33,0.67,0.0,Yes
1000,BPR,2412144015.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.17,5,ZZ09,Credit,64791725,31.10.2018,Oct,20181031,20181109,1221001,2019,20181114,6.97,44,0.87,0.13,0.0,9,0,1,0.02,0.98,0.0,
9600,BPR,2146119864.0,817218,TATA STEEL PROCESSING,South,BANG,RV,0.18,5,ZZ32,Credit,64794516,31.10.2018,Oct,20181031,20181107,1221001,2019,20181112,1.13,7,0.45,0.55,0.0,7,1,1,0.0,1.0,0.0,
2000,BPR,2412145689.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.11,5,ZZ19,Credit,64805728,04.11.2018,Nov,20181104,20181114,1221001,2019,20181119,7.0,45,0.48,0.51,0.01,14,1,0,0.7,0.22,0.08,Yes
2000,BPR,2412145698.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.1,5,ZZ19,Credit,64805738,04.11.2018,Nov,20181104,20181114,1221001,2019,20181119,7.0,45,0.48,0.51,0.01,14,1,0,0.69,0.21,0.1,Yes
2000,BPR,2412145701.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.1,5,ZZ19,Credit,64805741,04.11.2018,Nov,20181104,20181114,1221001,2019,20181119,7.0,45,0.48,0.51,0.01,14,1,0,0.69,0.21,0.1,Yes
9600,BPR,2146118889.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,-1,ZZ41,Credit,64770399,28.10.2018,Oct,20181028,20181107,1221001,2019,20181106,5.39,35,1.0,0.0,0.0,1,0,1,0.0,1.0,0.0,Yes
9600,BPR,2146118919.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,-1,ZZ41,Credit,64770599,28.10.2018,Oct,20181028,20181107,1221001,2019,20181106,5.39,35,1.0,0.0,0.0,1,0,1,0.0,1.0,0.0,Yes
9600,BPR,2146119013.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.18,-1,ZZ41,Credit,64772356,28.10.2018,Oct,20181028,20181107,1221001,2019,20181106,5.39,35,0.98,0.02,0.0,1,0,1,0.0,1.0,0.0,Yes
2500,BPR,2410319625.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ41,Credit,64766469,27.10.2018,Oct,20181027,20181106,1221001,2019,20181106,4.24,27,1.0,0.0,0.0,1,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412143019.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.17,1,ZZ19,Credit,64778215,29.10.2018,Oct,20181029,20181108,1221001,2019,20181109,4.42,29,1.0,0.0,0.0,4,0,1,0.0,0.99,0.01,Yes
2000,BPR,2412143022.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.17,1,ZZ19,Credit,64778218,29.10.2018,Oct,20181029,20181108,1221001,2019,20181109,4.42,29,1.0,0.0,0.0,4,0,1,0.0,0.99,0.01,Yes
2000,BPR,2426110350.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.07,-1,ZZ19,Credit,64772955,28.10.2018,Oct,20181028,20181107,1221001,2019,20181106,5.39,35,1.0,0.0,0.0,1,0,1,0.0,0.99,0.01,Yes
2000,BPR,2426110408.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.33,1,ZZ19,Credit,64778228,29.10.2018,Oct,20181029,20181108,1221001,2019,20181109,4.42,29,0.98,0.02,0.0,4,0,1,0.18,0.81,0.01,Yes
3000,BPR,2431592250.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.17,-1,ZZ19,Credit,64794063,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,5.11,31,1.0,0.0,0.0,4,0,1,0.32,0.68,0.0,Yes
2000,BPR,2431592251.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,-1,ZZ19,Credit,64794113,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,5.11,31,1.0,0.0,0.0,4,0,1,0.32,0.68,0.0,Yes
3000,BPR,2412144373.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,-1,ZZ19,Credit,64793945,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,5.11,31,1.0,0.0,0.0,4,0,1,0.32,0.68,0.0,Yes
3000,BPR,2412144379.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,-1,ZZ19,Credit,64793952,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,5.11,31,1.0,0.0,0.0,4,0,1,0.32,0.68,0.0,Yes
3000,BPR,2485214133.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,-1,ZZ28,Credit,64805457,04.11.2018,Nov,20181104,20181107,1221001,2019,20181106,2.78,17,1.0,0.0,0.0,1,0,1,0.02,0.98,0.0,Yes
3000,BPR,2412144381.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,-1,ZZ19,Credit,64793954,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,5.11,31,1.0,0.0,0.0,4,0,1,0.32,0.68,0.0,Yes
3000,BPR,2485214096.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,-1,ZZ28,Credit,64803660,04.11.2018,Nov,20181104,20181107,1221001,2019,20181106,2.78,17,1.0,0.0,0.0,1,0,1,0.02,0.98,0.0,Yes
3000,BPR,2485214134.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,-1,ZZ28,Credit,64805490,04.11.2018,Nov,20181104,20181107,1221001,2019,20181106,2.78,17,1.0,0.0,0.0,1,0,1,0.02,0.98,0.0,Yes
3000,BPR,2485214095.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.07,-1,ZZ28,Credit,64803653,04.11.2018,Nov,20181104,20181107,1221001,2019,20181106,2.78,17,1.0,0.0,0.0,1,0,1,0.02,0.97,0.0,Yes
9600,BPR,2483309742.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64802212,03.11.2018,Nov,20181103,20181106,1221001,2019,20181106,2.65,16,1.0,0.0,0.0,1,0,1,0.02,0.97,0.0,Yes
2000,BPR,2412141288.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.15,0,ZZ42,Credit,64765581,26.10.2018,Oct,20181026,20181107,1221001,2019,20181107,0.46,3,0.59,0.41,0.0,2,0,1,0.0,0.97,0.03,Yes
2000,BPR,2426110331.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,0,ZZ42,Credit,64771909,28.10.2018,Oct,20181028,20181109,1221001,2019,20181109,1.06,7,0.58,0.37,0.05,4,0,1,0.0,0.65,0.35,Yes
2000,BPR,2426110637.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.15,0,ZZ20,Credit,64798476,02.11.2018,Nov,20181102,20181114,1221001,2019,20181114,1.2,8,0.25,0.74,0.01,9,1,1,0.0,0.64,0.36,
2000,BPR,2426110613.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.15,0,ZZ42,Credit,64797930,02.11.2018,Nov,20181102,20181114,1221001,2019,20181114,1.2,8,0.25,0.74,0.01,9,1,1,0.0,0.64,0.36,
9600,BPR,2146118805.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,1,ZZ42,Credit,64769216,27.10.2018,Oct,20181027,20181108,1221001,2019,20181109,0.78,5,0.65,0.35,0.0,4,0,1,0.0,0.93,0.07,Yes
2000,BPR,2426110238.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,1,ZZ42,Credit,64766115,27.10.2018,Oct,20181027,20181108,1221001,2019,20181109,0.78,5,0.67,0.33,0.0,4,0,1,0.0,0.93,0.07,Yes
2000,BPR,2426110582.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,2,ZZ42,Credit,64794413,31.10.2018,Oct,20181031,20181112,1221001,2019,20181114,1.35,9,0.3,0.7,0.0,9,1,1,0.0,0.68,0.32,
9600,BPR,2146118670.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.17,2,ZZ42,Credit,64765959,26.10.2018,Oct,20181026,20181107,1221001,2019,20181109,0.46,3,0.57,0.42,0.01,4,0,1,0.0,0.69,0.29,Yes
2000,BPR,2426110419.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.15,3,ZZ42,Credit,64778458,30.10.2018,Oct,20181030,20181111,1221001,2019,20181114,1.2,8,0.24,0.75,0.01,9,1,1,0.0,0.64,0.36,Yes
2000,BPR,2424230425.0,847471,AASHRAY ENTERPRISES,South,SBAD,RV,0.28,4,ZZ32,Credit,64800184,02.11.2018,Nov,20181102,20181109,1221001,2019,20181113,0.22,1,0.67,0.33,0.0,8,0,1,0.0,0.95,0.05,
2000,BPR,2412143338.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ19,Credit,64782299,30.10.2018,Oct,20181030,20181109,1221001,2019,20181109,3.67,25,0.99,0.01,0.0,4,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412141737.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ41,Credit,64768933,27.10.2018,Oct,20181027,20181106,1221001,2019,20181106,3.02,21,1.0,0.0,0.0,1,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412141736.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ41,Credit,64768932,27.10.2018,Oct,20181027,20181106,1221001,2019,20181106,3.02,21,1.0,0.0,0.0,1,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412141683.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ41,Credit,64768857,27.10.2018,Oct,20181027,20181106,1221001,2019,20181106,3.02,21,1.0,0.0,0.0,1,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412142187.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ41,Credit,64772173,28.10.2018,Oct,20181028,20181107,1221001,2019,20181107,4.01,34,0.97,0.03,0.0,2,0,1,0.01,0.99,0.0,Yes
1000,BPR,2431590397.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.13,0,ZZ41,Credit,64766803,27.10.2018,Oct,20181027,20181106,1221001,2019,20181106,3.02,21,1.0,0.0,0.0,1,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412141691.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.13,0,ZZ41,Credit,64768871,27.10.2018,Oct,20181027,20181106,1221001,2019,20181106,3.02,21,1.0,0.0,0.0,1,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412141687.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.12,0,ZZ41,Credit,64768865,27.10.2018,Oct,20181027,20181106,1221001,2019,20181106,3.02,21,1.0,0.0,0.0,1,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426110274.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.07,0,ZZ19,Credit,64768923,27.10.2018,Oct,20181027,20181106,1221001,2019,20181106,3.02,21,0.99,0.01,0.0,1,0,1,0.0,1.0,0.0,Yes
2000,BPR,2426110713.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,64804644,04.11.2018,Nov,20181104,20181114,1221001,2019,20181114,3.46,28,0.89,0.11,0.0,9,0,0,0.62,0.38,0.0,Yes
1000,BPR,2412145482.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.07,0,ZZ41,Credit,64803600,03.11.2018,Nov,20181103,20181113,1221001,2019,20181113,3.37,26,0.99,0.01,0.0,8,0,0,0.62,0.38,0.0,Yes
1000,BPR,2412145481.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.13,0,ZZ41,Credit,64803599,03.11.2018,Nov,20181103,20181113,1221001,2019,20181113,3.37,26,0.99,0.01,0.0,8,0,0,0.62,0.38,0.0,Yes
1000,BPR,2412145477.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.08,0,ZZ41,Credit,64803595,03.11.2018,Nov,20181103,20181113,1221001,2019,20181113,3.37,26,0.99,0.01,0.0,8,0,0,0.62,0.38,0.0,Yes
1000,BPR,2412145473.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ41,Credit,64803591,03.11.2018,Nov,20181103,20181113,1221001,2019,20181113,3.37,26,0.99,0.01,0.0,8,0,0,0.62,0.38,0.0,Yes
2000,BPR,2412145396.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ19,Credit,64802872,03.11.2018,Nov,20181103,20181113,1221001,2019,20181113,3.37,26,1.0,0.0,0.0,8,0,0,0.62,0.38,0.0,Yes
2000,BPR,2412145395.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ19,Credit,64802870,03.11.2018,Nov,20181103,20181113,1221001,2019,20181113,3.37,26,1.0,0.0,0.0,8,0,0,0.62,0.38,0.0,Yes
2000,BPR,2412145050.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.08,0,ZZ19,Credit,64800555,02.11.2018,Nov,20181102,20181112,1221001,2019,20181112,3.31,25,0.99,0.01,0.0,7,0,0,0.62,0.38,0.0,Yes
2000,BPR,2412144985.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ19,Credit,64800462,02.11.2018,Nov,20181102,20181112,1221001,2019,20181112,3.31,25,1.0,0.0,0.0,7,0,0,0.62,0.38,0.0,Yes
2000,BPR,2412144980.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.17,0,ZZ19,Credit,64800456,02.11.2018,Nov,20181102,20181112,1221001,2019,20181112,3.31,25,0.99,0.01,0.0,7,0,0,0.61,0.39,0.0,Yes
2500,BPR,2410320580.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ41,Credit,64804100,04.11.2018,Nov,20181104,20181114,1221001,2019,20181114,3.46,28,0.89,0.11,0.0,9,0,0,0.62,0.38,0.0,Yes
2500,BPR,2410320382.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.03,1,ZZ41,Credit,64798091,01.11.2018,Nov,20181101,20181111,1221001,2019,20181112,2.94,20,0.93,0.07,0.0,7,0,0,0.52,0.48,0.0,Yes
2000,BPR,2412144577.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.05,1,ZZ19,Credit,64797403,01.11.2018,Nov,20181101,20181111,1221001,2019,20181112,2.94,20,0.99,0.01,0.0,7,0,0,0.52,0.48,0.0,Yes
2000,BPR,2412144575.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.06,1,ZZ19,Credit,64797400,01.11.2018,Nov,20181101,20181111,1221001,2019,20181112,2.94,20,0.99,0.01,0.0,7,0,0,0.52,0.48,0.0,Yes
2000,BPR,2412144586.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.06,1,ZZ19,Credit,64797412,01.11.2018,Nov,20181101,20181111,1221001,2019,20181112,2.94,20,0.99,0.01,0.0,7,0,0,0.52,0.48,0.0,Yes
2000,BPR,2412144571.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.17,1,ZZ19,Credit,64797395,01.11.2018,Nov,20181101,20181111,1221001,2019,20181112,2.94,20,0.99,0.01,0.0,7,0,0,0.52,0.48,0.0,Yes
2000,BPR,2412143755.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,2,ZZ19,Credit,64787354,31.10.2018,Oct,20181031,20181110,1221001,2019,20181112,2.32,16,0.99,0.01,0.0,7,0,1,0.31,0.69,0.0,Yes
2000,BPR,2412143855.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,2,ZZ19,Credit,64787730,31.10.2018,Oct,20181031,20181110,1221001,2019,20181112,2.32,16,0.99,0.01,0.0,7,0,1,0.31,0.69,0.0,Yes
1000,BPR,2412143790.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.16,2,ZZ41,Credit,64787501,31.10.2018,Oct,20181031,20181110,1221001,2019,20181112,2.32,16,0.97,0.03,0.0,7,0,1,0.31,0.69,0.0,Yes
1000,BPR,2412143805.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.16,2,ZZ41,Credit,64787528,31.10.2018,Oct,20181031,20181110,1221001,2019,20181112,2.32,16,0.97,0.03,0.0,7,0,1,0.31,0.69,0.0,Yes
9600,BPR,2146118575.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.17,-1,ZZ42,Credit,64763234,26.10.2018,Oct,20181026,20181107,1221001,2019,20181106,2.05,13,0.31,0.67,0.02,1,1,1,0.0,0.76,0.22,Yes
9600,BPR,2146118611.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.17,-1,ZZ42,Credit,64763956,26.10.2018,Oct,20181026,20181107,1221001,2019,20181106,2.05,13,0.31,0.67,0.02,1,1,1,0.0,0.76,0.22,Yes
9600,BPR,2147085680.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.14,1,ZZ36,Credit,64803172,03.11.2018,Nov,20181103,20181108,1221001,2019,20181109,0.76,5,0.49,0.5,0.02,4,1,1,0.0,1.0,0.0,
9600,BPR,2147085656.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.14,1,ZZ36,Credit,64803143,03.11.2018,Nov,20181103,20181108,1221001,2019,20181109,0.76,5,0.49,0.5,0.02,4,1,1,0.0,1.0,0.0,
9600,BPR,2147085715.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.14,1,ZZ36,Credit,64803209,03.11.2018,Nov,20181103,20181108,1221001,2019,20181109,0.76,5,0.49,0.5,0.02,4,1,1,0.0,1.0,0.0,
9600,BPR,2147085718.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.16,2,ZZ38,Credit,64803214,03.11.2018,Nov,20181103,20181107,1221001,2019,20181109,0.76,5,0.45,0.49,0.05,4,1,1,0.0,0.9,0.1,
9600,BPR,2146119977.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.14,3,ZZ42,Credit,64797567,01.11.2018,Nov,20181101,20181113,1221001,2019,20181116,0.62,4,0.63,0.36,0.01,11,0,1,0.0,0.89,0.11,
9600,BPR,2146119308.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.14,3,ZZ42,Credit,64779082,30.10.2018,Oct,20181030,20181111,1221001,2019,20181114,1.54,9,0.4,0.57,0.03,9,1,1,0.0,0.82,0.18,Yes
