,  Local Crcy Amt,Status
112,0.076697206,0
113,0.084914764,0
114,0.080805985,0
115,0.086140189,0
116,0.08642852399999999,0
117,0.084338093,1
118,0.08484268,1
119,0.082752248,0
120,0.086644776,0
121,0.08678894300000001,0
122,0.123186749,0
123,0.12403183000000001,0
124,0.133457729,0
125,0.13196258600000002,0
126,0.08111734200000001,0
127,0.079275376,0
128,0.12071651299999998,0
129,0.120326476,0
130,0.083596911,0
131,0.111940676,0
132,0.083384377,4
133,0.08678493000000001,4
134,0.085438877,4
135,0.085793101,4
136,0.086147325,4
137,0.062626839,4
138,0.083100997,4
139,0.083596911,0
140,0.08607648100000001,0
141,0.08437620400000001,0
142,0.167106502,0
143,0.167033626,0
144,0.168778586,1
145,0.16996821499999998,1
146,0.16989386299999998,1
147,0.169745159,1
148,0.170116918,0
149,0.1693734,1
150,0.050118264,1
151,0.198272458,1
152,0.15403107800000002,1
153,0.080776318,1
154,0.080991149,0
155,0.07891445300000001,0
156,0.083526722,1
157,0.085576458,0
158,0.083892747,0
159,0.083998778,0
160,0.081850472,0
161,0.083673132,0
162,0.086601326,0
163,0.086381711,0
164,0.084478385,0
165,0.08674773499999999,0
166,0.085942482,0
167,0.156604998,0
168,0.15908618700000002,0
169,0.159650923,0
170,0.130603712,0
171,0.14933928700000001,0
172,0.131126202,0
173,0.16298423799999998,0
174,0.154625135,0
175,0.153134106,1
176,0.17130119,0
177,0.172533995,0
178,0.146023933,0
179,0.126529819,0
180,0.13903868,0
181,0.149490377,0
182,0.146168621,0
183,0.17378961599999998,0
184,0.157925112,0
185,0.132200804,0
186,0.147315109,0
187,0.14890213500000002,0
188,0.137287218,0
189,0.147254461,0
190,0.146168621,0
191,0.147315109,0
192,0.13318143200000002,0
193,0.133968468,0
194,0.133365299,0
195,0.138292578,0
196,0.14183591599999998,0
197,0.13458726000000001,0
198,0.130317595,0
199,0.117804917,0
200,0.13993878899999998,0
201,0.147716176,0
202,0.12013189499999999,0
203,0.15593019,0
204,0.154076553,0
205,0.131212224,0
206,0.12295071399999999,0
207,0.152593497,0
208,0.13555825800000001,0
209,0.149081613,0
210,0.167613708,0
211,0.162545607,0
212,0.1412165,0
213,0.126442258,0
214,0.15181071299999999,0
215,0.13737053300000002,0
216,0.12121495700000001,0
217,0.152302199,0
218,0.152426476,0
219,0.15224006,0
220,0.136945396,0
221,0.136746117,1
222,0.15174295,0
223,0.151618672,0
224,0.13159571,0
225,0.13275240700000002,0
226,0.15741803899999998,0
227,0.131545742,0
228,0.117406394,0
229,0.131365212,0
230,0.146288974,0
231,0.15468207,0
232,0.168829149,0
233,0.158435799,0
234,0.126502292,0
235,0.14152583700000002,0
236,0.15308570700000002,0
237,0.128722896,0
238,0.139383075,0
239,0.146349151,0
240,0.150498498,0
241,0.123990152,0
242,0.149715601,0
243,0.13793275700000002,1
244,0.126994989,1
245,0.156474549,0
246,0.158492423,0
247,0.150498498,0
248,0.17901695,0
249,0.14423376000000002,3
250,0.18729753200000002,3
251,0.16226357,1
252,0.15898612,2
253,0.1603797,1
254,0.186465383,0
255,0.177864893,0
256,0.11589889199999999,0
257,0.147801195,0
258,0.187361543,0
259,0.149562168,0
260,0.148359276,1
261,0.136881274,1
262,0.13578231699999999,1
263,0.137816448,1
264,0.147321372,0
265,0.14008016,0
266,0.16252361799999998,0
267,0.16252361799999998,1
268,0.165393119,0
269,0.11302464799999999,0
270,0.15231558,0
271,0.151411936,0
272,0.115194904,1
273,0.149091914,0
274,0.13800336000000002,1
275,0.156249936,1
276,0.135411372,1
277,0.13451646,1
278,0.138982347,1
279,0.113253686,1
280,0.145123456,1
281,0.160197921,1
282,0.165148906,1
283,0.16008149,1
284,0.152929274,0
285,0.17584813100000002,1
286,0.174792173,1
287,0.176305073,1
288,0.11132946,1
289,0.1378476,1
290,0.149829877,1
291,0.13632893999999998,1
292,0.178726893,0
293,0.174978518,0
294,0.177688849,0
295,0.179398569,0
296,0.177396746,1
297,0.178787955,0
298,0.177688849,0
299,0.141611906,0
300,0.138289286,0
301,0.140538661,1
302,0.11210814,1
303,0.138723821,0
304,0.164662746,1
305,0.151948935,1
306,0.17243517,1
307,0.135370421,1
308,0.172062337,0
309,0.13260755,1
310,0.139497806,0
311,0.133580691,0
312,0.155081417,0
313,0.170860967,0
314,0.16694763899999998,0
315,0.139662487,0
316,0.14747876000000001,0
317,0.141299619,0
318,0.165881544,0
319,0.148359276,1
320,0.151146378,1
321,0.127007724,0
322,0.155038319,0
323,0.151767613,0
324,0.134257069,3
325,0.12689098799999998,2
326,0.13297387,2
327,0.16339816399999998,1
328,0.14125121599999999,1
329,0.129940479,2
330,0.15150371599999998,1
331,0.170533464,1
332,0.15775319699999998,0
333,0.132650045,0
334,0.16521003,0
335,0.170659022,0
336,0.167657586,0
337,0.149547849,0
338,0.167596397,0
339,0.12269115,0
340,0.12245711799999999,0
341,0.135689649,1
342,0.1370535,2
343,0.170839409,0
344,0.121077027,0
345,0.158273004,1
346,0.142157194,1
347,0.14532363799999998,1
348,0.170349898,1
349,0.129522388,1
350,0.164248297,0
351,0.160699952,1
352,0.130054113,0
353,0.12756531599999998,0
354,0.128549259,0
355,0.154286965,0
356,0.130401387,0
357,0.13011199199999998,0
358,0.129128049,0
359,0.163826442,0
360,0.127799645,0
361,0.13647868200000002,0
362,0.13080654,0
363,0.12494421299999998,0
364,0.129185928,0
365,0.136869668,0
366,0.158028323,0
367,0.157084203,1
368,0.16979144499999999,1
369,0.16725140600000002,1
370,0.171573676,0
371,0.142301142,0
372,0.16359889,0
373,0.158477257,0
374,0.121719028,0
375,0.145867203,0
376,0.124254,0
377,0.155209093,0
378,0.145615098,0
379,0.170715974,1
380,0.144535361,0
381,0.14469401699999998,0
382,0.169560021,1
383,0.179341069,1
384,0.169057302,1
385,0.153089026,0
386,0.125995379,0
387,0.165430282,1
388,0.144588246,0
389,0.178172413,0
390,0.114871951,3
391,0.167112806,1
392,0.167865304,1
393,0.166479481,0
394,0.167353776,1
395,0.18071773300000002,0
396,0.167474261,0
397,0.162952926,0
398,0.167956202,0
399,0.173057382,0
400,0.16638989499999998,0
401,0.166932078,0
402,0.154036857,0
403,0.17099846100000002,0
404,0.17093963799999998,0
405,0.13485371599999998,0
406,0.170233762,1
407,0.130586736,1
408,0.130285983,0
409,0.171277,0
410,0.159431174,1
411,0.160202647,1
412,0.159560669,0
413,0.174964425,0
414,0.27674960499999995,0
415,0.16687183600000002,0
416,0.10929345900000001,0
417,0.166255982,0
418,0.08322159200000001,1
419,0.153844453,1
420,0.139882449,0
421,0.137195957,0
422,0.156234057,1
423,0.158057958,1
424,0.130105532,1
425,0.152646326,0
426,0.14390760800000002,0
427,0.174512315,0
428,0.136247166,1
429,0.144126486,0
430,0.173351742,0
431,0.15154915600000002,1
432,0.15159551599999999,1
433,0.174713141,0
434,0.171532414,1
435,0.17398718600000002,0
436,0.174955126,1
437,0.153296712,1
438,0.15335972,1
439,0.148705224,0
440,0.15487028,1
441,0.192151658,0
442,0.130285983,0
443,0.130586736,1
444,0.24968472599999997,1
445,0.168195737,0
446,0.11167652,0
447,0.121822741,0
448,0.14482968999999998,0
449,0.151592004,0
450,0.112311427,0
451,0.168374155,0
452,0.165811011,1
453,0.173915754,1
454,0.14938764599999999,1
455,0.22303805499999999,1
456,0.137744114,1
457,0.15334418600000002,0
458,0.106147172,0
459,0.032484745,2
460,0.149265205,1
461,0.13734846,0
462,0.15258686200000002,0
463,0.027851219,1
464,0.167705978,2
465,0.12940823999999998,1
466,0.13196235,0
467,0.130713674,0
468,0.134119154,1
469,0.13366509,0
470,0.130032578,2
471,0.12916881200000002,0
472,0.112295143,0
473,0.11247240800000001,1
474,0.112616752,2
475,0.126981954,2
476,0.11197353400000001,2
477,0.12940823999999998,2
478,0.12443061100000001,2
479,0.12084975900000001,2
480,0.130294302,2
481,0.133299349,2
482,0.130577797,2
483,0.171828786,1
484,0.173615831,1
485,0.142340875,1
486,0.152100702,0
487,0.16042816299999998,0
488,0.12532890900000002,0
489,0.147972,0
490,0.151985475,0
491,0.157471,0
492,0.13336188899999998,0
493,0.13280551899999998,0
494,0.118308983,0
495,0.156558173,0
496,0.12528360900000002,1
497,0.126323307,1
498,0.125976741,0
499,0.125745697,0
500,0.136431482,0
501,0.134698652,0
502,0.135449545,0
503,0.133768724,0
504,0.125687936,0
505,0.123435257,0
506,0.145304522,0
507,0.14435031499999998,1
508,0.146722939,1
509,0.12341815900000001,0
510,0.12220920800000001,0
511,0.130135007,0
512,0.143709049,0
513,0.141358631,0
514,0.147578553,0
515,0.131939311,0
516,0.125630175,0
517,0.125456892,0
518,0.143045382,0
519,0.146546501,0
520,0.147296922,0
521,0.12040121499999999,0
522,0.11431580400000001,0
523,0.146181232,2
524,0.137336823,0
525,0.150883827,0
526,0.151819626,0
527,0.15704873700000002,0
528,0.15142466799999998,0
529,0.14716134,0
530,0.137025437,0
531,0.141392471,0
532,0.11950686,0
533,0.11539161,0
534,0.11698283999999999,0
535,0.118808536,0
536,0.168524231,0
537,0.11895816000000001,0
538,0.11923251000000001,0
539,0.11698283999999999,0
540,0.11758641000000002,0
541,0.136985787,0
542,0.161860128,0
543,0.168303732,0
544,0.160527967,2
545,0.150223263,0
546,0.16660656000000001,2
547,0.145189867,1
548,0.159195924,2
549,0.14364885800000002,2
550,0.15859040700000002,2
551,0.127021786,2
552,0.126786451,0
553,0.251631392,1
554,0.127139453,1
555,0.126786451,2
556,0.126492283,2
557,0.144443328,1
558,0.150330359,1
559,0.147638992,1
560,0.157654608,1
561,0.178624577,1
562,0.179228855,1
563,0.165791251,0
564,0.140446668,0
565,0.166731286,0
566,0.137787203,0
567,0.12994518200000002,0
568,0.139239429,0
569,0.127331176,0
570,0.153689133,0
571,0.14365419599999998,0
572,0.159458474,0
573,0.157537476,0
574,0.1579441,0
575,0.160209572,0
576,0.138657906,0
577,0.142550504,0
578,0.126517929,0
579,0.141388723,0
580,0.154958338,0
581,0.15957059299999998,0
582,0.155076167,0
583,0.154559586,0
584,0.13471434599999998,0
585,0.153726624,0
586,0.120268668,0
587,0.135030999,0
588,0.11839553600000001,0
589,0.23227532999999997,0
590,0.11641644,0
591,0.11892488400000001,0
592,0.12115673600000001,0
593,0.24164217000000002,1
594,0.12117738600000001,0
595,0.135030999,0
596,0.15862669199999999,0
597,0.12065382,0
598,0.162293129,1
599,0.174351551,1
600,0.16190367,1
601,0.131858805,0
602,0.134961792,0
603,0.14858548200000002,0
604,0.15805096999999999,0
605,0.17133381,0
606,0.133184004,0
607,0.148741624,0
608,0.153804981,1
609,0.1851686,2
610,0.147590877,0
611,0.146717927,0
612,0.161165875,1
613,0.171841999,2
614,0.13507578,0
615,0.15244856,2
616,0.155826552,1
617,0.135822732,0
618,0.179211346,1
619,0.141389724,0
620,0.153129575,2
621,0.150848604,1
622,0.15504226499999998,3
623,0.164802114,0
624,0.13649436399999998,0
625,0.17269018,0
626,0.16065936,2
627,0.19559411999999998,3
628,0.16244281200000002,2
629,0.153167207,0
630,0.12569024199999998,2
631,0.259943839,2
632,0.158478976,0
633,0.13129152,0
634,0.162287524,0
635,0.139722797,0
636,0.161091712,2
637,0.181900188,0
638,0.154795232,0
639,0.13427161,0
640,0.13431468,2
641,0.161203085,0
642,0.24228467999999997,0
643,0.242432298,2
644,0.149066373,2
645,0.156635206,0
646,0.12610718999999998,2
647,0.122521465,0
648,0.16173491299999998,2
649,0.146021755,2
650,0.138408985,0
651,0.240837764,2
652,0.156447468,0
653,0.145773424,0
654,0.177171023,0
655,0.135821658,2
656,0.161060619,0
657,0.161345884,0
658,0.135657225,0
659,0.161574096,0
660,0.161060619,0
661,0.162271712,0
662,0.161120032,0
663,0.19896575900000002,0
664,0.17032545,0
665,0.16774219199999998,0
666,0.16209896000000001,0
667,0.172809557,0
668,0.175807156,0
669,0.173585264,3
670,0.177967417,0
671,0.16439345800000002,0
672,0.171169242,0
673,0.139463935,0
674,0.153582875,0
675,0.161517043,1
676,0.141937442,0
677,0.160718301,0
678,0.161580704,0
679,0.160775354,0
680,0.141492497,3
681,0.162559632,3
682,0.141826206,3
683,0.167971348,0
684,0.230703962,0
685,0.16424756299999999,0
686,0.165908944,0
687,0.15908441399999998,0
688,0.168246241,0
689,0.142048678,0
690,0.161403784,2
691,0.16774219199999998,0
692,0.161580704,1
693,0.142048678,1
694,0.162732384,1
695,0.13766198600000001,1
696,0.161459402,3
697,0.145949349,1
698,0.14010204399999998,0
699,0.15590584799999999,2
700,0.155401752,0
701,0.154996776,0
702,0.1612352,0
703,0.165989479,0
704,0.142382387,0
705,0.16694014599999998,0
706,0.16191641399999998,0
707,0.142048678,0
708,0.17223761,0
709,0.162624414,0
710,0.169144457,1
711,0.16194514699999998,1
712,0.16145999,1
713,0.1422372,1
714,0.15334572,3
715,0.15901738999999998,3
716,0.133618716,3
717,0.153633168,3
718,0.161688202,3
719,0.160604195,3
720,0.162185159,3
721,0.166537707,3
722,0.155621763,3
723,0.16115395700000001,3
724,0.15252734299999998,3
725,0.13673776299999998,3
726,0.15528086100000002,3
727,0.14282937099999998,3
728,0.142248764,3
729,0.155337678,3
730,0.15511041,4
731,0.177128857,4
732,0.155508129,3
733,0.142074582,3
734,0.141881824,3
735,0.149919,2
736,0.24872407000000002,3
737,0.14769163200000002,3
738,0.161772926,1
739,0.166784858,1
740,0.15787001,0
741,0.141108676,3
742,0.245263463,3
743,0.183491356,2
744,0.168008518,2
745,0.127135156,2
746,0.174150781,0
747,0.159991227,2
748,0.159708955,2
749,0.162691438,2
750,0.164024484,0
751,0.267485737,2
752,0.131404623,2
753,0.195144435,2
754,0.13275472,2
755,0.147383298,0
756,0.191596355,0
757,0.166145699,0
758,0.176084674,2
759,0.138569354,0
760,0.17181944799999999,2
761,0.176144186,2
762,0.142120026,2
763,0.12187453000000001,2
764,0.170444335,2
765,0.16146553600000002,2
766,0.146985579,1
767,0.17816468100000002,1
768,0.15306016,1
769,0.134991174,1
770,0.176084674,1
771,0.133810938,2
772,0.16325064,2
773,0.170538052,0
774,0.166832906,0
775,0.165098166,0
776,0.180569671,0
777,0.129874104,0
778,0.183984041,2
779,0.157696583,2
780,0.185575721,2
781,0.156661638,1
782,0.11386446200000001,0
783,0.157364682,0
784,0.14447146100000002,2
785,0.139496131,2
786,0.228316725,2
787,0.150692195,2
788,0.173013793,2
789,0.14220196999999998,1
790,0.142085792,2
791,0.14220196999999998,0
792,0.16108524899999999,0
793,0.141737258,0
794,0.11801860800000001,0
795,0.160465523,1
796,0.154843376,1
797,0.15363411200000002,2
798,0.14108563799999999,1
799,0.153231024,1
800,0.125648288,1
801,0.166659955,1
802,0.15103124299999998,1
803,0.16695938000000002,1
804,0.248525393,2
805,0.16552213999999998,2
806,0.16612099,3
807,0.16096616,0
808,0.161306585,1
809,0.16480352,0
810,0.148096962,1
811,0.125360368,3
812,0.162437573,3
813,0.152674725,3
814,0.127145472,3
815,0.148810509,2
816,0.16564191,0
817,0.164875823,0
818,0.137034125,0
819,0.13717838100000002,0
820,0.126627216,0
821,0.139826637,0
822,0.15989483000000002,0
823,0.14611181299999998,1
824,0.165850416,2
825,0.165420433,1
826,0.137572117,1
827,0.144278021,1
828,0.1673712,1
829,0.149530662,0
830,0.149202504,0
831,0.149202504,0
832,0.165650781,0
833,0.146249082,0
834,0.148819653,0
835,0.149475969,0
836,0.15793639199999998,0
837,0.161166005,0
838,0.14876496,0
839,0.14613969599999999,0
840,0.149202504,0
841,0.157448934,1
842,0.157448934,0
843,0.156961476,0
844,0.148546188,3
845,0.140617952,3
846,0.131919516,3
847,0.147725793,1
848,0.14860088100000002,3
849,0.148436802,4
850,0.148655574,2
851,0.148272723,1
852,0.158315526,1
853,0.158651283,1
854,0.143910921,1
855,0.136224416,0
856,0.13840165200000001,2
857,0.160166167,0
858,0.158975783,0
859,0.144266111,0
860,0.14320054299999999,0
861,0.14497648999999999,1
862,0.160411649,0
863,0.138166276,1
864,0.14871026699999998,0
865,0.130346517,0
866,0.149038425,0
867,0.158586782,0
868,0.248164927,0
869,0.13271665800000002,0
870,0.152932425,0
871,0.147452328,0
872,0.161608491,0
873,0.147725793,1
874,0.148436802,1
875,0.147178863,0
876,0.121407132,4
877,0.134334858,0
878,0.153933575,0
879,0.153990189,0
880,0.152348382,0
881,0.1218232,0
882,0.150827947,0
883,0.15117105,0
884,0.153707119,0
885,0.143290135,0
886,0.152971136,0
887,0.145533294,0
888,0.13382191200000002,0
889,0.142610767,0
890,0.121734228,0
891,0.14504517,0
892,0.152574838,3
893,0.152574838,3
894,0.15619813600000002,3
895,0.125739783,3
896,0.153636413,3
897,0.074754817,3
898,0.15270261999999998,3
899,0.12412278400000001,0
900,0.150340673,0
901,0.150302559,0
902,0.15268806599999998,0
903,0.122315968,0
904,0.119806344,0
905,0.119481372,0
906,0.120153264,0
907,0.152235154,0
908,0.148572648,0
909,0.15285790800000001,0
910,0.151328628,0
911,0.1199352,0
912,0.15149111399999998,0
913,0.152086896,0
914,0.150191226,0
915,0.24859225,0
916,0.15187024799999999,0
917,0.152141058,0
918,0.11421007600000001,0
919,0.151274466,2
920,0.143837811,2
921,0.23160945600000002,1
922,0.11481494399999999,1
923,0.15302775,0
924,0.151978572,0
925,0.121586374,0
926,0.152993368,0
927,0.154351788,1
928,0.11447358899999999,0
929,0.11503972900000001,0
930,0.15424169399999998,0
931,0.15315456000000002,0
932,0.15332448,0
933,0.15428736,0
934,0.15315456000000002,0
935,0.15366432,0
936,0.15508032,0
937,0.14208991899999998,0
938,0.150038936,1
939,0.15394752,0
940,0.15343776,3
941,0.15423072,0
942,0.15596248799999998,0
943,0.14682521699999998,0
944,0.144521208,0
945,0.149049576,0
946,0.14992608000000002,1
947,0.13739731200000002,0
948,0.15355104,0
949,0.144797328,0
950,0.144245088,1
951,0.229794852,1
952,0.146012256,1
953,0.154533213,1
954,0.135355317,1
955,0.163246453,1
956,0.134411492,1
957,0.14170358500000002,1
958,0.14229762099999999,0
959,0.143933864,0
960,0.15943868,0
961,0.14582748,0
962,0.12792754099999998,0
963,0.14929894,1
964,0.144217161,1
965,0.145199369,1
966,0.169583232,0
967,0.12985258400000002,0
968,0.159095094,1
969,0.152105855,0
970,0.149452603,0
971,0.155676921,0
972,0.169793596,0
973,0.153130134,0
974,0.156267418,1
975,0.162187813,1
976,0.11593736,0
977,0.11910300700000001,0
978,0.17026138500000002,0
979,0.156088151,1
980,0.171607556,1
981,0.172251377,0
982,0.170554031,1
983,0.171490497,1
984,0.167907744,0
985,0.138610824,1
986,0.131428615,1
987,0.13078648,1
988,0.138224773,1
989,0.145567155,0
990,0.149107928,1
991,0.15797739,0
992,0.14605637900000001,0
993,0.140893241,0
994,0.12589051399999998,0
995,0.138157161,0
996,0.13890961200000002,0
997,0.13844658,0
998,0.112290811,0
999,0.141750443,0
1000,0.141351768,0
1001,0.133668353,0
1002,0.112329999,0
1003,0.11367436000000002,0
1004,0.142613861,2
1005,0.139083228,0
1006,0.163655028,0
1007,0.165731821,0
1008,0.15810088600000002,0
1009,0.11731218500000001,0
1010,0.142675123,0
1011,0.130690788,0
1012,0.118767714,0
1013,0.121312645,1
1014,0.136826632,1
1015,0.149201823,2
1016,0.148958329,0
1017,0.159170723,0
1018,0.158495129,0
1019,0.12312321200000001,0
1020,0.167971799,0
1021,0.150783482,0
1022,0.14458329,3
1023,0.157752913,3
1024,0.15876806999999998,3
1025,0.179465768,3
1026,0.145318049,3
1027,0.140718856,3
1028,0.13526321000000002,3
1029,0.134395032,3
1030,0.11649903999999998,0
1031,0.141416392,0
1032,0.141806357,0
1033,0.140242955,0
1034,0.141299808,0
1035,0.138679553,0
1036,0.11669256000000001,0
1037,0.15271036699999999,0
1038,0.12935449,0
1039,0.121200873,2
1040,0.158198471,2
1041,0.137744114,2
1042,0.144313994,2
1043,0.116439232,0
1044,0.143438623,0
1045,0.14528104,0
1046,0.14283110200000002,0
1047,0.153163991,0
1048,0.15730072,0
1049,0.16828986,0
1050,0.16357466699999998,0
1051,0.16425294099999999,0
1052,0.154343989,0
1053,0.12999688799999998,0
1054,0.131740013,0
1055,0.122356788,0
1056,0.12304505800000001,0
1057,0.16198120400000002,0
1058,0.138415597,0
1059,0.182291373,1
1060,0.18242234699999998,0
1061,0.15296021399999998,0
1062,0.15970094199999998,0
1063,0.142293339,0
1064,0.174265256,0
1065,0.155718122,0
1066,0.153400002,0
1067,0.16261378999999998,0
1068,0.17344716999999998,3
1069,0.130997477,0
1070,0.174455474,0
1071,0.192210614,0
1072,0.15317461799999998,0
1073,0.16368770700000002,0
1074,0.173422324,0
1075,0.16272682900000002,0
1076,0.167070308,0
1077,0.16374423000000002,0
1078,0.140133968,0
1079,0.14214439099999998,0
1080,0.105176634,0
1081,0.11799482,0
1082,0.15001796,0
1083,0.167965587,0
1084,0.122396573,0
1085,0.149849965,0
1086,0.14930127199999998,0
1087,0.146283416,1
1088,0.119414124,1
1089,0.117586421,1
1090,0.11935600900000001,1
1091,0.146146214,1
1092,0.1336033,0
1093,0.147013023,0
1094,0.150795493,0
1095,0.147330855,0
1096,0.14330254099999998,0
1097,0.149685346,0
1098,0.156409577,3
1099,0.147477058,1
1100,0.147731391,1
1101,0.120959216,1
1102,0.126321653,3
1103,0.131167736,0
1104,0.116982851,0
1105,0.114429096,3
1106,0.130487095,3
1107,0.11861429899999999,3
1108,0.11996411399999998,0
1109,0.119577134,0
1110,0.119304494,1
1111,0.11533674499999999,1
1112,0.11169770400000001,0
1113,0.12122246699999999,1
1114,0.168783304,0
1115,0.11855760800000001,0
1116,0.170216278,0
1117,0.12184615900000001,0
1118,0.10657501200000001,0
1119,0.145624971,0
1120,0.123263626,0
1121,0.120592148,0
1122,0.122728261,0
1123,0.135350659,0
1124,0.115058275,0
1125,0.126848333,0
1126,0.104055153,0
1127,0.115612377,0
1128,0.117045151,0
1129,0.138851544,0
1130,0.12637705600000002,0
1131,0.139201296,0
1132,0.119975071,0
1133,0.111862348,0
1134,0.12223268799999999,0
1135,0.122626624,0
1136,0.12369587900000001,3
1137,0.11345354499999999,3
1138,0.122570348,3
1139,0.136301828,3
1140,0.142815413,3
1141,0.139551061,0
1142,0.11816921200000001,0
1143,0.11698283999999999,0
1144,0.128569292,0
1145,0.11743088600000001,0
1146,0.11829972,0
1147,0.1591162,0
1148,0.170586357,0
1149,0.11659875,0
1150,0.114959978,0
1151,0.151350128,0
1152,0.117522142,0
1153,0.111814475,0
1154,0.118803169,1
1155,0.125215994,1
1156,0.125105416,1
1157,0.149952746,0
1158,0.118250339,0
1159,0.130846436,0
1160,0.121128258,0
1161,0.12240351699999999,0
1162,0.10978748799999999,1
1163,0.122033044,1
1164,0.134869699,1
1165,0.13283393000000002,1
1166,0.134473855,1
1167,0.134122406,3
1168,0.15583151399999998,1
1169,0.152974031,1
1170,0.130310818,1
1171,0.133478296,1
1172,0.149058793,1
1173,0.153141803,1
1174,0.122895576,0
1175,0.148331659,0
1176,0.15795198100000002,2
1177,0.115568185,2
1178,0.11726356200000002,1
1179,0.116415874,1
1180,0.11868900700000001,1
1181,0.15142894099999998,1
1182,0.149282493,1
1183,0.155882498,0
1184,0.165593282,0
1185,0.14637404299999998,2
1186,0.143660802,1
1187,0.141675747,1
1188,0.144731636,1
1189,0.156830844,0
1190,0.15881336699999998,0
1191,0.13355061899999998,0
1192,0.133245535,0
1193,0.129351219,0
1194,0.124617195,0
1195,0.124151097,0
1196,0.132416527,0
1197,0.140298356,0
1198,0.156385873,3
1199,0.16224045,3
1200,0.155658756,3
1201,0.17659796200000002,0
1202,0.154036716,0
1203,0.123356728,0
1204,0.124982794,0
1205,0.15876025400000002,2
1206,0.155268049,2
1207,0.15554749099999998,2
1208,0.12541764,2
1209,0.125034123,2
1210,0.127676093,2
1211,0.126125371,1
1212,0.169174944,1
1213,0.125838201,1
1214,0.12543616200000002,1
1215,0.127561225,1
1216,0.127790962,1
1217,0.139410872,1
1218,0.14797128,3
1219,0.196454186,0
1220,0.182912657,3
1221,0.148634565,3
1222,0.147317223,0
1223,0.140386969,2
1224,0.154613052,2
1225,0.14760440800000002,2
1226,0.154682966,3
1227,0.15486261799999998,3
1228,0.178960536,3
1229,0.14013109399999998,0
1230,0.16111684199999998,3
1231,0.194357419,2
1232,0.152561316,0
1233,0.15933493899999998,3
1234,0.17454607,3
1235,0.176220239,3
1236,0.161060617,3
1237,0.178879338,3
1238,0.193959682,3
1239,0.161117676,3
1240,0.162258721,3
1241,0.20493331299999998,2
1242,0.174444297,2
1243,0.161117655,2
1244,0.161517041,0
1245,0.162601064,0
1246,0.16168818799999998,2
1247,0.16232928200000002,2
1248,0.177070615,2
1249,0.19150247,0
1250,0.16342340900000002,2
1251,0.161517026,2
1252,0.124565508,2
1253,0.127320874,2
1254,0.127493085,2
1255,0.122786001,2
1256,0.125369157,3
1257,0.14274424,3
1258,0.121924949,3
1259,0.133807465,3
1260,0.144203193,2
1261,0.15597466399999999,2
1262,0.140778514,2
1263,0.157706874,2
1264,0.15755546299999998,3
1265,0.16277733,2
1266,0.142260617,2
1267,0.158748925,2
1268,0.14108553100000001,2
1269,0.138039965,0
1270,0.13195479699999998,0
1271,0.15471564699999998,0
1272,0.138816506,0
1273,0.171834605,0
1274,0.17077751100000002,0
1275,0.176811608,0
1276,0.16136361100000002,1
1277,0.185332224,1
1278,0.174011029,1
