,Pstng.Date,Account,Local.Crcy.Amt
16032,20-11-18,823643,0.09
16033,20-11-18,823643,0.14
16034,20-11-18,823643,0.11
16035,19-11-18,823643,0.1
16036,19-11-18,823643,0.13
16037,19-11-18,823643,0.13
16038,19-11-18,823643,0.14
16039,19-11-18,823643,0.09
16040,19-11-18,823643,0.13
16041,19-11-18,823643,0.12
16042,19-11-18,823643,0.13
16043,19-11-18,823643,0.14
16044,19-11-18,823643,0.11
16045,17-11-18,823643,0.11
16046,17-11-18,823643,0.14
16047,17-11-18,823643,0.12
16048,16-11-18,823643,0.11
16049,16-11-18,823643,0.11
16050,16-11-18,823643,0.11
16051,16-11-18,823643,0.11
16052,16-11-18,823643,0.13
16053,16-11-18,823643,0.13
16054,16-11-18,823643,0.14
16055,16-11-18,823643,0.14
16056,15-11-18,823643,0.13
16057,15-11-18,823643,0.11
16058,15-11-18,823643,0.12
16059,15-11-18,823643,0.12
16060,15-11-18,823643,0.13
16061,14-11-18,823643,0.14
16062,14-11-18,823643,0.13
16063,12-11-18,823643,0.13
16064,12-11-18,823643,0.13
16065,08-11-18,823643,0.12
16066,08-11-18,823643,0.12
16067,08-11-18,823643,0.13
16068,08-11-18,823643,0.11
16069,08-11-18,823643,0.13
16070,08-11-18,823643,0.12
16071,30-12-18,823643,0.13
16072,31-12-18,823643,0.12
16073,31-12-18,823643,0.14
16074,31-12-18,823643,0.12
16075,31-12-18,823643,0.12
16076,31-12-18,823643,0.12
16077,31-12-18,823643,0.12
16078,31-12-18,823643,0.11
16079,31-12-18,823643,0.12
16080,31-12-18,823643,0.12
16081,31-12-18,823643,0.11
16082,31-12-18,823643,0.12
16083,05-12-18,823643,0.15
16084,05-12-18,823643,0.14
16085,06-12-18,823643,0.15
16086,06-12-18,823643,0.13
16087,06-12-18,823643,0.14
16088,06-12-18,823643,0.12
16089,06-12-18,823643,0.15
16090,06-12-18,823643,0.14
16091,06-12-18,823643,0.13
16092,06-12-18,823643,0.14
16093,07-12-18,823643,0.11
16094,07-12-18,823643,0.13
16095,07-12-18,823643,0.13
16096,07-12-18,823643,0.13
16097,08-12-18,823643,0.16
16098,08-12-18,823643,0.12
16099,08-12-18,823643,0.13
16100,08-12-18,823643,0.12
16101,08-12-18,823643,0.13
16102,08-12-18,823643,0.13
16103,08-12-18,823643,0.13
16104,08-12-18,823643,0.13
16105,08-12-18,823643,0.09
16106,08-12-18,823643,0.12
16107,08-12-18,823643,0.1
16108,10-12-18,823643,0.16
16109,10-12-18,823643,0.16
16110,10-12-18,823643,0.13
16111,10-12-18,823643,0.13
16112,10-12-18,823643,0.13
16113,11-12-18,823643,0.11
16114,11-12-18,823643,0.12
16115,11-12-18,823643,0.12
16116,11-12-18,823643,0.13
16117,11-12-18,823643,0.11
16118,11-12-18,823643,0.13
16119,11-12-18,823643,0.11
16120,11-12-18,823643,0.13
16121,11-12-18,823643,0.13
16122,11-12-18,823643,0.12
16123,12-12-18,823643,0.12
16124,12-12-18,823643,0.12
16125,12-12-18,823643,0.12
16126,12-12-18,823643,0.11
16127,13-12-18,823643,0.12
16128,13-12-18,823643,0.12
16129,13-12-18,823643,0.11
16130,13-12-18,823643,0.11
16131,13-12-18,823643,0.12
16132,13-12-18,823643,0.13
16133,13-12-18,823643,0.12
16134,13-12-18,823643,0.12
16135,13-12-18,823643,0.13
16136,13-12-18,823643,0.12
16137,13-12-18,823643,0.12
16138,14-12-18,823643,0.1
16139,14-12-18,823643,0.12
16140,14-12-18,823643,0.11
16141,14-12-18,823643,0.12
16142,15-12-18,823643,0.09
16143,15-12-18,823643,0.09
16144,15-12-18,823643,0.13
16145,17-12-18,823643,0.14
16146,17-12-18,823643,0.11
16147,17-12-18,823643,0.12
16148,17-12-18,823643,0.11
16149,17-12-18,823643,0.12
16150,17-12-18,823643,0.14
16151,17-12-18,823643,0.11
16152,17-12-18,823643,0.12
16153,17-12-18,823643,0.15
16154,17-12-18,823643,0.11
16155,18-12-18,823643,0.13
16156,18-12-18,823643,0.15
16157,18-12-18,823643,0.14
16158,18-12-18,823643,0.13
16159,18-12-18,823643,0.14
16160,18-12-18,823643,0.14
16161,20-12-18,823643,0.12
16162,20-12-18,823643,0.13
16163,20-12-18,823643,0.14
16164,21-12-18,823643,0.16
16165,21-12-18,823643,0.11
16166,21-12-18,823643,0.12
16167,21-12-18,823643,0.14
16168,22-12-18,823643,0.14
16169,22-12-18,823643,0.11
16170,22-12-18,823643,0.1
16171,26-12-18,823643,0.12
16172,26-12-18,823643,0.1
16173,26-12-18,823643,0.11
16174,27-12-18,823643,0.12
16175,27-12-18,823643,0.12
16176,27-12-18,823643,0.12
16177,27-12-18,823643,0.12
16178,27-12-18,823643,0.12
16179,27-12-18,823643,0.09
16180,28-12-18,823643,0.13
16181,28-12-18,823643,0.11
16182,28-12-18,823643,0.13
16183,28-12-18,823643,0.12
16184,28-12-18,823643,0.12
16185,28-12-18,823643,0.11
16186,28-06-18,823643,0.08
16187,28-05-18,823643,0.08
16188,28-05-18,823643,0.08
16189,28-05-18,823643,0.08
16190,27-06-18,823643,0.04
16191,28-06-18,823643,0.09
16192,28-06-18,823643,0.09
16193,27-06-18,823643,0.05
16194,28-06-18,823643,0.1
16195,28-05-18,823643,0.1
16196,28-05-18,823643,0.11
16197,28-05-18,823643,0.11
16198,28-05-18,823643,0.11
16199,28-05-18,823643,0.11
16200,28-05-18,823643,0.11
16201,28-05-18,823643,0.11
16202,28-05-18,823643,0.11
16203,28-05-18,823643,0.11
16204,28-05-18,823643,0.11
16205,28-05-18,823643,0.11
16206,28-05-18,823643,0.11
16207,28-06-18,823643,0.12
16208,28-05-18,823643,0.12
16209,28-05-18,823643,0.12
16210,28-05-18,823643,0.12
16211,28-06-18,823643,0.12
16212,28-05-18,823643,0.12
16213,28-05-18,823643,0.12
16214,28-05-18,823643,0.13
16215,28-05-18,823643,0.13
16216,28-05-18,823643,0.13
16217,28-05-18,823643,0.13
16218,28-05-18,823643,0.13
16219,28-06-18,823643,0.13
16220,28-05-18,823643,0.13
16221,28-05-18,823643,0.13
16222,28-06-18,823643,0.13
16223,28-06-18,823643,0.13
16224,28-06-18,823643,0.13
16225,28-06-18,823643,0.13
16226,28-05-18,823643,0.13
16227,28-05-18,823643,0.13
16228,28-05-18,823643,0.13
16229,28-06-18,823643,0.13
16230,28-05-18,823643,0.13
16231,28-05-18,823643,0.14
16232,28-05-18,823643,0.15
16233,27-06-18,823643,0.1
16234,27-06-18,823643,0.12
16235,27-06-18,823643,0.13
16236,27-06-18,823643,0.13
16237,27-06-18,823643,0.13
16238,27-06-18,823643,0.13
16239,27-06-18,823643,0.14
16240,27-06-18,823643,0.14
16241,27-06-18,823643,0.14
16242,27-06-18,823643,0.15
16243,27-06-18,823643,0.15
16244,26-06-18,823643,0.12
16245,26-06-18,823643,0.13
16246,26-06-18,823643,0.13
16247,26-06-18,823643,0.13
16248,24-06-18,823643,0.08
16249,22-06-18,823643,0.06
16250,24-06-18,823643,0.09
16251,24-06-18,823643,0.09
16252,24-06-18,823643,0.1
16253,24-06-18,823643,0.11
16254,24-06-18,823643,0.11
16255,24-06-18,823643,0.11
16256,24-06-18,823643,0.12
16257,24-06-18,823643,0.12
16258,22-06-18,823643,0.09
16259,22-06-18,823643,0.09
16260,24-06-18,823643,0.12
16261,06-12-18,823643,0.12
16262,24-06-18,823643,0.12
16263,24-06-18,823643,0.13
16264,24-06-18,823643,0.13
16265,24-06-18,823643,0.13
16266,24-06-18,823643,0.13
16267,24-06-18,823643,0.13
16268,24-06-18,823643,0.13
16269,23-06-18,823643,0.11
16270,23-06-18,823643,0.11
16271,23-06-18,823643,0.12
16272,23-06-18,823643,0.12
16273,23-06-18,823643,0.12
16274,23-06-18,823643,0.12
16275,24-06-18,823643,0.15
16276,24-06-18,823643,0.15
16277,23-06-18,823643,0.13
16278,23-06-18,823643,0.13
16279,22-06-18,823643,0.11
16280,23-06-18,823643,0.14
16281,23-06-18,823643,0.15
16282,22-06-18,823643,0.14
16283,23-06-18,823643,0.16
16284,23-06-18,823643,0.17
16285,22-06-18,823643,0.17
16286,22-06-18,823643,0.17
16746,30-06-18,822272,0.16
16747,30-06-18,822272,0.16
16748,30-09-18,822272,0.17
16749,30-09-18,822272,0.14
16750,30-09-18,822272,0.14
16751,30-09-18,822272,0.17
16752,30-09-18,822272,0.14
16753,30-09-18,822272,0.17
16754,30-09-18,822272,0.17
16755,30-09-18,822272,0.13
16756,30-09-18,822272,0.17
16757,30-06-18,822272,0.14
16758,30-06-18,822272,0.16
16759,31-10-18,822272,0.14
16760,30-08-18,822272,0.12
16761,29-11-18,822272,0.12
16762,29-06-18,822272,0.13
16763,29-04-18,822272,0.14
16764,29-06-18,822272,0.14
16765,15-05-18,822272,0.14
16766,29-05-18,822272,0.15
16767,29-09-18,822272,0.15
16768,28-04-18,822272,0.13
16769,28-04-18,822272,0.13
16770,25-04-18,822272,0.14
16771,25-04-18,822272,0.14
16772,28-04-18,822272,0.14
16774,28-04-18,822272,0.17
16775,28-04-18,822272,0.17
16776,11-09-18,822272,0.12
16777,04-05-18,822272,0.13
16778,22-06-18,822272,0.14
16780,27-11-18,822272,0.15
16782,27-11-18,822272,0.16
16783,27-11-18,822272,0.16
16789,26-09-18,822272,0.14
16791,25-10-18,822272,0.11
16794,06-07-18,822272,0.14
16797,19-05-18,822272,0.13
16801,31-12-18,822272,0.16
16802,19-05-18,822272,0.13
16804,06-07-18,822272,0.16
16806,25-08-18,822272,0.14
16807,02-05-18,822272,0.16
16809,10-05-18,822272,0.14
16810,31-12-18,822272,0.17
16812,09-05-18,822272,0.13
16815,24-10-18,822272,0.13
16817,10-08-18,822272,0.13
16820,24-10-18,822272,0.14
16821,17-05-18,822272,0.12
16823,17-09-18,822272,0.12
16826,12-04-18,822272,0.13
16828,26-12-18,822272,0.14
16829,26-12-18,822272,0.14
16830,22-11-18,822272,0.14
16831,21-12-18,822272,0.12
16832,05-09-18,822272,0.14
16833,17-05-18,822272,0.15
16834,21-12-18,822272,0.13
16835,21-12-18,822272,0.13
16836,17-05-18,822272,0.16
16838,07-11-18,822272,0.18
16839,16-08-18,822272,0.13
16840,19-05-18,822272,0.14
16841,03-11-18,822272,0.14
16842,13-08-18,822272,0.14
16843,16-10-18,822272,0.13
16846,07-12-18,822272,0.14
16847,07-12-18,822272,0.14
16848,07-10-18,822272,0.14
16850,17-08-18,822271,0.12
17241,29-09-18,819097,0.26
17242,29-09-18,819097,0.14
17243,29-09-18,819097,0.14
17244,28-09-18,819097,0.14
17245,28-09-18,819097,0.32
17246,28-09-18,819097,0.14
17247,27-09-18,819097,0.12
17248,27-09-18,819097,0.29
17249,27-09-18,819097,0.16
17250,27-09-18,819097,0.14
17251,27-09-18,819097,0.1
17252,27-09-18,819097,0.26
17253,27-09-18,819097,0.29
17254,25-09-18,819097,0.15
17255,24-09-18,819097,0.13
17256,24-09-18,819097,0.11
17257,22-09-18,819097,0.2
17258,22-09-18,819097,0.2
17259,22-09-18,819097,0.14
17260,22-09-18,819097,0.09
17261,22-09-18,819097,0.13
17262,22-09-18,819097,0.14
17263,19-09-18,819097,0.13
17264,17-09-18,819097,0.33
17265,17-09-18,819097,0.24
17266,17-09-18,819097,0.17
17267,17-09-18,819097,0.14
17268,17-09-18,819097,0.12
17269,15-09-18,819097,0.03
17270,15-09-18,819097,0.17
17271,15-09-18,819097,0.33
17272,15-09-18,819097,0.17
17273,15-09-18,819097,0.24
17274,15-09-18,819097,0.25
17275,13-09-18,819097,0.12
17276,10-09-18,819097,0.12
17277,10-09-18,819097,0.12
17278,07-09-18,819097,0.31
17279,31-08-18,819097,0.26
17280,31-08-18,819097,0.15
17281,31-08-18,819097,0.13
17282,31-08-18,819097,0.14
17283,31-08-18,819097,0.28
17284,31-08-18,819097,0.3
17285,31-08-18,819097,0.17
17286,31-08-18,819097,0.16
17287,31-08-18,819097,0.09
17288,31-08-18,819097,0.1
17289,31-08-18,819097,0.15
17290,31-08-18,819097,0.27
17291,31-08-18,819097,0.28
17292,31-08-18,819097,0.25
17293,31-08-18,819097,0.31
17294,31-08-18,819097,0.13
17295,31-08-18,819097,0.29
17296,31-08-18,819097,0.17
17297,31-08-18,819097,0.17
17298,30-08-18,819097,0.17
17299,30-08-18,819097,0.03
17300,30-08-18,819097,0.29
17301,30-08-18,819097,0.08
17302,30-08-18,819097,0.17
17303,30-08-18,819097,0.24
17304,30-08-18,819097,0.03
17305,30-08-18,819097,0.06
17306,30-08-18,819097,0.12
17307,30-08-18,819097,0.03
17308,30-08-18,819097,0.13
17309,30-08-18,819097,0.13
17310,29-08-18,819097,0.13
17311,28-08-18,819097,0.15
17312,28-08-18,819097,0.26
17313,28-08-18,819097,0.29
17314,27-08-18,819097,0.14
17315,23-08-18,819097,0.12
17316,23-08-18,819097,0.14
17317,23-08-18,819097,0.15
17318,20-08-18,819097,0.13
17319,20-08-18,819097,0.14
17320,18-08-18,819097,0.15
17321,18-08-18,819097,0.03
17322,18-08-18,819097,0.11
17323,18-08-18,819097,0.13
17324,18-08-18,819097,0.15
17325,18-08-18,819097,0.03
17326,17-08-18,819097,0.13
17327,17-08-18,819097,0.11
17328,16-08-18,819097,0.16
17329,16-08-18,819097,0.15
17330,16-08-18,819097,0.15
17331,14-08-18,819097,0.27
17332,13-08-18,819097,0.14
17333,13-08-18,819097,0.19
17334,13-08-18,819097,0.14
17335,13-08-18,819097,0.13
17336,13-08-18,819097,0.14
17337,13-08-18,819097,0.11
17338,13-08-18,819097,0.13
17339,13-08-18,819097,0.15
17340,10-08-18,819097,0.17
17341,31-07-18,819097,0.13
17342,31-07-18,819097,0.15
17343,31-07-18,819097,0.26
17344,31-07-18,819097,0.13
17345,31-07-18,819097,0.13
17346,31-07-18,819097,0.13
17347,31-07-18,819097,0.13
17348,31-07-18,819097,0.13
17349,31-07-18,819097,0.19
17350,31-07-18,819097,0.19
17351,31-07-18,819097,0.1
17352,31-07-18,819097,0.06
17353,31-07-18,819097,0.27
17354,31-07-18,819097,0.28
17355,31-07-18,819097,0.14
17356,31-07-18,819097,0.13
17357,30-07-18,819097,0.24
17358,30-07-18,819097,0.14
17359,30-07-18,819097,0.13
17360,30-07-18,819097,0.13
17361,30-07-18,819097,0.14
17362,23-07-18,819097,0.07
17363,23-07-18,819097,0.14
17364,23-07-18,819097,0.14
17365,17-07-18,819097,0.13
17366,17-07-18,819097,0.13
17367,10-07-18,819097,0.25
17368,30-06-18,819097,0.22
17369,30-06-18,819097,0.12
17370,30-06-18,819097,0.27
17371,30-06-18,819097,0.14
17372,28-06-18,819097,0.28
17373,28-06-18,819097,0.15
17374,28-06-18,819097,0.14
17375,23-06-18,819097,0.27
17376,22-06-18,819097,0.06
17377,22-06-18,819097,0.14
17378,22-06-18,819097,0.14
17379,21-06-18,819097,0.28
17380,21-06-18,819097,0.15
17381,21-06-18,819097,0.24
17382,21-06-18,819097,0.15
17383,20-06-18,819097,0.29
17384,20-06-18,819097,0.16
17385,20-06-18,819097,0.16
17386,19-06-18,819097,0.14
17387,19-06-18,819097,0.12
17388,19-06-18,819097,0.12
17389,19-06-18,819097,0.11
17390,19-06-18,819097,0.13
17391,19-06-18,819097,0.26
17392,19-06-18,819097,0.14
17393,18-06-18,819097,0.14
17394,18-06-18,819097,0.14
17395,18-06-18,819097,0.14
17396,18-06-18,819097,0.14
17397,18-06-18,819097,0.15
17398,18-06-18,819097,0.11
17399,18-06-18,819097,0.12
17434,31-05-18,819097,0.14
17435,31-05-18,819097,0.15
17436,31-05-18,819097,0.25
17437,31-05-18,819097,0.12
17438,31-05-18,819097,0.16
17439,31-05-18,819097,0.16
17440,31-05-18,819097,0.13
17441,31-05-18,819097,0.15
17442,30-05-18,819097,0.16
17443,30-05-18,819097,0.28
17444,30-05-18,819097,0.14
17445,30-05-18,819097,0.27
17446,30-05-18,819097,0.15
17447,30-05-18,819097,0.15
17448,29-05-18,819097,0.14
17449,29-05-18,819097,0.27
17450,29-05-18,819097,0.21
17451,25-05-18,819097,0.16
17452,25-05-18,819097,0.12
17453,25-05-18,819097,0.08
17454,25-05-18,819097,0.16
17455,24-05-18,819097,0.13
17456,24-05-18,819097,0.25
17457,24-05-18,819097,0.24
17458,24-05-18,819097,0.16
17459,24-05-18,819097,0.13
17460,22-05-18,819097,0.14
17461,22-05-18,819097,0.24
17462,21-05-18,819097,0.14
17463,21-05-18,819097,0.14
17464,21-05-18,819097,0.14
17465,19-05-18,819097,0.13
17466,19-05-18,819097,0.14
17467,19-05-18,819097,0.25
17468,19-05-18,819097,0.16
17469,18-05-18,819097,0.13
17470,18-05-18,819097,0.14
17471,18-05-18,819097,0.13
17472,18-05-18,819097,0.14
17473,18-05-18,819097,0.12
17474,18-05-18,819097,0.13
17475,18-05-18,819097,0.16
17476,18-05-18,819097,0.19
17477,18-05-18,819097,0.19
17478,18-05-18,819097,0.13
17479,15-05-18,819097,0.16
17480,15-05-18,819097,0.16
17481,15-05-18,819097,0.14
17482,15-05-18,819097,0.08
17483,15-05-18,819097,0.16
17484,15-05-18,819097,0.16
17485,15-05-18,819097,0.28
17486,14-05-18,819097,0.07
17487,14-05-18,819097,0.19
17488,08-05-18,819097,0.2
17489,08-05-18,819097,0.1
17490,08-05-18,819097,0.14
17491,08-05-18,819097,0.14
17492,08-05-18,819097,0.14
17493,08-05-18,819097,0.14
17494,08-05-18,819097,0.13
17495,08-05-18,819097,0.14
17496,08-05-18,819097,0.14
17497,04-05-18,819097,0.15
17498,03-05-18,819097,0.13
17499,03-05-18,819097,0.13
17500,03-05-18,819097,0.14
17501,03-05-18,819097,0.14
17502,03-05-18,819097,0.27
17503,03-05-18,819097,0.27
17504,03-05-18,819097,0.15
17505,03-05-18,819097,0.16
17506,03-05-18,819097,0.12
17507,03-05-18,819097,0.14
17777,31-08-18,819097,0.13
17778,31-08-18,819097,0.3
17796,29-08-18,819097,0.14
17797,29-08-18,819097,0.14
17798,29-08-18,819097,0.26
17799,29-08-18,819097,0.15
17800,29-08-18,819097,0.14
17801,29-08-18,819097,0.14
17803,29-08-18,819097,0.16
17811,23-08-18,819097,0.16
17817,16-08-18,819097,0.15
17824,30-07-18,819097,0.32
17825,30-07-18,819097,0.29
17828,28-06-18,819097,0.14
17829,28-06-18,819097,0.14
17830,27-06-18,819097,0.14
17831,27-06-18,819097,0.14
17832,27-06-18,819097,0.26
17833,27-06-18,819097,0.14
17834,27-06-18,819097,0.13
17835,27-06-18,819097,0.12
17836,27-06-18,819097,0.14
17837,26-06-18,819097,0.28
17838,26-06-18,819097,0.12
17839,26-06-18,819097,0.11
17840,26-06-18,819097,0.28
17841,26-06-18,819097,0.14
17842,26-06-18,819097,0.14
17843,26-06-18,819097,0.14
17844,26-06-18,819097,0.14
17845,21-06-18,819097,0.14
17846,21-06-18,819097,0.12
17858,30-09-18,819097,0.17
17918,05-04-18,819097,0.12
17919,06-04-18,819097,0.13
17920,06-04-18,819097,0.05
17921,10-04-18,819097,0.07
17922,10-04-18,819097,0.13
17923,10-04-18,819097,0.15
17924,11-04-18,819097,0.14
17925,11-04-18,819097,0.14
17926,11-04-18,819097,0.15
17927,12-04-18,819097,0.11
17928,17-04-18,819097,0.14
17929,17-04-18,819097,0.27
17930,17-04-18,819097,0.14
17931,18-04-18,819097,0.26
17932,18-04-18,819097,0.16
17933,18-04-18,819097,0.15
17934,20-04-18,819097,0.13
17935,20-04-18,819097,0.15
17936,20-04-18,819097,0.27
17937,21-04-18,819097,0.16
17938,21-04-18,819097,0.13
17939,25-04-18,819097,0.15
17940,25-04-18,819097,0.17
17941,26-04-18,819097,0.15
17942,26-04-18,819097,0.14
17943,26-04-18,819097,0.06
17944,26-04-18,819097,0.08
17945,26-04-18,819097,0.15
17946,26-04-18,819097,0.27
17947,26-04-18,819097,0.24
17948,26-04-18,819097,0.15
17949,26-04-18,819097,0.14
17950,26-04-18,819097,0.15
17951,27-04-18,819097,0.26
17952,27-04-18,819097,0.14
17953,27-04-18,819097,0.23
17954,27-04-18,819097,0.14
17955,27-04-18,819097,0.27
17956,28-04-18,819097,0.15
17957,28-04-18,819097,0.05
17958,28-04-18,819097,0.1
17959,28-04-18,819097,0.14
17960,28-04-18,819097,0.13
17961,28-04-18,819097,0.03
17962,28-04-18,819097,0.14
17963,28-04-18,819097,0.07
17964,28-04-18,819097,0.15
17965,28-04-18,819097,0.14
17966,30-04-18,819097,0.05
17967,30-04-18,819097,0.05
17968,30-04-18,819097,0.23
17969,30-04-18,819097,0.13
17970,30-04-18,819097,0.24
17971,30-04-18,819097,0.13
17973,28-10-18,819097,0.3
17974,26-10-18,819097,0.3
17975,20-10-18,819097,0.28
17976,25-10-18,819097,0.27
17977,30-10-18,819097,0.27
17978,22-10-18,819097,0.27
17979,15-10-18,819097,0.26
17980,30-10-18,819097,0.24
17981,30-10-18,819097,0.24
17982,11-10-18,819097,0.24
17999,30-10-18,819097,0.16
18006,09-10-18,819097,0.15
18007,31-10-18,819097,0.15
18008,30-10-18,819097,0.15
18009,30-10-18,819097,0.14
18010,30-10-18,819097,0.14
18011,30-10-18,819097,0.14
18015,20-10-18,819097,0.14
18016,17-10-18,819097,0.14
18017,30-10-18,819097,0.14
18018,31-10-18,819097,0.14
18019,30-10-18,819097,0.14
18020,31-10-18,819097,0.14
18021,17-10-18,819097,0.14
18022,31-10-18,819097,0.13
18024,30-10-18,819097,0.13
18025,09-10-18,819097,0.13
18026,15-10-18,819097,0.13
18027,30-10-18,819097,0.13
18028,30-10-18,819097,0.13
18030,15-10-18,819097,0.13
18031,30-10-18,819097,0.13
18032,30-10-18,819097,0.12
18033,30-10-18,819097,0.12
18034,30-10-18,819097,0.12
18035,30-10-18,819097,0.06
18036,22-11-18,819097,0.12
18037,22-11-18,819097,0.12
18038,22-11-18,819097,0.23
18039,31-12-18,819097,0.16
18040,08-12-18,819097,0.27
18041,21-09-18,819097,0.06
18042,28-07-18,819097,0.03
18043,29-06-18,819097,0.07
18050,18-09-18,819097,0.1
18051,29-10-18,819097,0.1
18054,29-06-18,819097,0.11
18058,29-10-18,819097,0.12
18059,29-10-18,819097,0.12
18061,27-10-18,819097,0.12
18062,30-10-18,819097,0.13
18063,27-10-18,819097,0.13
18064,27-10-18,819097,0.13
18065,27-10-18,819097,0.13
18066,27-10-18,819097,0.13
18068,27-10-18,819097,0.13
18069,27-10-18,819097,0.13
18070,29-06-18,819097,0.14
18071,21-09-18,819097,0.14
18072,24-10-18,819097,0.14
18073,27-10-18,819097,0.14
18074,29-10-18,819097,0.14
18076,10-05-18,819097,0.14
18077,29-06-18,819097,0.14
18078,29-06-18,819097,0.14
18079,10-10-18,819097,0.14
18080,29-06-18,819097,0.14
18081,18-09-18,819097,0.14
18082,27-10-18,819097,0.14
18083,21-09-18,819097,0.14
18084,21-09-18,819097,0.14
18085,10-10-18,819097,0.14
18088,29-06-18,819097,0.14
18089,29-06-18,819097,0.14
18090,30-10-18,819097,0.14
18097,22-05-18,819097,0.15
18099,20-12-18,819097,0.15
18104,30-12-18,819097,0.16
18110,10-05-18,819097,0.16
18114,27-10-18,819097,0.16
18127,29-06-18,819097,0.24
18128,28-07-18,819097,0.12
18129,10-05-18,819097,0.25
18132,10-10-18,819097,0.26
18133,22-05-18,819097,0.26
18134,29-06-18,819097,0.26
18135,29-06-18,819097,0.26
18136,28-07-18,819097,0.13
18137,17-08-18,819097,0.27
18138,28-07-18,819097,0.14
18139,28-07-18,819097,0.14
18143,28-07-18,819097,0.14
18144,29-10-18,819097,0.29
18147,27-09-18,819097,0.15
18148,10-10-18,819097,0.15
18151,27-09-18,819097,0.15
18163,27-10-18,819097,0.13
18164,27-10-18,819097,0.13
18165,27-10-18,819097,0.13
18171,23-08-18,819097,0.09
18234,22-09-18,819097,0.14
18235,22-09-18,819097,0.14
18236,22-09-18,819097,0.14
18244,17-10-18,819097,0.23
18259,15-06-18,819097,0.17
18261,29-09-18,818777,0.17
18262,29-09-18,818777,0.17
18263,16-09-18,818777,0.16
18264,14-09-18,818777,0.16
18265,17-08-18,818777,0.16
18266,17-08-18,818777,0.16
18267,12-08-18,818777,0.16
18268,15-07-18,818777,0.21
18269,12-07-18,818777,0.17
18270,12-07-18,818777,0.16
18271,12-07-18,818777,0.16
18272,06-07-18,818777,0.17
18273,06-07-18,818777,0.17
18274,20-06-18,818777,0.21
18275,15-06-18,818777,0.16
18276,15-06-18,818777,0.17
18277,31-05-18,818777,0.16
18278,25-05-18,818777,0.16
18279,18-05-18,818777,0.16
18280,17-05-18,818777,0.17
18281,17-05-18,818777,0.17
18282,14-05-18,818777,0.17
18283,12-05-18,818777,0.19
18284,12-05-18,818777,0.17
18285,12-05-18,818777,0.16
18286,10-05-18,818777,0.21
18287,30-09-18,818777,0.16
18288,28-09-18,818777,0.19
18289,28-09-18,818777,0.16
18290,28-09-18,818777,0.16
18291,28-09-18,818777,0.16
18292,28-09-18,818777,0.15
18293,27-09-18,818777,0.16
18294,27-09-18,818777,0.16
18295,27-09-18,818777,0.16
18296,27-09-18,818777,0.16
18297,27-09-18,818777,0.15
18298,26-09-18,818777,0.16
18299,26-09-18,818777,0.16
18300,26-09-18,818777,0.16
18301,26-09-18,818777,0.16
18302,26-09-18,818777,0.15
18303,26-09-18,818777,0.16
18304,26-09-18,818777,0.15
18305,26-09-18,818777,0.16
18306,23-09-18,818777,0.16
18307,23-09-18,818777,0.18
18308,23-09-18,818777,0.16
18309,22-09-18,818777,0.16
18310,22-09-18,818777,0.16
18311,19-09-18,818777,0.15
18312,18-09-18,818777,0.16
18313,18-09-18,818777,0.16
18314,18-09-18,818777,0.16
18315,18-09-18,818777,0.16
18316,18-09-18,818777,0.15
18317,18-09-18,818777,0.15
18318,14-09-18,818777,0.15
18319,14-09-18,818777,0.15
18320,13-09-18,818777,0.15
18321,13-09-18,818777,0.16
18322,08-09-18,818777,0.16
18323,08-09-18,818777,0.18
18324,08-09-18,818777,0.16
18325,07-09-18,818777,0.15
18326,05-09-18,818777,0.19
18327,05-09-18,818777,0.15
18328,03-09-18,818777,0.15
18329,31-08-18,818777,0.16
18330,31-08-18,818777,0.19
18331,31-08-18,818777,0.16
18332,29-08-18,818777,0.15
18333,28-08-18,818777,0.16
18334,24-08-18,818777,0.15
18335,23-08-18,818777,0.16
18336,23-08-18,818777,0.16
18337,21-08-18,818777,0.15
18338,21-08-18,818777,0.15
18339,20-08-18,818777,0.15
18340,20-08-18,818777,0.15
18341,20-08-18,818777,0.19
18342,19-08-18,818777,0.15
18343,19-08-18,818777,0.16
18344,18-08-18,818777,0.16
18345,18-08-18,818777,0.16
18346,17-08-18,818777,0.15
18347,17-08-18,818777,0.15
18348,16-08-18,818777,0.16
18349,16-08-18,818777,0.16
18350,16-08-18,818777,0.19
18351,16-08-18,818777,0.15
18352,15-08-18,818777,0.15
18353,14-08-18,818777,0.16
18354,14-08-18,818777,0.19
18355,14-08-18,818777,0.16
18356,08-08-18,818777,0.15
18357,08-08-18,818777,0.16
18358,08-08-18,818777,0.16
18359,06-08-18,818777,0.16
18360,04-08-18,818777,0.16
18361,03-08-18,818777,0.2
18362,31-07-18,818777,0.16
18363,31-07-18,818777,0.16
18364,31-07-18,818777,0.2
18365,31-07-18,818777,0.16
18366,30-07-18,818777,0.15
18367,29-07-18,818777,0.13
18368,28-07-18,818777,0.2
18369,28-07-18,818777,0.15
18370,27-07-18,818777,0.16
18371,27-07-18,818777,0.16
18372,26-07-18,818777,0.16
18373,26-07-18,818777,0.16
18374,26-07-18,818777,0.16
18375,26-07-18,818777,0.16
18376,25-07-18,818777,0.17
18377,25-07-18,818777,0.16
18378,25-07-18,818777,0.17
18379,24-07-18,818777,0.2
18380,24-07-18,818777,0.16
18381,24-07-18,818777,0.15
