BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Clearing,Pending_Amy,pending_cnt,Prediction,Low delay,Low Medium Delay,High Delay,1st
9600,BPR,2471163264.0,817218,TATA STEEL PROCESSING,South,BANG,RV,0.16,0,Z001,Cash,64369287,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.32,2,1,0.26,0.73,0.01,No Payment
1000,BPR,2471163165.0,817218,TATA STEEL PROCESSING,South,BANG,RV,0.16,0,Z001,Cash,64366655,11.07.2018,July,20180711,20180711,1221001,2019,20181107,0.14,1,2,0.3,0.26,0.45,No Payment
9600,BPR,2471169275.0,817218,TATA STEEL PROCESSING,South,BANG,RV,0.18,0,Z001,Cash,64713640,11.10.2018,Oct,20181011,20181011,1221001,2019,20181110,0.16,1,2,0.37,0.04,0.59,No Payment
1000,BPR,2471169276.0,817218,TATA STEEL PROCESSING,South,BANG,RV,0.16,0,Z001,Cash,64713824,11.10.2018,Oct,20181011,20181011,1221001,2019,20181110,0.16,1,2,0.4,0.03,0.57,No Payment
2000,BPR,2426105409.0,816644,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.15,-1,ZZ30,Credit,64356163,08.07.2018,July,20180708,20180713,1221001,2019,20181207,0.0,0,0,0.58,0.04,0.39,No Payment
9600,BPR,2146087972.0,816644,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.14,-1,ZZ30,Credit,64121278,08.05.2018,May,20180508,20180513,1221001,2019,20181205,1.02,7,2,0.26,0.05,0.69,No Payment
9600,BPR,2146088013.0,816644,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.14,-1,ZZ30,Credit,64122590,08.05.2018,May,20180508,20180513,1221001,2019,20181205,1.02,7,2,0.26,0.05,0.69,No Payment
1000,BPR,2431523794.0,816644,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.13,0,ZZ38,Credit,64018432,08.04.2018,April,20180408,20180412,1221001,2019,20181204,1.76,14,0,0.89,0.09,0.02,No Payment
1000,BPR,2431523868.0,816644,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.13,0,ZZ38,Credit,64019238,08.04.2018,April,20180408,20180412,1221001,2019,20181204,1.76,14,0,0.89,0.09,0.02,No Payment
1000,BPR,2431523482.0,816644,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.12,1,ZZ38,Credit,64015012,07.04.2018,April,20180407,20180411,1221001,2019,20181204,0.88,7,0,0.93,0.06,0.01,No Payment
1000,BPR,2431523464.0,816644,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.12,1,ZZ38,Credit,64014888,07.04.2018,April,20180407,20180411,1221001,2019,20181204,0.88,7,0,0.93,0.06,0.01,No Payment
1000,BPR,2431523588.0,816644,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.12,1,ZZ38,Credit,64016208,07.04.2018,April,20180407,20180411,1221001,2019,20181204,0.88,7,0,0.93,0.06,0.01,No Payment
1000,BPR,2431523511.0,816644,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.13,1,ZZ38,Credit,64015157,07.04.2018,April,20180407,20180411,1221001,2019,20181204,0.88,7,0,0.93,0.05,0.01,No Payment
1000,BPR,2431523475.0,816644,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.13,1,ZZ38,Credit,64014986,07.04.2018,April,20180407,20180411,1221001,2019,20181204,0.88,7,0,0.93,0.05,0.01,No Payment
1000,BPR,2431523592.0,816644,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.13,1,ZZ38,Credit,64016385,07.04.2018,April,20180407,20180411,1221001,2019,20181204,0.88,7,0,0.93,0.05,0.01,No Payment
1000,BPR,2431523620.0,816644,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.13,1,ZZ38,Credit,64016931,07.04.2018,April,20180407,20180411,1221001,2019,20181204,0.88,7,0,0.93,0.05,0.01,No Payment
1000,BPR,2412068081.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.14,0,ZZ41,Credit,64101451,01.05.2018,May,20180501,20180511,1221001,2019,20181105,2.07,14,0,0.51,0.03,0.46,No Payment
1000,BPR,2412068083.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.14,0,ZZ41,Credit,64101453,01.05.2018,May,20180501,20180511,1221001,2019,20181105,2.07,14,0,0.51,0.03,0.46,No Payment
1000,BPR,2412068085.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.14,0,ZZ41,Credit,64101455,01.05.2018,May,20180501,20180511,1221001,2019,20181105,2.07,14,0,0.51,0.03,0.46,No Payment
2000,BPR,2412080486.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.14,1,ZZ19,Credit,64209575,31.05.2018,May,20180531,20180610,1221001,2019,20181106,2.98,19,2,0.01,0.03,0.96,No Payment
2000,BPR,2412080761.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.08,1,ZZ19,Credit,64220203,01.06.2018,June,20180601,20180611,1221001,2019,20181206,3.73,23,0,0.79,0.07,0.14,No Payment
2000,BPR,2412080786.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,1,ZZ19,Credit,64220249,01.06.2018,June,20180601,20180611,1221001,2019,20181206,3.73,23,0,0.85,0.0,0.14,No Payment
2000,BPR,2412080787.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,1,ZZ19,Credit,64220250,01.06.2018,June,20180601,20180611,1221001,2019,20181206,3.73,23,0,0.85,0.0,0.14,No Payment
2000,BPR,2412080788.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,1,ZZ19,Credit,64220251,01.06.2018,June,20180601,20180611,1221001,2019,20181206,3.73,23,0,0.85,0.0,0.14,No Payment
2000,BPR,2412080789.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,1,ZZ19,Credit,64220252,01.06.2018,June,20180601,20180611,1221001,2019,20181206,3.73,23,0,0.85,0.0,0.14,No Payment
2000,BPR,2412080790.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,1,ZZ19,Credit,64220253,01.06.2018,June,20180601,20180611,1221001,2019,20181206,3.73,23,0,0.85,0.0,0.14,No Payment
2000,BPR,2412080791.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,1,ZZ19,Credit,64220254,01.06.2018,June,20180601,20180611,1221001,2019,20181206,3.73,23,0,0.85,0.0,0.14,No Payment
2000,BPR,2426107683.0,101297,AMIT IRON PVT. LTD,East,CALS,RV,0.14,5,ZZ16,Credit,64560530,02.09.2018,Sep,20180902,20180906,1221001,2019,20181109,0.68,5,0,0.79,0.12,0.09,No Payment
2000,BPR,2426107672.0,101297,AMIT IRON PVT. LTD,East,CALS,RV,0.14,5,ZZ16,Credit,64560096,02.09.2018,Sep,20180902,20180906,1221001,2019,20181109,0.68,5,0,0.79,0.12,0.09,No Payment
2000,BPR,2431584535.0,101297,AMIT IRON PVT. LTD,East,CALS,RV,0.15,5,ZZ16,Credit,64684480,02.10.2018,Oct,20181002,20181006,1221001,2019,20181110,0.14,1,0,0.91,0.03,0.06,No Payment
2000,BPR,2426103707.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.17,2,ZZ19,Credit,64199596,30.05.2018,May,20180530,20180609,1221001,2019,20181106,2.43,16,2,0.01,0.03,0.96,No Payment
2000,BPR,2426105131.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,0,ZZ19,Credit,64332431,02.07.2018,July,20180702,20180712,1221001,2019,20181207,1.94,23,0,0.43,0.27,0.3,No Payment
2000,BPR,2426109249.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,-1,ZZ19,Credit,64689145,03.10.2018,Oct,20181003,20181013,1221001,2019,20181210,0.0,0,0,0.58,0.33,0.08,No Payment
1000,BPR,2426906925.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.16,0,ZZ41,Credit,64560192,02.09.2018,Sep,20180902,20180912,1221001,2019,20181209,3.4,28,0,0.76,0.1,0.14,No Payment
2000,BPR,2431520664.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,-3,ZZ19,Credit,64004861,04.04.2018,April,20180404,20180414,1221001,2019,20181104,0.0,0,0,0.61,0.13,0.26,No Payment
2000,BPR,2431523050.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,-4,ZZ19,Credit,64007511,05.04.2018,April,20180405,20180415,1221001,2019,20181104,0.15,1,0,0.77,0.18,0.06,No Payment
2000,BPR,2431530779.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,-2,ZZ19,Credit,64105042,03.05.2018,May,20180503,20180513,1221001,2019,20181105,1.77,12,0,0.56,0.02,0.43,No Payment
2000,BPR,2431536480.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.17,2,ZZ19,Credit,64198113,30.05.2018,May,20180530,20180609,1221001,2019,20181106,2.43,16,2,0.01,0.03,0.96,No Payment
2000,BPR,2431536722.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,1,ZZ19,Credit,64204459,31.05.2018,May,20180531,20180610,1221001,2019,20181106,2.98,19,2,0.01,0.03,0.96,No Payment
2000,BPR,2431538668.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,1,ZZ19,Credit,64218282,31.05.2018,May,20180531,20180610,1221001,2019,20181106,2.98,19,2,0.01,0.03,0.96,No Payment
2000,BPR,2431567092.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.17,0,ZZ19,Credit,64558740,01.09.2018,Sep,20180901,20180911,1221001,2019,20181109,3.23,27,0,0.73,0.04,0.24,No Payment
2000,BPR,2431585649.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.17,-2,ZZ19,Credit,64690184,04.10.2018,Oct,20181004,20181014,1221001,2019,20181210,0.15,1,0,0.69,0.31,0.01,No Payment
2000,BPR,2431585652.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.16,-2,ZZ19,Credit,64690204,04.10.2018,Oct,20181004,20181014,1221001,2019,20181210,0.15,1,0,0.69,0.3,0.01,No Payment
2000,BPR,2431585769.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.18,-2,ZZ19,Credit,64692693,04.10.2018,Oct,20181004,20181014,1221001,2019,20181210,0.15,1,0,0.65,0.35,0.01,No Payment
2000,BPR,2431585772.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.15,-2,ZZ19,Credit,64692735,04.10.2018,Oct,20181004,20181014,1221001,2019,20181210,0.15,1,0,0.7,0.3,0.01,No Payment
9600,BPR,2146114518.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.16,6,ZZ36,Credit,64683299,01.10.2018,Oct,20181001,20181006,1221001,2019,20181210,0.0,0,0,0.94,0.05,0.01,No Payment
9600,BPR,2146096664.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.16,6,ZZ41,Credit,64298295,25.06.2018,June,20180625,20180705,1221001,2019,20181107,3.75,27,2,0.07,0.04,0.89,No Payment
9600,BPR,2452140991.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.13,-1,ZZ36,Credit,64118742,07.05.2018,May,20180507,20180512,1221001,2019,20181105,3.16,21,2,0.24,0.22,0.54,No Payment
9600,BPR,2452140993.0,814077,TATA STEEL PROCESSING,North,GBAD,RV,0.12,-1,ZZ36,Credit,64118756,07.05.2018,May,20180507,20180512,1221001,2019,20181105,3.16,21,2,0.23,0.24,0.53,No Payment
9600,BPR,2146097673.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.17,6,ZZ30,Credit,64323047,30.06.2018,June,20180630,20180705,1221001,2019,20181107,2.0,13,2,0.15,0.11,0.74,No Payment
9600,BPR,2146109039.0,830260,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.18,6,ZZ30,Credit,64558606,01.09.2018,Sep,20180901,20180906,1221001,2019,20181209,2.15,15,0,0.56,0.26,0.18,No Payment
2000,BPR,2418202469.0,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.02,6,ZZ30,Credit,64553470,31.08.2018,August,20180831,20180905,1221001,2019,20181109,0.95,6,0,0.81,0.09,0.09,No Payment
2000,BPR,2418202467.0,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.02,6,ZZ30,Credit,64553296,31.08.2018,August,20180831,20180905,1221001,2019,20181109,0.95,6,0,0.81,0.09,0.09,No Payment
2000,BPR,2424226932.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.18,-4,ZZ16,Credit,64028645,12.04.2018,April,20180412,20180416,1221001,2019,20181204,0.0,0,0,0.65,0.33,0.02,No Payment
4000,BPR,2431532090.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,-5,Z002,Credit,64124960,09.05.2018,May,20180509,20180516,1221001,2019,20181105,1.07,8,0,0.43,0.17,0.41,No Payment
2000,BPR,2426104179.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.23,-3,ZZ16,Credit,64247535,10.06.2018,June,20180610,20180614,1221001,2019,20181106,1.68,12,0,0.64,0.18,0.18,No Payment
2000,BPR,2426109643.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.22,-3,ZZ16,Credit,64715603,11.10.2018,Oct,20181011,20181015,1221001,2019,20181210,0.0,0,0,0.95,0.03,0.02,No Payment
4000,BPR,2431532183.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.11,-6,Z002,Credit,64127308,10.05.2018,May,20180510,20180517,1221001,2019,20181105,1.7,12,2,0.19,0.07,0.74,No Payment
2000,BPR,2426102186.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.2,-3,ZZ16,Credit,64026633,11.04.2018,April,20180411,20180415,1221001,2019,20181204,0.0,0,0,0.62,0.34,0.04,No Payment
2000,BPR,2424226908.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,-4,ZZ16,Credit,64025713,11.04.2018,April,20180411,20180415,1221001,2019,20181104,0.0,0,0,0.75,0.24,0.01,No Payment
2000,BPR,2424229771.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.12,-4,ZZ16,Credit,64592235,11.09.2018,Sep,20180911,20180915,1221001,2019,20181109,0.65,6,1,0.16,0.83,0.01,No Payment
2000,BPR,2426105462.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.23,-2,ZZ16,Credit,64360458,09.07.2018,July,20180709,20180713,1221001,2019,20181107,0.0,0,0,0.55,0.1,0.35,No Payment
2000,BPR,2426102943.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.2,-2,ZZ16,Credit,64124264,09.05.2018,May,20180509,20180513,1221001,2019,20181105,1.07,8,2,0.33,0.07,0.6,No Payment
2000,BPR,2424229756.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.17,-2,ZZ16,Credit,64589733,10.09.2018,Sep,20180910,20180914,1221001,2019,20181209,2.84,19,1,0.39,0.49,0.12,No Payment
2000,BPR,2424229759.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,-2,ZZ16,Credit,64589792,10.09.2018,Sep,20180910,20180914,1221001,2019,20181209,2.84,19,1,0.38,0.49,0.12,No Payment
2000,BPR,2424229772.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.07,-4,ZZ16,Credit,64592237,11.09.2018,Sep,20180911,20180915,1221001,2019,20181109,0.65,6,1,0.4,0.59,0.01,No Payment
2000,BPR,2424228112.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.2,-1,ZZ16,Credit,64242630,08.06.2018,June,20180608,20180612,1221001,2019,20181106,0.0,0,2,0.23,0.35,0.42,No Payment
2000,BPR,2424229760.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.09,-2,ZZ16,Credit,64589812,10.09.2018,Sep,20180910,20180914,1221001,2019,20181209,2.84,19,1,0.3,0.56,0.14,No Payment
2000,BPR,2426104117.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.17,-1,ZZ16,Credit,64241112,08.06.2018,June,20180608,20180612,1221001,2019,20181106,0.0,0,2,0.26,0.34,0.4,No Payment
2000,BPR,2424228099.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,-1,ZZ16,Credit,64240128,08.06.2018,June,20180608,20180612,1221001,2019,20181106,0.0,0,2,0.18,0.37,0.45,No Payment
2000,BPR,2424227448.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.11,-1,ZZ16,Credit,64121381,08.05.2018,May,20180508,20180512,1221001,2019,20181105,0.0,0,1,0.04,0.73,0.23,No Payment
2000,BPR,2424229773.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.02,-4,ZZ16,Credit,64592239,11.09.2018,Sep,20180911,20180915,1221001,2019,20181109,0.65,6,1,0.4,0.59,0.01,No Payment
2000,BPR,2424228114.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.08,-1,ZZ16,Credit,64243078,08.06.2018,June,20180608,20180612,1221001,2019,20181106,0.0,0,2,0.17,0.38,0.44,No Payment
2000,BPR,2424229743.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.07,-1,ZZ16,Credit,64583288,08.09.2018,Sep,20180908,20180912,1221001,2019,20181109,2.0,13,0,0.52,0.33,0.15,No Payment
2000,BPR,2424229758.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.02,-2,ZZ16,Credit,64589739,10.09.2018,Sep,20180910,20180914,1221001,2019,20181209,2.84,19,0,0.43,0.43,0.14,No Payment
2000,BPR,2426104118.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.04,-1,ZZ16,Credit,64241113,08.06.2018,June,20180608,20180612,1221001,2019,20181106,0.0,0,2,0.18,0.37,0.45,No Payment
2000,BPR,2424227449.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.04,-1,ZZ16,Credit,64121382,08.05.2018,May,20180508,20180512,1221001,2019,20181105,0.0,0,1,0.04,0.74,0.22,No Payment
2000,BPR,2424229757.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.02,-2,ZZ16,Credit,64589734,10.09.2018,Sep,20180910,20180914,1221001,2019,20181209,2.84,19,0,0.43,0.43,0.14,No Payment
4000,BPR,2495134375.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64367705,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.0,0,0,1.0,0.0,0.0,No Payment
4000,BPR,2495132728.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64134982,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,1,0.08,0.92,0.0,No Payment
2000,BPR,2424229742.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.19,0,ZZ16,Credit,64583287,08.09.2018,Sep,20180908,20180912,1221001,2019,20181209,2.0,13,0,0.51,0.37,0.12,No Payment
4000,BPR,2431563176.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64477695,11.08.2018,August,20180811,20180811,1221001,2019,20181108,0.24,1,1,0.01,0.94,0.05,No Payment
4000,BPR,2431563129.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.13,0,Z001,Cash,64477053,11.08.2018,August,20180811,20180811,1221001,2019,20181108,0.24,1,1,0.01,0.99,0.01,No Payment
4000,BPR,2431552533.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.11,0,Z001,Cash,64370230,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.0,0,0,0.76,0.24,0.0,No Payment
4000,BPR,2431552417.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64368342,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.0,0,0,1.0,0.0,0.0,No Payment
4000,BPR,2431552416.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64368340,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.0,0,0,1.0,0.0,0.0,No Payment
4000,BPR,2431552372.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.13,0,Z001,Cash,64367933,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.0,0,0,0.9,0.1,0.0,No Payment
4000,BPR,2431552346.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.15,0,Z001,Cash,64367766,11.07.2018,July,20180711,20180711,1221001,2019,20181107,0.0,0,0,1.0,0.0,0.0,No Payment
4000,BPR,2431552342.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64367718,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.0,0,0,1.0,0.0,0.0,No Payment
4000,BPR,2431552108.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.13,0,Z001,Cash,64364465,11.07.2018,July,20180711,20180711,1221001,2019,20181107,0.0,0,0,0.9,0.1,0.0,No Payment
4000,BPR,2431552052.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.13,0,Z001,Cash,64364036,11.07.2018,July,20180711,20180711,1221001,2019,20181107,0.0,0,0,0.9,0.1,0.0,No Payment
4000,BPR,2431540925.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64250854,11.06.2018,June,20180611,20180611,1221001,2019,20181106,0.0,0,1,0.08,0.92,0.0,No Payment
4000,BPR,2431540913.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.15,0,Z001,Cash,64250814,11.06.2018,June,20180611,20180611,1221001,2019,20181106,0.0,0,1,0.17,0.83,0.0,No Payment
4000,BPR,2431540911.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.15,0,Z001,Cash,64250783,11.06.2018,June,20180611,20180611,1221001,2019,20181106,0.0,0,1,0.17,0.83,0.0,No Payment
4000,BPR,2431540791.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64248443,11.06.2018,June,20180611,20180611,1221001,2019,20181106,0.0,0,1,0.08,0.92,0.0,No Payment
4000,BPR,2431540756.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64248343,11.06.2018,June,20180611,20180611,1221001,2019,20181106,0.0,0,1,0.08,0.92,0.0,No Payment
4000,BPR,2431532620.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.13,0,Z001,Cash,64135432,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,0,0.64,0.36,0.0,No Payment
4000,BPR,2431532619.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64135403,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,1,0.08,0.92,0.0,No Payment
4000,BPR,2431532616.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64135378,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,1,0.2,0.8,0.0,No Payment
4000,BPR,2431532606.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.17,0,Z001,Cash,64134910,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,1,0.2,0.79,0.0,No Payment
4000,BPR,2431532596.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64134752,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,1,0.2,0.8,0.0,No Payment
4000,BPR,2431532496.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64132848,11.05.2018,May,20180511,20180511,1221001,2019,20181105,0.0,0,1,0.2,0.8,0.0,No Payment
4000,BPR,2431532495.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64132822,11.05.2018,May,20180511,20180511,1221001,2019,20181105,0.0,0,1,0.08,0.92,0.0,No Payment
4000,BPR,2431532468.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64132169,11.05.2018,May,20180511,20180511,1221001,2019,20181105,0.0,0,1,0.08,0.92,0.0,No Payment
4000,BPR,2431532355.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64130575,11.05.2018,May,20180511,20180511,1221001,2019,20181105,0.0,0,1,0.08,0.92,0.0,No Payment
4000,BPR,2431532352.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64130572,11.05.2018,May,20180511,20180511,1221001,2019,20181105,0.0,0,1,0.2,0.8,0.0,No Payment
4000,BPR,2431532350.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64130569,11.05.2018,May,20180511,20180511,1221001,2019,20181105,0.0,0,1,0.2,0.8,0.0,No Payment
4000,BPR,2431532316.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64130211,11.05.2018,May,20180511,20180511,1221001,2019,20181105,0.0,0,1,0.08,0.92,0.0,No Payment
4000,BPR,2431532315.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64130209,11.05.2018,May,20180511,20180511,1221001,2019,20181105,0.0,0,1,0.08,0.92,0.0,No Payment
2000,BPR,2426108160.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.17,0,Z001,Cash,64592243,11.09.2018,Sep,20180911,20180911,1221001,2019,20181109,0.65,6,1,0.17,0.81,0.03,No Payment
4000,BPR,2418109721.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.13,0,Z001,Cash,64477438,11.08.2018,August,20180811,20180811,1221001,2019,20181108,0.24,1,1,0.01,0.99,0.01,No Payment
4000,BPR,2418109096.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.17,0,Z001,Cash,64368952,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.0,0,0,1.0,0.0,0.0,No Payment
4000,BPR,2418109084.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.13,0,Z001,Cash,64365683,11.07.2018,July,20180711,20180711,1221001,2019,20181107,0.0,0,0,0.9,0.1,0.0,No Payment
4000,BPR,2418109081.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64364970,11.07.2018,July,20180711,20180711,1221001,2019,20181107,0.0,0,0,1.0,0.0,0.0,No Payment
4000,BPR,2418107278.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.13,0,Z001,Cash,64136663,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,0,0.64,0.36,0.0,No Payment
4000,BPR,2418107277.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.14,0,Z001,Cash,64136650,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,1,0.08,0.92,0.0,No Payment
4000,BPR,2418107276.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64136259,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,1,0.2,0.8,0.0,No Payment
4000,BPR,2418107275.0,813502,PASA RESOURCES PVT. LTD.,East,JAMS,RV,0.16,0,Z001,Cash,64136229,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,1,0.2,0.8,0.0,No Payment
