BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Clearing,Pending_Amy,pending_cnt,Prediction,Low delay,Low Medium Delay,High Delay,1st
1000,BPR,2452145761.0,928860,TATA STEEL PROCESSING,North,GBAD,RV,0.14,0,Z001,Cash,64713538,11.10.2018,Oct,20181011,20181011,1221001,2019,20181110,0.14,1,2,0.43,0.06,0.51,No Payment
9600,BPR,2452145731.0,928860,TATA STEEL PROCESSING,North,GBAD,RV,0.13,1,Z001,Cash,64710211,10.10.2018,Oct,20181010,20181010,1221001,2019,20181110,0.14,1,0,0.94,0.05,0.01,No Payment
9600,BPR,4130033185.0,927881,SAMRAT IRONS PVT LTD,South,SBAD,RV,0.17,0,Z001,Cash,64369315,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.0,0,0,0.96,0.03,0.01,No Payment
9600,BPR,4130032483.0,927881,SAMRAT IRONS PVT LTD,South,SBAD,RV,0.16,0,Z001,Cash,64253487,12.06.2018,June,20180612,20180612,1221001,2019,20181206,0.0,0,0,0.8,0.2,0.0,No Payment
9600,BPR,4130032482.0,927881,SAMRAT IRONS PVT LTD,South,SBAD,RV,0.13,0,Z001,Cash,64253477,12.06.2018,June,20180612,20180612,1221001,2019,20181206,0.0,0,0,0.68,0.3,0.03,No Payment
9600,BPR,4130035630.0,927881,SAMRAT IRONS PVT LTD,South,SBAD,RV,0.17,0,Z001,Cash,64714116,11.10.2018,Oct,20181011,20181011,1221001,2019,20181110,0.0,0,0,0.75,0.24,0.01,No Payment
9600,BPR,4130035648.0,927881,SAMRAT IRONS PVT LTD,South,SBAD,RV,0.17,0,Z001,Cash,64717934,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,0.0,0,0,0.75,0.24,0.01,No Payment
9600,BPR,4130035635.0,927881,SAMRAT IRONS PVT LTD,South,SBAD,RV,0.17,0,Z001,Cash,64714746,11.10.2018,Oct,20181011,20181011,1221001,2019,20181110,0.0,0,0,0.75,0.24,0.01,No Payment
9600,BPR,4130035634.0,927881,SAMRAT IRONS PVT LTD,South,SBAD,RV,0.16,0,Z001,Cash,64714729,11.10.2018,Oct,20181011,20181011,1221001,2019,20181110,0.0,0,0,0.66,0.33,0.01,No Payment
1000,BPR,4130035663.0,927881,SAMRAT IRONS PVT LTD,South,SBAD,RV,0.14,0,Z001,Cash,64719582,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,0.0,0,0,0.61,0.39,0.0,No Payment
9600,BPR,4130035640.0,927881,SAMRAT IRONS PVT LTD,South,SBAD,RV,0.16,1,Z001,Cash,64714924,11.10.2018,Oct,20181011,20181011,1221001,2019,20181210,0.0,0,0,0.66,0.33,0.01,No Payment
9600,BPR,4130036154.0,927881,SAMRAT IRONS PVT LTD,South,SBAD,RV,0.16,13,Z001,Cash,64793697,31.10.2018,Oct,20181031,20181031,1221001,2019,20181113,0.0,0,0,0.98,0.02,0.0,No Payment
9600,BPR,2146087341.0,927116,G.WILLIAMS FABRICATIONS LTD,North,FBAD,RV,0.12,-3,ZZ41,Credit,64112756,05.05.2018,May,20180505,20180515,1221001,2019,20181205,0.45,3,1,0.47,0.5,0.03,No Payment
9600,BPR,2146080234.0,927116,G.WILLIAMS FABRICATIONS LTD,North,FBAD,RV,0.13,-1,ZZ41,Credit,64001305,02.04.2018,April,20180402,20180412,1221001,2019,20181104,0.0,0,0,0.51,0.23,0.26,No Payment
2000,BPR,2426109187.0,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.27,5,ZZ16,Credit,64686320,02.10.2018,Oct,20181002,20181006,1221001,2019,20181110,0.0,0,0,0.81,0.17,0.02,No Payment
2000,BPR,2278023346.0,927105,TIRUPATI BALAJI ENTERPRISES,North,FBAD,RV,0.21,0,Z001,Cash,64135463,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,0,0.73,0.27,0.0,No Payment
4000,BPR,2483305269.0,926480,B.ODHAVJI AND COMPANY,West,BOMB,RV,0.16,0,Z001,Cash,64598258,12.09.2018,Sep,20180912,20180912,1221001,2019,20181209,0.0,0,0,0.9,0.01,0.09,No Payment
2000,BPR,2412081007.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.16,0,ZZ19,Credit,64221648,01.06.2018,June,20180601,20180611,1221001,2019,20181106,1.01,7,0,0.55,0.34,0.11,No Payment
2000,BPR,2412081006.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.15,0,ZZ19,Credit,64221647,01.06.2018,June,20180601,20180611,1221001,2019,20181106,1.01,7,0,0.51,0.39,0.11,No Payment
1000,BPR,2351197675.0,926346,GRG STEELS PVT. LTD.,North,GBAD,RV,0.16,0,Z001,Cash,64718046,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,2.87,20,0,0.91,0.01,0.09,No Payment
1000,BPR,2351197676.0,926346,GRG STEELS PVT. LTD.,North,GBAD,RV,0.12,0,Z001,Cash,64718047,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,2.87,20,0,0.96,0.01,0.03,No Payment
9600,BPR,2146086255.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.15,-1,ZZ42,Credit,64092795,30.04.2018,April,20180430,20180512,1221001,2019,20181105,0.64,4,2,0.32,0.19,0.49,No Payment
1000,BPR,2431514554.0,925879,HST STEELS PRIVATE LIMITED,North,KANP,RV,0.1,-1,ZZ42,Credit,64000589,01.04.2018,April,20180401,20180413,1221001,2019,20181204,0.0,0,2,0.31,0.24,0.45,No Payment
9600,BPR,4130033944.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64478178,11.08.2018,August,20180811,20180811,1221001,2019,20181108,0.36,2,1,0.45,0.55,0.0,No Payment
1000,BPR,4130031812.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64136508,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.99,6,0,0.36,0.32,0.31,No Payment
1000,BPR,4130031798.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64134693,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.99,6,0,0.36,0.32,0.31,No Payment
1000,BPR,4130031787.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.15,0,Z001,Cash,64132643,11.05.2018,May,20180511,20180511,1221001,2019,20181105,0.82,5,0,0.4,0.3,0.3,No Payment
9600,BPR,4130031780.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64132003,11.05.2018,May,20180511,20180511,1221001,2019,20181105,0.82,5,0,0.36,0.31,0.33,No Payment
9600,BPR,2147064034.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.16,0,ZZ42,Credit,64096873,29.04.2018,April,20180429,20180511,1221001,2019,20181105,0.88,6,0,0.46,0.21,0.33,No Payment
1000,BPR,1138395440.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.14,0,Z001,Cash,64030209,12.04.2018,April,20180412,20180412,1221001,2019,20181204,1.31,9,1,0.03,0.95,0.02,No Payment
9600,BPR,4130031157.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.12,0,Z001,Cash,64027739,11.04.2018,April,20180411,20180411,1221001,2019,20181104,1.41,10,1,0.0,0.96,0.04,No Payment
9600,BPR,4130031159.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.15,0,Z001,Cash,64027780,11.04.2018,April,20180411,20180411,1221001,2019,20181104,1.41,10,1,0.01,0.95,0.05,No Payment
9600,BPR,4130031170.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64029830,12.04.2018,April,20180412,20180412,1221001,2019,20181204,1.31,9,1,0.08,0.86,0.06,No Payment
9600,BPR,4130031171.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64029880,12.04.2018,April,20180412,20180412,1221001,2019,20181204,1.31,9,1,0.08,0.86,0.06,No Payment
9600,BPR,4130031172.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.0,0,Z001,Cash,64029902,12.04.2018,April,20180412,20180412,1221001,2019,20181204,1.31,9,1,0.03,0.86,0.11,No Payment
9600,BPR,4130031173.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64029912,12.04.2018,April,20180412,20180412,1221001,2019,20181204,1.31,9,1,0.13,0.79,0.08,No Payment
9600,BPR,4130035647.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64717877,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,0.45,3,1,0.18,0.77,0.05,No Payment
9600,BPR,4130034882.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.13,1,Z001,Cash,64594231,11.09.2018,Sep,20180911,20180911,1221001,2019,20181209,0.0,0,0,0.55,0.15,0.3,No Payment
1000,BPR,4130034883.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.14,1,Z001,Cash,64594257,11.09.2018,Sep,20180911,20180911,1221001,2019,20181209,0.0,0,0,0.65,0.1,0.25,No Payment
1000,BPR,4130034887.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.14,1,Z001,Cash,64594386,11.09.2018,Sep,20180911,20180911,1221001,2019,20181209,0.0,0,0,0.65,0.1,0.25,No Payment
9600,BPR,2147065289.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.17,1,ZZ30,Credit,64126217,05.05.2018,May,20180505,20180510,1221001,2019,20181105,0.96,6,2,0.08,0.03,0.89,No Payment
9600,BPR,4130032452.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.13,2,Z001,Cash,64244332,09.06.2018,June,20180609,20180609,1221001,2019,20181106,0.0,0,2,0.0,0.02,0.98,No Payment
9600,BPR,4130032451.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.16,2,Z001,Cash,64244315,09.06.2018,June,20180609,20180609,1221001,2019,20181106,0.0,0,2,0.0,0.02,0.98,No Payment
4000,BPR,1261023178.0,925366,NSSPL INDUSTRIES PRIVATE LIMIT,East,CALS,RV,0.05,0,Z001,Cash,64598139,12.09.2018,Sep,20180912,20180912,1221001,2019,20181209,0.0,0,0,1.0,0.0,0.0,No Payment
9600,BPR,2432353353.0,925115,COLLATE STEEL PVT LTD,East,CALS,RV,0.07,0,Z001,Cash,64370106,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.0,0,0,0.93,0.07,0.0,No Payment
9600,BPR,2432350198.0,925115,COLLATE STEEL PVT LTD,East,CALS,RV,0.07,0,Z001,Cash,64136610,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,0,0.56,0.44,0.0,No Payment
9600,BPR,2432350197.0,925115,COLLATE STEEL PVT LTD,East,CALS,RV,0.1,0,Z001,Cash,64136609,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,0,0.57,0.43,0.0,No Payment
1000,BPR,2432357898.0,925115,COLLATE STEEL PVT LTD,East,CALS,RV,0.12,0,Z001,Cash,64718956,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,0.0,0,0,0.92,0.0,0.08,No Payment
1000,BPR,2432357866.0,925115,COLLATE STEEL PVT LTD,East,CALS,RV,0.11,0,Z001,Cash,64717023,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,0.0,0,0,0.94,0.0,0.06,No Payment
9600,BPR,2432356545.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.15,0,Z001,Cash,64599184,12.09.2018,Sep,20180912,20180912,1221001,2019,20181209,0.0,0,0,1.0,0.0,0.0,No Payment
1000,BPR,2432356540.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.14,0,Z001,Cash,64599158,12.09.2018,Sep,20180912,20180912,1221001,2019,20181209,0.0,0,0,1.0,0.0,0.0,No Payment
9600,BPR,2432356538.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.16,0,Z001,Cash,64599137,12.09.2018,Sep,20180912,20180912,1221001,2019,20181209,0.0,0,0,1.0,0.0,0.0,No Payment
9600,BPR,2432356537.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.16,0,Z001,Cash,64599132,12.09.2018,Sep,20180912,20180912,1221001,2019,20181209,0.0,0,0,1.0,0.0,0.0,No Payment
9600,BPR,2432356516.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.14,0,Z001,Cash,64598713,12.09.2018,Sep,20180912,20180912,1221001,2019,20181209,0.0,0,0,1.0,0.0,0.0,No Payment
9600,BPR,2432356515.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.15,0,Z001,Cash,64598711,12.09.2018,Sep,20180912,20180912,1221001,2019,20181209,0.0,0,0,1.0,0.0,0.0,No Payment
1000,BPR,2432356514.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.11,0,Z001,Cash,64598704,12.09.2018,Sep,20180912,20180912,1221001,2019,20181209,0.0,0,0,1.0,0.0,0.0,No Payment
9600,BPR,2432356513.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.11,0,Z001,Cash,64598699,12.09.2018,Sep,20180912,20180912,1221001,2019,20181209,0.0,0,0,1.0,0.0,0.0,No Payment
9600,BPR,2432356482.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.16,0,Z001,Cash,64595149,11.09.2018,Sep,20180911,20180911,1221001,2019,20181109,0.0,0,0,1.0,0.0,0.0,No Payment
9600,BPR,2432356475.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.13,0,Z001,Cash,64594974,11.09.2018,Sep,20180911,20180911,1221001,2019,20181109,0.0,0,0,1.0,0.0,0.0,No Payment
1000,BPR,2432354907.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.08,0,Z001,Cash,64479542,11.08.2018,August,20180811,20180811,1221001,2019,20181108,0.0,0,0,0.95,0.04,0.0,No Payment
1000,BPR,2432353368.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.12,0,Z001,Cash,64370498,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.12,1,0,0.99,0.0,0.01,No Payment
1000,BPR,2432353356.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.14,0,Z001,Cash,64370229,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.12,1,0,0.94,0.01,0.05,No Payment
9600,BPR,2432353339.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.13,0,Z001,Cash,64368729,12.07.2018,July,20180712,20180712,1221001,2019,20181207,0.12,1,0,0.98,0.0,0.02,No Payment
1000,BPR,2432353315.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.1,0,Z001,Cash,64366544,11.07.2018,July,20180711,20180711,1221001,2019,20181107,0.12,1,0,0.97,0.0,0.02,No Payment
9600,BPR,2432353310.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.12,0,Z001,Cash,64366398,11.07.2018,July,20180711,20180711,1221001,2019,20181107,0.12,1,0,0.98,0.0,0.02,No Payment
9600,BPR,2432351866.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.11,0,Z001,Cash,64254196,12.06.2018,June,20180612,20180612,1221001,2019,20181206,0.0,0,0,0.83,0.17,0.0,No Payment
1000,BPR,2432351854.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.13,0,Z001,Cash,64253996,12.06.2018,June,20180612,20180612,1221001,2019,20181206,0.0,0,0,0.83,0.17,0.0,No Payment
1000,BPR,2432351853.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.13,0,Z001,Cash,64253993,12.06.2018,June,20180612,20180612,1221001,2019,20181206,0.0,0,0,0.83,0.17,0.0,No Payment
1000,BPR,2432350220.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.15,0,Z001,Cash,64136801,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,0,0.74,0.26,0.0,No Payment
1000,BPR,2432350218.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.14,0,Z001,Cash,64136794,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,0,0.55,0.45,0.0,No Payment
1000,BPR,2432350110.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.14,0,Z001,Cash,64133626,11.05.2018,May,20180511,20180511,1221001,2019,20181105,0.0,0,0,0.55,0.45,0.0,No Payment
9600,BPR,2432350109.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.14,0,Z001,Cash,64133624,11.05.2018,May,20180511,20180511,1221001,2019,20181105,0.0,0,1,0.46,0.54,0.0,No Payment
1000,BPR,2432348674.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.11,0,Z001,Cash,64027610,11.04.2018,April,20180411,20180411,1221001,2019,20181104,0.0,0,0,1.0,0.0,0.0,No Payment
1000,BPR,2432348675.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.09,0,Z001,Cash,64027615,11.04.2018,April,20180411,20180411,1221001,2019,20181104,0.0,0,0,1.0,0.0,0.0,No Payment
9600,BPR,2432348719.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.14,0,Z001,Cash,64030632,12.04.2018,April,20180412,20180412,1221001,2019,20181204,0.0,0,0,0.8,0.2,0.0,No Payment
1000,BPR,2432348722.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.11,0,Z001,Cash,64030749,12.04.2018,April,20180412,20180412,1221001,2019,20181204,0.0,0,0,1.0,0.0,0.0,No Payment
1000,BPR,2432357895.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.14,0,Z001,Cash,64718602,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,0.14,1,2,0.29,0.0,0.71,No Payment
1000,BPR,2432357896.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.09,0,Z001,Cash,64718838,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,0.14,1,2,0.4,0.0,0.6,No Payment
1000,BPR,2432357897.0,925093,PSPL STEEL PROCESSORS PVT LTD,East,CALS,RV,0.03,0,Z001,Cash,64718844,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,0.14,1,2,0.41,0.01,0.59,No Payment
9600,BPR,2146115186.0,924924,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.13,1,ZZ38,Credit,64696786,06.10.2018,Oct,20181006,20181010,1221001,2019,20181110,0.15,1,1,0.19,0.68,0.13,No Payment
1000,BPR,2431529445.0,924924,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.15,1,ZZ42,Credit,64087898,28.04.2018,April,20180428,20180510,1221001,2019,20181105,1.85,12,1,0.08,0.46,0.46,No Payment
9600,BPR,2146115125.0,924924,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.15,1,ZZ38,Credit,64696416,06.10.2018,Oct,20181006,20181010,1221001,2019,20181110,0.15,1,1,0.23,0.63,0.14,No Payment
9600,BPR,2146115244.0,924924,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.15,1,ZZ38,Credit,64698749,06.10.2018,Oct,20181006,20181010,1221001,2019,20181110,0.15,1,1,0.23,0.63,0.14,No Payment
9600,BPR,2146115415.0,924924,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.16,1,ZZ38,Credit,64701412,07.10.2018,Oct,20181007,20181011,1221001,2019,20181210,0.72,5,1,0.14,0.46,0.4,No Payment
9600,BPR,2146115374.0,924924,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.16,1,ZZ38,Credit,64700558,07.10.2018,Oct,20181007,20181011,1221001,2019,20181210,0.72,5,1,0.14,0.46,0.4,No Payment
9600,BPR,2146085968.0,924924,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.17,1,ZZ42,Credit,64088097,28.04.2018,April,20180428,20180510,1221001,2019,20181105,1.85,12,2,0.16,0.4,0.44,No Payment
9600,BPR,1138399392.0,924924,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.09,2,Z001,Cash,64711475,10.10.2018,Oct,20181010,20181010,1221001,2019,20181210,1.18,8,1,0.34,0.6,0.06,No Payment
9600,BPR,2146115247.0,924924,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.14,2,ZZ38,Credit,64698867,06.10.2018,Oct,20181006,20181010,1221001,2019,20181210,0.15,1,1,0.18,0.68,0.14,No Payment
4000,BPR,2483302523.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.1,0,Z001,Cash,64480944,12.08.2018,August,20180812,20180812,1221001,2019,20181208,0.0,0,0,0.9,0.08,0.01,No Payment
4000,BPR,2483302521.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.05,0,Z001,Cash,64480892,12.08.2018,August,20180812,20180812,1221001,2019,20181208,0.0,0,0,0.88,0.11,0.01,No Payment
4000,BPR,2483297920.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.15,0,Z001,Cash,64253119,12.06.2018,June,20180612,20180612,1221001,2019,20181206,0.0,0,0,0.99,0.01,0.0,No Payment
4000,BPR,2483295436.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.15,0,Z001,Cash,64135580,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,0,0.6,0.4,0.0,No Payment
4000,BPR,2483295420.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.15,0,Z001,Cash,64135327,12.05.2018,May,20180512,20180512,1221001,2019,20181205,0.0,0,0,0.6,0.4,0.0,No Payment
4000,BPR,2421244962.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.16,0,Z001,Cash,64250513,11.06.2018,June,20180611,20180611,1221001,2019,20181106,0.0,0,0,0.99,0.01,0.0,No Payment
4000,BPR,2483292947.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.15,0,Z001,Cash,64026876,11.04.2018,April,20180411,20180411,1221001,2019,20181104,0.0,0,0,1.0,0.0,0.0,No Payment
4000,BPR,2483292949.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.13,0,Z001,Cash,64026954,11.04.2018,April,20180411,20180411,1221001,2019,20181104,0.0,0,0,0.96,0.04,0.0,No Payment
4000,BPR,2483292954.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.07,0,Z001,Cash,64027108,11.04.2018,April,20180411,20180411,1221001,2019,20181104,0.0,0,0,0.96,0.04,0.0,No Payment
4000,BPR,2483292974.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.05,0,Z001,Cash,64027504,11.04.2018,April,20180411,20180411,1221001,2019,20181104,0.0,0,0,0.96,0.04,0.0,No Payment
4000,BPR,2483293061.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.15,0,Z001,Cash,64029954,12.04.2018,April,20180412,20180412,1221001,2019,20181204,0.0,0,0,1.0,0.0,0.0,No Payment
4000,BPR,2483293063.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.15,0,Z001,Cash,64030145,12.04.2018,April,20180412,20180412,1221001,2019,20181204,0.0,0,0,1.0,0.0,0.0,No Payment
4000,BPR,2483293075.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.14,0,Z001,Cash,64030662,12.04.2018,April,20180412,20180412,1221001,2019,20181204,0.0,0,0,0.95,0.05,0.0,No Payment
4000,BPR,2421246315.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.17,0,Z001,Cash,64719256,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,0.0,0,0,0.96,0.04,0.0,No Payment
4000,BPR,2421246316.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.16,0,Z001,Cash,64719316,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,0.0,0,0,0.96,0.04,0.0,No Payment
4000,BPR,2421246302.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.15,0,Z001,Cash,64717279,12.10.2018,Oct,20181012,20181012,1221001,2019,20181210,0.0,0,0,0.96,0.04,0.0,No Payment
4000,BPR,2483307720.0,923669,SAVITRIPRAKASH PROCESSING WORK,West,NPUR,RV,0.14,0,Z001,Cash,64715139,11.10.2018,Oct,20181011,20181011,1221001,2019,20181110,0.0,0,0,0.97,0.02,0.01,No Payment
9600,BPR,2147078265.0,163486,Rohit & Co.,West,BOMB,RV,0.13,5,ZZ40,Credit,64558387,30.08.2018,August,20180830,20180907,1221001,2019,20181209,6.06,46,2,0.0,0.05,0.94,No Payment
2000,BPR,1138395392.0,904599,SHREE SAI KRISHNA STEELS,South,SBAD,RV,0.18,6,Z001,Cash,64013893,06.04.2018,April,20180406,20180406,1221001,2019,20181204,0.15,2,2,0.0,0.0,1.0,No Payment
4000,BPR,2432348728.0,901967,RIMO STEEL REFORMS PRIVATE LIM,East,CALS,RV,0.08,0,Z001,Cash,64031036,12.04.2018,April,20180412,20180412,1221001,2019,20181204,0.0,0,0,0.96,0.04,0.0,No Payment
4000,BPR,1261023468.0,901967,RIMO STEEL REFORMS PRIVATE LIM,East,CALS,RV,0.05,40,Z001,Cash,64713194,11.10.2018,Oct,20181011,20181011,1221001,2019,20181120,0.0,0,0,0.94,0.04,0.02,No Payment
9600,BPR,2146082504.0,901635,INTEGRAL VYAPAR PVT LTD,East,BHUB,RV,0.14,0,Z001,Cash,64028926,12.04.2018,April,20180412,20180412,1221001,2019,20181204,0.0,0,1,0.38,0.62,0.0,No Payment
9600,BPR,2146081643.0,901635,INTEGRAL VYAPAR PVT LTD,East,BHUB,RV,0.14,3,Z001,Cash,64017852,08.04.2018,April,20180408,20180408,1221001,2019,20181104,0.0,0,2,0.0,0.02,0.97,No Payment
9600,BPR,2146110213.0,901635,INTEGRAL VYAPAR PVT LTD,East,BHUB,RV,0.16,4,Z001,Cash,64583237,08.09.2018,Sep,20180908,20180908,1221001,2019,20181209,0.87,6,1,0.04,0.91,0.05,No Payment
3000,BPR,2485202614.0,163486,Rohit & Co.,West,BOMB,RV,0.14,5,ZZ28,Credit,64108776,03.05.2018,May,20180503,20180506,1221001,2019,20181105,18.06,133,2,0.0,0.07,0.93,No Payment
9600,BPR,2146109335.0,901635,INTEGRAL VYAPAR PVT LTD,East,BHUB,RV,0.16,9,Z001,Cash,64565139,03.09.2018,Sep,20180903,20180903,1221001,2019,20181209,0.71,5,1,0.1,0.89,0.01,No Payment
9600,BPR,1412032853.0,901635,INTEGRAL VYAPAR PVT LTD,East,BHUB,RV,0.13,12,Z001,Cash,64553965,31.08.2018,August,20180831,20180831,1221001,2019,20181209,0.13,1,0,0.67,0.33,0.0,No Payment
9600,BPR,2146108855.0,901635,INTEGRAL VYAPAR PVT LTD,East,BHUB,RV,0.14,12,Z001,Cash,64551290,31.08.2018,August,20180831,20180831,1221001,2019,20181209,0.13,1,0,0.76,0.24,0.0,No Payment
