BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,Low delay,Medium Delay,High Delay
9600,BPR,2483312497.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,4,ZZ28,Credit,64936889,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,7.09,54,0 to 20,0.25,0.53,0.22
1000,BPR,2483312545.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,4,ZZ28,Credit,64937418,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,7.09,54,0 to 20,0.21,0.61,0.18
9600,BPR,2483312491.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,4,ZZ28,Credit,64936869,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,7.09,54,0 to 20,0.25,0.53,0.22
1000,BPR,2483312547.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,4,ZZ28,Credit,64937425,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,7.09,54,0 to 20,0.21,0.61,0.18
1000,BPR,2483312502.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,4,ZZ28,Credit,64936904,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,7.09,54,0 to 20,0.21,0.61,0.18
9600,BPR,2483312500.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,4,ZZ28,Credit,64936897,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,7.09,54,0 to 20,0.25,0.53,0.22
1000,BPR,2483312495.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,4,ZZ28,Credit,64936883,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,7.09,54,0 to 20,0.21,0.61,0.18
9600,BPR,2483312492.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,4,ZZ28,Credit,64936875,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,7.09,54,0 to 20,0.25,0.53,0.22
4500,BPR,2410771179.0,119487,INDU CORPORATION PRIVATE LIMIT,West,BOMB,RV,0.12,0,Z001,Cash,64936317,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.57,0.34,0.09
4500,BPR,2410771191.0,119487,INDU CORPORATION PRIVATE LIMIT,West,BOMB,RV,0.12,7,Z001,Cash,64936766,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.57,0.34,0.09
4500,BPR,2410771216.0,119487,INDU CORPORATION PRIVATE LIMIT,West,BOMB,RV,0.14,7,Z001,Cash,64938227,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.6,0.31,0.08
4000,BPR,2459059959.0,117281,MRH ASSOCIATES,North,CDGH,RV,0.1,0,Z001,Cash,64936798,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.69,0.2,0.12
4000,BPR,2459059960.0,117281,MRH ASSOCIATES,North,CDGH,RV,0.27,0,Z001,Cash,64936807,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.72,0.19,0.09
4000,BPR,2459059961.0,117281,MRH ASSOCIATES,North,CDGH,RV,0.28,0,Z001,Cash,64936839,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.72,0.19,0.09
4000,BPR,2459059958.0,117281,MRH ASSOCIATES,North,CDGH,RV,0.17,0,Z001,Cash,64936793,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.7,0.2,0.1
4000,BPR,2261500156.0,117181,NEELKANTH STEEL&ALLOYS - GBAD,North,DELI,RV,0.18,0,Z001,Cash,64937940,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.68,0.25,0.06
4000,BPR,2261500157.0,117181,NEELKANTH STEEL&ALLOYS - GBAD,North,DELI,RV,0.2,0,Z001,Cash,64937972,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.63,0.31,0.06
2000,BPR,2426112407.0,117061,BHARTIA  DISTRIBUTORS PVT. LTD,East,BHUB,RV,0.17,0,ZZ16,Credit,64935232,11.12.2018,Dec,11-12-18,15-12-18,1221001,2019,0.23,2,0 to 20,0.4,0.51,0.09
2000,BPR,2426112408.0,117061,BHARTIA  DISTRIBUTORS PVT. LTD,East,BHUB,RV,0.02,0,ZZ16,Credit,64935234,11.12.2018,Dec,11-12-18,15-12-18,1221001,2019,0.23,2,0 to 20,0.45,0.48,0.07
9600,BPR,2146126070.0,116735,RAKESH STEELS,North,FBAD,RV,0.24,0,ZZ41,Credit,64935439,11.12.2018,Dec,11-12-18,21-12-18,1221001,2019,2.72,18,0 to 20,0.44,0.5,0.06
2000,BPR,2426112415.0,116734,R.S. STEELS,North,GBAD,RV,0.15,0,ZZ19,Credit,64935828,11.12.2018,Dec,11-12-18,21-12-18,1221001,2019,2.18,15,0 to 20,0.33,0.6,0.08
9600,BPR,2146126152.0,116650,KUMMENCHERY STEELS,South,COCH,RV,0.17,-3,ZZ09,Credit,64936843,11.12.2018,Dec,11-12-18,20-12-18,1221001,2019,2.45,22,0 to 20,0.4,0.54,0.06
2000,BPR,2426112416.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.12,1,ZZ42,Credit,64935925,11.12.2018,Dec,11-12-18,23-12-18,1221001,2019,3.41,31,0 to 20,0.39,0.58,0.03
2000,BPR,2426112419.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.13,1,ZZ42,Credit,64936387,11.12.2018,Dec,11-12-18,23-12-18,1221001,2019,3.41,31,0 to 20,0.41,0.56,0.03
9600,BPR,2473285550.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.13,0,Z001,Cash,64935170,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,3.41,31,0 to 20,0.41,0.52,0.07
2000,BPR,2341068181.0,116156,FAIRDEAL STEELS PVT.LTD.,North,LUDH,RV,0.13,0,Z001,Cash,64936339,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.3,2,No Delay,0.54,0.42,0.04
9600,BPR,2341068178.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.13,0,Z001,Cash,64936328,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.3,2,No Delay,0.64,0.3,0.06
9600,BPR,2341068180.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.15,0,Z001,Cash,64936335,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.3,2,No Delay,0.61,0.32,0.07
1000,BPR,2341068189.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.12,0,Z001,Cash,64936581,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.3,2,No Delay,0.6,0.36,0.04
9600,BPR,2341068194.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.15,0,Z001,Cash,64936653,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.3,2,No Delay,0.61,0.32,0.07
9600,BPR,2341068195.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.15,0,Z001,Cash,64936655,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.3,2,No Delay,0.61,0.32,0.07
2000,BPR,2341068193.0,116156,FAIRDEAL STEELS PVT.LTD.,North,LUDH,RV,0.13,0,Z001,Cash,64936648,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.3,2,No Delay,0.54,0.42,0.04
9600,BPR,2341068196.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.14,0,Z001,Cash,64936811,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.3,2,No Delay,0.61,0.32,0.06
1000,BPR,2412159259.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.11,0,ZZ09,Credit,64938857,11.12.2018,Dec,11-12-18,20-12-18,1221001,2019,0.3,2,No Delay,0.56,0.39,0.06
1000,BPR,2412159265.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.11,0,ZZ09,Credit,64938863,11.12.2018,Dec,11-12-18,20-12-18,1221001,2019,0.3,2,No Delay,0.56,0.39,0.06
1000,BPR,2412159263.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.1,0,ZZ09,Credit,64938861,11.12.2018,Dec,11-12-18,20-12-18,1221001,2019,0.3,2,No Delay,0.55,0.39,0.06
1000,BPR,2412159264.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.11,0,ZZ09,Credit,64938862,11.12.2018,Dec,11-12-18,20-12-18,1221001,2019,0.3,2,No Delay,0.56,0.39,0.06
1000,BPR,2412159329.0,116156,FAIRDEAL STEELS PVT.LTD.,North,DELI,RV,0.11,0,ZZ09,Credit,64938940,11.12.2018,Dec,11-12-18,20-12-18,1221001,2019,0.3,2,No Delay,0.56,0.39,0.06
1000,BPR,2431600604.0,116137,PELIKAN DOSSIER (P) LTD.,North,JPUR,RV,0.16,0,ZZ18,Credit,64935489,11.12.2018,Dec,11-12-18,19-12-18,1221001,2019,1.23,9,No Delay,0.58,0.38,0.04
9600,BPR,2146126116.0,116137,PELIKAN DOSSIER (P) LTD.,North,JPUR,RV,0.13,0,ZZ40,Credit,64935773,11.12.2018,Dec,11-12-18,19-12-18,1221001,2019,1.23,9,0 to 20,0.47,0.5,0.04
2000,BPR,2426112417.0,115841,O.V.S. ISPAT UDYOG,North,KANP,RV,0.15,2,ZZ32,Credit,64935935,11.12.2018,Dec,11-12-18,18-12-18,1221001,2019,0.73,5,0 to 20,0.22,0.72,0.06
2000,BPR,2116043605.0,115841,O.V.S. ISPAT UDYOG,North,KANP,RV,0.13,3,Z001,Cash,64938395,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.73,5,0 to 20,0.41,0.57,0.02
2000,BPR,2426112418.0,115841,O.V.S. ISPAT UDYOG,North,KANP,RV,0.24,2,ZZ32,Credit,64936010,11.12.2018,Dec,11-12-18,18-12-18,1221001,2019,0.73,5,0 to 20,0.18,0.73,0.09
9600,BPR,2483312571.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.14,0,ZZ28,Credit,64937799,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.41,0.48,0.11
9600,BPR,2483312579.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.12,0,ZZ28,Credit,64937829,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.46,0.47,0.07
9600,BPR,2483312577.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.12,0,ZZ28,Credit,64937822,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.46,0.47,0.07
9600,BPR,2483312574.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.12,0,ZZ28,Credit,64937810,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.46,0.47,0.07
9600,BPR,2483312576.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.12,0,ZZ28,Credit,64937817,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.46,0.47,0.07
9600,BPR,2483312573.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.14,0,ZZ28,Credit,64937803,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.41,0.48,0.11
9600,BPR,2483312582.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.12,0,ZZ28,Credit,64937844,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.46,0.47,0.07
3000,BPR,2485216123.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.12,0,ZZ28,Credit,64938420,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.39,0.53,0.07
3000,BPR,2485216120.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.14,0,ZZ28,Credit,64938380,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.39,0.5,0.11
3000,BPR,2485216133.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.11,0,ZZ28,Credit,64938640,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.39,0.53,0.07
3000,BPR,2485216125.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.12,0,ZZ28,Credit,64938477,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.39,0.53,0.07
3000,BPR,2485216126.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.14,0,ZZ28,Credit,64938481,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.39,0.5,0.11
3000,BPR,2485216130.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.12,0,ZZ28,Credit,64938613,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.39,0.53,0.07
3000,BPR,2485216127.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.13,0,ZZ28,Credit,64938484,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.39,0.52,0.08
3000,BPR,2485216132.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.13,0,ZZ28,Credit,64938634,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.39,0.52,0.08
3000,BPR,2485216134.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.13,0,ZZ28,Credit,64938641,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.39,0.52,0.08
3000,BPR,2485216135.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.13,0,ZZ28,Credit,64938648,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,11.15,80,0 to 20,0.39,0.52,0.08
9600,BPR,2146126074.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.16,1,ZZ40,Credit,64935446,11.12.2018,Dec,11-12-18,19-12-18,1221001,2019,11.15,80,0 to 20,0.43,0.54,0.03
9600,BPR,2146126073.0,115806,NARESH STEEL INDUSTRIES PVT. L,West,BOMB,RV,0.17,1,ZZ40,Credit,64935445,11.12.2018,Dec,11-12-18,19-12-18,1221001,2019,11.15,80,0 to 20,0.44,0.54,0.02
2000,BPR,2341068188.0,115190,SHEYRUB AGENCIES,North,LUDH,RV,0.02,1,ZZ18,Credit,64936437,11.12.2018,Dec,11-12-18,19-12-18,1221001,2019,1.55,24,0 to 20,0.49,0.49,0.02
2000,BPR,2341068187.0,115190,SHEYRUB AGENCIES,North,LUDH,RV,0.04,1,ZZ18,Credit,64936413,11.12.2018,Dec,11-12-18,19-12-18,1221001,2019,1.55,24,0 to 20,0.48,0.5,0.02
4000,BPR,1253021287.0,114661,SHRI RAM MULTICOM,East,CALS,RV,0.16,0,Z001,Cash,64937804,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.61,0.3,0.1
4000,BPR,1253021288.0,114661,SHRI RAM MULTICOM,East,CALS,RV,0.16,0,Z001,Cash,64937825,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.61,0.3,0.1
4000,BPR,2497841782.0,114661,SHRI RAM MULTICOM,East,CALS,RV,0.15,0,Z001,Cash,64937927,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.6,0.28,0.12
4000,BPR,2432360186.0,114661,SHRI RAM MULTICOM,East,CALS,RV,0.16,0,Z001,Cash,64938619,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.52,0.33,0.14
4000,BPR,2432360187.0,114661,SHRI RAM MULTICOM,East,CALS,RV,0.15,0,Z001,Cash,64938623,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.51,0.34,0.15
9600,BPR,2146126062.0,109936,Rohit & Co.,West,AMED,RV,0.13,-1,ZZ41,Credit,64935134,11.12.2018,Dec,11-12-18,21-12-18,1221001,2019,4.92,33,No Delay,0.53,0.46,0.01
3000,BPR,2485216124.0,109936,Rohit & Co.,West,AMED,RV,0.14,0,ZZ28,Credit,64938456,11.12.2018,Dec,11-12-18,14-12-18,1221001,2019,4.92,33,No Delay,0.49,0.48,0.03
9600,BPR,2341068179.0,104485,SANGEETA STEEL CORPORATION,North,LUDH,RV,0.15,0,Z001,Cash,64936333,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,5.27,36,No Delay,0.62,0.33,0.04
1000,BPR,2341068182.0,104485,SANGEETA STEEL CORPORATION,North,LUDH,RV,0.13,0,Z001,Cash,64936340,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,5.27,36,No Delay,0.67,0.3,0.03
1000,BPR,2341068183.0,104485,SANGEETA STEEL CORPORATION,North,LUDH,RV,0.12,0,Z001,Cash,64936348,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,5.27,36,No Delay,0.67,0.3,0.03
4000,BPR,2497841777.0,103620,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.13,5,ZZ13,Credit,64937409,11.12.2018,Dec,11-12-18,16-12-18,1221001,2019,1.88,10,0 to 20,0.15,0.81,0.04
4000,BPR,2497841775.0,103620,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.14,5,ZZ13,Credit,64936643,11.12.2018,Dec,11-12-18,16-12-18,1221001,2019,1.88,10,0 to 20,0.15,0.81,0.04
4000,BPR,2497841774.0,103620,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.17,5,ZZ13,Credit,64936631,11.12.2018,Dec,11-12-18,16-12-18,1221001,2019,1.88,10,0 to 20,0.11,0.86,0.03
4000,BPR,2497841773.0,103620,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.17,5,ZZ13,Credit,64936477,11.12.2018,Dec,11-12-18,16-12-18,1221001,2019,1.88,10,0 to 20,0.11,0.86,0.03
2000,BPR,2424230987.0,103374,KAUSALYA AGENCIES,East,BHUB,RV,0.31,-1,ZZ16,Credit,64935603,11.12.2018,Dec,11-12-18,15-12-18,1221001,2019,0.3,1,No Delay,0.48,0.47,0.05
2000,BPR,2424230981.0,103374,KAUSALYA AGENCIES,East,BHUB,RV,0.14,-1,ZZ16,Credit,64935402,11.12.2018,Dec,11-12-18,15-12-18,1221001,2019,0.3,1,0 to 20,0.45,0.51,0.05
2000,BPR,2424230983.0,103374,KAUSALYA AGENCIES,East,BHUB,RV,0.13,-1,ZZ16,Credit,64935423,11.12.2018,Dec,11-12-18,15-12-18,1221001,2019,0.3,1,0 to 20,0.46,0.5,0.04
2000,BPR,2424230982.0,103374,KAUSALYA AGENCIES,East,BHUB,RV,0.03,-1,ZZ16,Credit,64935422,11.12.2018,Dec,11-12-18,15-12-18,1221001,2019,0.3,1,No Delay,0.5,0.46,0.04
2000,BPR,2424230991.0,103227,BMW VENTURES LTD,East,PATN,RV,0.17,0,ZZ16,Credit,64936517,11.12.2018,Dec,11-12-18,15-12-18,1221001,2019,0.45,2,No Delay,0.58,0.38,0.04
2000,BPR,2424230992.0,103227,BMW VENTURES LTD,East,PATN,RV,0.07,0,ZZ16,Credit,64936518,11.12.2018,Dec,11-12-18,15-12-18,1221001,2019,0.45,2,No Delay,0.58,0.38,0.04
1000,BPR,2483312544.0,103092,TEJRAM RAMNIWAS AGARWAL,West,NPUR,RV,0.16,0,Z001,Cash,64937416,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.69,6,No Delay,0.65,0.29,0.07
2000,BPR,2426112410.0,102888,THIRUPATHY STEELS,South,MADS,RV,0.14,-8,ZZ19,Credit,64935533,11.12.2018,Dec,11-12-18,21-12-18,1221001,2019,0.0,0,No Delay,0.64,0.31,0.06
4000,BPR,2431600607.0,102153,M/S KISHAN LAL PAWAN KUMAR JAI,North,KANP,RV,0.18,0,Z001,Cash,64935521,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.78,0.17,0.05
4000,BPR,2431600612.0,102153,M/S KISHAN LAL PAWAN KUMAR JAI,North,KANP,RV,0.17,0,Z001,Cash,64935588,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.78,0.17,0.05
4000,BPR,2431600621.0,102153,M/S KISHAN LAL PAWAN KUMAR JAI,North,KANP,RV,0.2,0,Z001,Cash,64935631,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.78,0.17,0.05
4000,BPR,2431600637.0,102153,M/S KISHAN LAL PAWAN KUMAR JAI,North,KANP,RV,0.18,0,Z001,Cash,64936004,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.78,0.17,0.05
4000,BPR,2431600641.0,102153,M/S KISHAN LAL PAWAN KUMAR JAI,North,KANP,RV,0.18,0,Z001,Cash,64936095,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.78,0.17,0.05
4000,BPR,2116043588.0,102153,M/S KISHAN LAL PAWAN KUMAR JAI,North,KANP,RV,0.17,0,Z001,Cash,64936451,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.79,0.17,0.04
4000,BPR,2116043594.0,102153,M/S KISHAN LAL PAWAN KUMAR JAI,North,KANP,RV,0.28,0,Z001,Cash,64936840,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.79,0.17,0.04
4000,BPR,2116043593.0,102153,M/S KISHAN LAL PAWAN KUMAR JAI,North,KANP,RV,0.33,0,Z001,Cash,64936832,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.79,0.17,0.04
4000,BPR,2116043597.0,102153,M/S KISHAN LAL PAWAN KUMAR JAI,North,KANP,RV,0.31,0,Z001,Cash,64937447,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.79,0.17,0.04
4000,BPR,2418113184.0,102153,M/S KISHAN LAL PAWAN KUMAR JAI,North,KANP,RV,0.19,0,Z001,Cash,64937466,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.8,0.15,0.05
9600,BPR,2116043596.0,102084,DEVI DAYAL HARI KISHAN,North,KANP,RV,0.15,6,Z001,Cash,64937138,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,1.38,11,0 to 20,0.44,0.52,0.04
1000,BPR,2341068184.0,102000,M/S.DHARAMVIR & BROTHERS,North,LUDH,RV,0.15,0,Z001,Cash,64936353,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,1.98,14,No Delay,0.68,0.3,0.02
1000,BPR,2341068186.0,102000,M/S.DHARAMVIR & BROTHERS,North,LUDH,RV,0.15,0,Z001,Cash,64936384,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,1.98,14,No Delay,0.68,0.3,0.02
9600,BPR,2341068185.0,102000,M/S.DHARAMVIR & BROTHERS,North,LUDH,RV,0.13,0,Z001,Cash,64936359,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,1.98,14,No Delay,0.69,0.28,0.04
1000,BPR,2341068203.0,102000,M/S.DHARAMVIR & BROTHERS,North,LUDH,RV,0.15,0,Z001,Cash,64936977,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,1.98,14,No Delay,0.68,0.3,0.02
1000,BPR,2341068202.0,102000,M/S.DHARAMVIR & BROTHERS,North,LUDH,RV,0.11,0,Z001,Cash,64936968,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,1.98,14,No Delay,0.69,0.29,0.02
1000,BPR,2341068204.0,102000,M/S.DHARAMVIR & BROTHERS,North,LUDH,RV,0.15,0,Z001,Cash,64936983,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,1.98,14,No Delay,0.68,0.3,0.02
1000,BPR,2412159235.0,102000,M/S.DHARAMVIR & BROTHERS,North,LUDH,RV,0.12,0,ZZ09,Credit,64938832,11.12.2018,Dec,11-12-18,20-12-18,1221001,2019,1.98,14,No Delay,0.67,0.32,0.01
1000,BPR,2412159261.0,102000,M/S.DHARAMVIR & BROTHERS,North,LUDH,RV,0.1,0,ZZ09,Credit,64938859,11.12.2018,Dec,11-12-18,20-12-18,1221001,2019,1.98,14,No Delay,0.68,0.31,0.01
1000,BPR,2412159258.0,102000,M/S.DHARAMVIR & BROTHERS,North,LUDH,RV,0.07,0,ZZ09,Credit,64938856,11.12.2018,Dec,11-12-18,20-12-18,1221001,2019,1.98,14,No Delay,0.68,0.31,0.01
1000,BPR,2412159283.0,102000,M/S.DHARAMVIR & BROTHERS,North,LUDH,RV,0.09,0,ZZ09,Credit,64938885,11.12.2018,Dec,11-12-18,20-12-18,1221001,2019,1.98,14,No Delay,0.68,0.31,0.01
9600,BPR,2432360177.0,101278,RAMESH COMPANY,East,CALS,RV,0.15,0,Z001,Cash,64937921,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.66,0.22,0.11
4000,BPR,1261023706.0,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.16,0,Z001,Cash,64937771,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.59,0.34,0.07
4000,BPR,2497841783.0,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.13,0,Z001,Cash,64937934,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.6,0.3,0.09
4000,BPR,2497841784.0,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.13,0,Z001,Cash,64937951,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.6,0.3,0.09
4000,BPR,2497841780.0,100985,DESON MARKETING (PVT) LTD.,East,CALS,RV,0.14,0,Z001,Cash,64937622,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.34,2,0 to 20,0.38,0.57,0.04
4000,BPR,2432360174.0,100985,DESON MARKETING (PVT) LTD.,East,CALS,RV,0.19,0,Z001,Cash,64937635,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.34,2,0 to 20,0.37,0.6,0.03
4000,BPR,2432360173.0,100985,DESON MARKETING (PVT) LTD.,East,CALS,RV,0.13,0,Z001,Cash,64937619,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.34,2,0 to 20,0.36,0.6,0.04
4000,BPR,2456093201.0,100789,DELHI TRADING CORPORATION,North,JPUR,RV,0.18,0,Z001,Cash,64937478,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.76,0.19,0.05
4000,BPR,2456093202.0,100789,DELHI TRADING CORPORATION,North,JPUR,RV,0.19,0,Z001,Cash,64937651,11.12.2018,Dec,11-12-18,11-12-18,1221001,2019,0.0,0,No Delay,0.77,0.18,0.05
