Month,Week,Account,Customer.Name,Zone,Bran,Actual NR,Actual Volume
Aug-18,32,163486,ROHIT & COMPANY,WEST,BOMB,50673,704
Aug-18,32,163486,ROHIT & COMPANY,WEST,BOMB,45879,555
Aug-18,32,163486,ROHIT & COMPANY,WEST,BOMB,49582,333
Aug-18,32,163586,VATIKA TRACOM PVT. LTD.,NORTH,JPUR,44642,282
Aug-18,32,165053,SUDISA ENTERPRISES (P) LTD.,EAST,JAMS,53424,23
Aug-18,32,165873,FAIRDEAL ENTERPRISES,NORTH,LUDH,55957,64
Aug-18,32,165938,NORTHERN STEEL AND GENERAL MILLS PVT LTD,NORTH,DELI,45770,987
Aug-18,32,165943,MRH ASSOCIATES,NORTH,CDGH,45183,17
Aug-18,32,165960,NORTHERN STEEL AND GENERAL MILLS PVT LTD,NORTH,DELI,45312,748
Aug-18,32,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,50292,282
Aug-18,32,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,48110,522
Aug-18,32,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,32669,92
Aug-18,32,166137,BMW VENTURES LTD.,EAST,PATN,46180,371
Aug-18,32,166151,BMW VENTURES LTD.,EAST,PATN,46265,581
Aug-18,32,800549,G.K. ISPAT PVT LTD,SOUTH,SBAD,43504,111
Aug-18,32,801611,SHIVA FERRIC PVT LTD,SOUTH,BANG,45197,184
Aug-18,32,804036,SM CORPORATION LTD (UA),EAST,GWAH,46534,121
Aug-18,32,813502,PASA RESOURCES PVT. LTD.,EAST,JAMS,68105,63
Aug-18,32,813502,PASA RESOURCES PVT. LTD.,EAST,JAMS,48764,866
Aug-18,32,813776,PASA RESOURCES PRIVATE LIMITED,EAST,PATN,47288,300
Aug-18,32,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,61290,21
Aug-18,32,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,58110,5
Aug-18,32,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,45932,143
Aug-18,32,817217,TATA STEEL PROCESSING,SOUTH,BANG,53004,69
Aug-18,32,817217,TATA STEEL PROCESSING,SOUTH,BANG,49313,407
Aug-18,32,817217,TATA STEEL PROCESSING,SOUTH,BANG,48140,24
Aug-18,32,817379,VIJAY SHEETS AND STRIPS PVT LTD,SOUTH,BANG,50913,46
Aug-18,32,817379,VIJAY SHEETS AND STRIPS PVT LTD,SOUTH,SBAD,49835,274
Aug-18,32,817600,SAMRAT IRONS PRIVATE LIMITED (A.P.),SOUTH,SBAD,46109,687
Aug-18,32,817765,SAMRAT IRONS PVT LTD,SOUTH,SBAD,41352,34
Aug-18,32,817901,KAUSALYA AGENCIES,SOUTH,SBAD,60670,206
Aug-18,32,819097,BHAGWATI STEEL SALES,NORTH,CDGH,50485,217
Aug-18,32,819097,BHAGWATI STEEL SALES,NORTH,CDGH,48876,415
Aug-18,32,822271,TATA STEEL PROCESSING,SOUTH,MADS,46427,118
Aug-18,32,826558,V.N.C. STEEL DISTRIBUTORS,SOUTH,MADS,60321,184
Aug-18,32,826773,BODHAVJI AND COMPANY,WEST,PUNE,58270,27
Aug-18,32,828300,SILIGURI BUILDERS PVT. LTD.,EAST,CALS,61614,327
Aug-18,32,830260,INDICOR STEEL PRIVATE LIMITED,SOUTH,SBAD,57297,24
Aug-18,32,830260,INDICOR STEEL PRIVATE LIMITED,SOUTH,SBAD,45027,508
Aug-18,32,830260,INDICOR STEEL PRIVATE LIMITED,SOUTH,SBAD,52393,24
Aug-18,32,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,54000,47
Aug-18,32,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,48936,474
Aug-18,32,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,41664,421
Aug-18,32,844692,BUBNA COMMERCIAL PVT LTD,EAST,CALS,55065,18
Aug-18,32,844692,BUBNA COMMERCIAL PVT LTD,EAST,CALS,55065,58
Aug-18,32,847471,AASHRAY ENTERPRISES,SOUTH,SBAD,55468,111
Aug-18,32,847544,G K ISPAT P LTD,SOUTH,SBAD,49509,114
Aug-18,32,847544,G K ISPAT P LTD,SOUTH,SBAD,45091,145
Aug-18,32,847544,G K ISPAT P LTD,SOUTH,SBAD,41239,104
Aug-18,32,854773,ANM ISPAT PVT LTD,WEST,AMED,50498,118
Aug-18,32,854773,ANM ISPAT PVT LTD,WEST,AMED,42206,237
Aug-18,32,854773,ANM ISPAT PVT LTD,WEST,AMED,52925,47
Aug-18,32,861100,KARTHIK STEEL,SOUTH,MADS,48985,219
Aug-18,32,864390,B K STEEL ENTERPRISES,EAST,CALS,43235,394
Aug-18,32,867363,MARJING COMMERCE PVT LTD,EAST,GWAH,66181,17
Aug-18,32,874324,GL KUNDU AND SONS STEEL PVT LTD,EAST,CALS,46288,432
Aug-18,32,875077,V.N.C. STEEL DISTRIBUTORS,SOUTH,MADS,45966,546
Aug-18,32,879121,DE SON MARKETING PRIVATE LIMITED,EAST,BHUB,46066,521
Aug-18,32,879490,M/S. MANGLA SONS,NORTH,FBAD,64062,6
Aug-18,32,879490,M/S. MANGLA SONS,NORTH,FBAD,60047,28
Aug-18,32,899060,TATA STEEL PROCESSING AND DISTR LTD,EAST,BHUB,49582,113
Aug-18,32,904599,SHREE SAI KRISHNA STEELS,SOUTH,SBAD,59956,35
Aug-18,32,904599,SHREE SAI KRISHNA STEELS,SOUTH,SBAD,60961,94
Aug-18,32,923669,SAVITRIPRAKASH PROCESSING WORKS,WEST,NPUR,45491,109
Aug-18,32,923995,M/S KISHAN LAL PAWAN KUMAR JAIN,NORTH,KANP,47783,486
Aug-18,32,925093,PSPL STEEL PROCESSORS PVT LTD,EAST,CALS,42365,246
Aug-18,32,925879,HST STEELS PRIVATE LIMITED,SOUTH,SBAD,47187,179
Aug-18,32,926346,GRG STEELS PVT. LTD.,NORTH,FBAD,51432,116
Aug-18,32,927116,G.WILLIAMS FABRICATIONS LTD,NORTH,FBAD,45950,20
Aug-18,32,927881,SAMRAT IRONS PVT LTD,SOUTH,SBAD,44685,296
Aug-18,32,928053,AHLADA ENGINEERS LIMITED,SOUTH,SBAD,53849,30
Aug-18,32,928053,AHLADA ENGINEERS LIMITED,SOUTH,SBAD,52052,12
Aug-18,33,100237,RAMSAROOP & SONS,SOUTH,BANG,62329,50
Aug-18,33,100237,RAMSAROOP & SONS,SOUTH,BANG,44853,70
Aug-18,33,100237,RAMSAROOP & SONS,SOUTH,BANG,46174,518
Aug-18,33,100645,ROHIT & COMPANY,WEST,AMED,50929,564
Aug-18,33,100645,ROHIT & COMPANY,WEST,AMED,41980,534
Aug-18,33,100645,ROHIT & COMPANY,WEST,AMED,50715,68
Aug-18,33,100789,DELHI TRADING CORPORATION,NORTH,JPUR,46126,996
Aug-18,33,100922,BUBNA COMMERCIAL CO.,EAST,CALS,50429,90
Aug-18,33,100922,BUBNA COMMERCIAL CO.,EAST,CALS,63313,48
Aug-18,33,100922,BUBNA COMMERCIAL CO.,EAST,CALS,69828,65
Aug-18,33,100922,BUBNA COMMERCIAL CO.,EAST,CALS,50800,47
Aug-18,33,100922,BUBNA COMMERCIAL CO.,EAST,CALS,65754,225
Aug-18,33,100985,DESON MARKETING (PVT) LTD.,EAST,CALS,46944,463
Aug-18,33,101186,NANDAN SAHA STEEL PVT. LTD.,EAST,CALS,47683,475
Aug-18,33,101278,RAMESH COMPANY,EAST,CALS,40925,294
Aug-18,33,101297,AMIT IRON PVT. LTD,EAST,CALS,65537,59
Aug-18,33,101297,AMIT IRON PVT. LTD,EAST,CALS,40712,938
Aug-18,33,101383,TIKMANI STEEL TRADING CO.,EAST,CALS,40195,65
Aug-18,33,101446,BANSAL BROTHERS,NORTH,DELI,54293,45
Aug-18,33,101446,BANSAL BROTHERS,NORTH,FBAD,41031,146
Aug-18,33,102000,M/S.DHARAMVIR & BROTHERS,NORTH,LUDH,50282,99
Aug-18,33,102000,M/S.DHARAMVIR & BROTHERS,NORTH,LUDH,44476,1710
Aug-18,33,102084,DEVI DAYAL HARI KISHAN,NORTH,KANP,60647,31
Aug-18,33,102084,DEVI DAYAL HARI KISHAN,NORTH,KANP,43530,215
Aug-18,33,102153,M/S KISHAN LAL PAWAN KUMAR JAIN,NORTH,KANP,47950,713
Aug-18,33,102431,HANS RAJ STEELS,NORTH,FBAD,46946,24
Aug-18,33,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,50343,233
Aug-18,33,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,40645,343
Aug-18,33,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,45579,280
Aug-18,33,102888,THIRUPATHY STEELS,SOUTH,MADS,49230,65
Aug-18,33,102888,THIRUPATHY STEELS,SOUTH,MADS,56037,23
Aug-18,33,102888,THIRUPATHY STEELS,SOUTH,MADS,51159,20
Aug-18,33,102966,BHAGWATI STEEL SALES,NORTH,CDGH,44024,113
Aug-18,33,103092,TEJRAM RAMNIWAS AGARWAL,WEST,NPUR,50490,48
Aug-18,33,103092,TEJRAM RAMNIWAS AGARWAL,WEST,NPUR,44038,382
Aug-18,33,103092,TEJRAM RAMNIWAS AGARWAL,WEST,NPUR,47372,96
Aug-18,33,103227,BMW VENTURES LTD.,EAST,JAMS,61482,225
Aug-18,33,103227,BMW VENTURES LTD.,EAST,PATN,62286,36
Aug-18,33,103227,BMW VENTURES LTD.,EAST,JAMS,49948,29
Aug-18,33,103227,BMW VENTURES LTD.,EAST,JAMS,44448,81
Aug-18,33,103374,KAUSALYA AGENCIES,EAST,BHUB,56793,58
Aug-18,33,103423,ORISSA SMALL INDUSTRIES CORPORATION,EAST,BHUB,47675,644
Aug-18,33,103620,SILIGURI BUILDERS PVT. LTD.,EAST,CALS,45455,223
Aug-18,33,103671,BAJRANG STEEL (SALES) CORPORATION,EAST,GWAH,58661,64
Aug-18,33,104485,SANGEETA STEEL CORPORATION,NORTH,LUDH,51977,365
Aug-18,33,104485,SANGEETA STEEL CORPORATION,NORTH,LUDH,43581,1621
Aug-18,33,114602,SAHA STEEL PVT. LTD.,EAST,CALS,64796,112
Aug-18,33,114661,SHRI RAM MULTICOM,EAST,CALS,46862,814
Aug-18,33,115048,SHRI RAM SALES,EAST,JAMS,63529,93
Aug-18,33,115048,SHRI RAM SALES,EAST,JAMS,47724,761
Aug-18,33,115189,EMPIRE STEELS,NORTH,CDGH,43633,15
Aug-18,33,115190,SHEYRUB AGENCIES,NORTH,LUDH,57060,165
Aug-18,33,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,50310,1661
Aug-18,33,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,42241,1928
Aug-18,33,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,48005,619
Aug-18,33,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,48628,47
Aug-18,33,115841,O.V.S. ISPAT UDYOG,NORTH,KANP,50890,191
Aug-18,33,115841,O.V.S. ISPAT UDYOG,NORTH,KANP,43859,105
Aug-18,33,116137,PELIKAN DOSSIER PRIVATE LIMITED,NORTH,JPUR,51565,180
Aug-18,33,116137,PELIKAN DOSSIER PRIVATE LIMITED,NORTH,JPUR,45262,114
Aug-18,33,116156,FAIRDEAL STEELS PVT.LTD.,NORTH,DELI,46230,1190
Aug-18,33,116465,SRI BALAJI STEEL TRADERS,SOUTH,MADS,51686,151
Aug-18,33,116465,SRI BALAJI STEEL TRADERS,SOUTH,MADS,48251,167
Aug-18,33,116649,SAGAR STEELS,EAST,GWAH,48840,203
Aug-18,33,116649,SAGAR STEELS,EAST,GWAH,45002,480
Aug-18,33,116650,KUMMENCHERY STEELS,SOUTH,MADS,47845,46
Aug-18,33,116650,KUMMENCHERY STEELS,SOUTH,COCH,44685,114
Aug-18,33,116734,R.S. STEELS,NORTH,GBAD,50184,234
Aug-18,33,116735,RAKESH STEELS,NORTH,FBAD,49745,728
Aug-18,33,116735,RAKESH STEELS,NORTH,FBAD,43603,487
Aug-18,33,116936,PUNJAB AGRO IMPLEMENTS WORKS,NORTH,LUDH,49701,120
Aug-18,33,116936,PUNJAB AGRO IMPLEMENTS WORKS,NORTH,LUDH,44138,261
Aug-18,33,117061,BHARTIA  DISTRIBUTORS PVT. LTD.,EAST,BHUB,61694,35
Aug-18,33,117181,NEELKANTH STEEL&ALLOYS - GBAD,NORTH,DELI,44864,203
Aug-18,33,117281,MRH ASSOCIATES,NORTH,CDGH,44535,1346
Aug-18,33,117556,S C SHETTAR AND SONS,SOUTH,BANG,57779,67
Aug-18,33,117583,BIHANI ENTERPRISES,NORTH,JPUR,58862,408
Aug-18,33,117583,BIHANI ENTERPRISES,NORTH,JPUR,51530,18
Aug-18,33,119487,INDU CORPORATION PRIVATE LIMITED,WEST,BOMB,44794,493
Aug-18,33,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,49577,654
Aug-18,33,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,43299,1692
Aug-18,33,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,47318,314
Aug-18,33,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,49071,24
Aug-18,33,120961,SKM STEELS LTD,WEST,INDR,50355,386
Aug-18,33,120961,SKM STEELS LTD,WEST,INDR,43680,189
Aug-18,33,120961,SKM STEELS LTD,WEST,INDR,46329,48
Aug-18,33,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,59015,9
Aug-18,33,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,58964,28
Aug-18,33,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,57628,35
Aug-18,33,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,58388,78
Aug-18,33,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,50976,22
Aug-18,33,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,41950,195
Aug-18,33,121377,R.G.STEEL & CO.,EAST,CALS,46705,709
Aug-18,33,121899,V.N.C STEEL DISTRIBUTORS,SOUTH,MADS,45034,2880
Aug-18,33,122249,SARDA IRON & STEEL CO.,EAST,CALS,33912,163
Aug-18,33,122249,SARDA IRON & STEEL CO.,EAST,CALS,36347,121
Aug-18,33,122331,ANISH ENTERPRISE,WEST,NPUR,59711,18
Aug-18,33,122875,KRISHNA TRADERS (SHEET DIVISION),WEST,PUNE,56060,49
Aug-18,33,122963,DEVI DAYAL HARI KISHAN,WEST,INDR,63817,7
Aug-18,33,122963,DEVI DAYAL HARI KISHAN,WEST,INDR,120019,28
Aug-18,33,123052,G R GUPTA & BROS,NORTH,GBAD,57861,156
Aug-18,33,123052,G R GUPTA & BROS,NORTH,GBAD,50862,679
Aug-18,33,123052,G R GUPTA & BROS,NORTH,FBAD,40608,52
Aug-18,33,123052,G R GUPTA & BROS,NORTH,GBAD,47521,223
Aug-18,33,123052,G R GUPTA & BROS,NORTH,FBAD,40646,12
Aug-18,33,123052,G R GUPTA & BROS,NORTH,GBAD,47794,23
Aug-18,33,124762,SKM GALVA,WEST,BOMB,61501,161
Aug-18,33,124762,SKM GALVA,WEST,BOMB,59480,659
Aug-18,33,127297,M/S KISHAN LAL PAWAN KUMAR JAIN,NORTH,KANP,47504,244
Aug-18,33,128543,VIKRANT IRON PRIVATE LIMITED,NORTH,GBAD,55810,26
Aug-18,33,128543,VIKRANT IRON PRIVATE LIMITED,NORTH,GBAD,56165,26
Aug-18,33,128543,VIKRANT IRON PRIVATE LIMITED,NORTH,GBAD,45047,344
Aug-18,33,128543,VIKRANT IRON PRIVATE LIMITED,NORTH,GBAD,52948,24
Aug-18,33,136453,G.R. GUPTA & BROS.,NORTH,FBAD,60000,23
Aug-18,33,136453,G.R. GUPTA & BROS.,NORTH,FBAD,42233,875
Aug-18,33,136749,SKM STEELS LTD. (TISCON-TMT DIV.),WEST,INDR,42823,280
Aug-18,33,136818,M/S.PRABHU STEELS,SOUTH,MADS,45365,63
Aug-18,33,139244,THE INDIAN MINERAL CO ( RETAIL),SOUTH,BANG,42158,650
Aug-18,33,139336,PASA ASSOCIATES PVT. LTD.,WEST,RPUR,43958,27
Aug-18,33,140548,HINDUSTAN SALES CORPORATION,NORTH,CDGH,43680,365
Aug-18,33,141698,MANGLA SONS,NORTH,CDGH,56631,39
Aug-18,33,141698,MANGLA SONS,NORTH,CDGH,59406,107
Aug-18,33,144917,BANSAL BROTHERS,NORTH,FBAD,50898,222
Aug-18,33,144917,BANSAL BROTHERS,NORTH,FBAD,45037,174
Aug-18,33,147587,BIRMA INDUSTRIAL &,EAST,JAMS,42250,262
Aug-18,33,151727,PAUL & COMPANY STEEL MERCHANTS PRIVATE L,EAST,CALS,46921,477
Aug-18,33,153359,B.ODHAVJI  AND COMPANY,WEST,BOMB,43780,100
Aug-18,33,153587,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,41972,302
Aug-18,33,154462,TATA STEEL PROCESSING,NORTH,LUDH,52177,96
Aug-18,33,154462,TATA STEEL PROCESSING,NORTH,LUDH,45497,651
Aug-18,33,154464,TATA STEEL PROCESSING,EAST,CALS,50747,74
Aug-18,33,154464,TATA STEEL PROCESSING,EAST,CALS,48991,56
Aug-18,33,154632,TATA STEEL PROCESSING,NORTH,FBAD,53776,70
Aug-18,33,154632,TATA STEEL PROCESSING,NORTH,FBAD,58618,42
Aug-18,33,154632,TATA STEEL PROCESSING,NORTH,FBAD,43851,500
Aug-18,33,154632,TATA STEEL PROCESSING,NORTH,FBAD,49763,140
Aug-18,33,154632,TATA STEEL PROCESSING,NORTH,FBAD,39596,48
Aug-18,33,154641,TATA STEEL PROCESSING,WEST,PUNE,50922,442
Aug-18,33,154641,TATA STEEL PROCESSING,WEST,PUNE,45282,751
Aug-18,33,154641,TATA STEEL PROCESSING,WEST,PUNE,47346,72
Aug-18,33,154641,TATA STEEL PROCESSING,WEST,PUNE,47598,145
Aug-18,33,155517,R.S. BOKARO METAL (P) LTD.,EAST,JAMS,57559,89
Aug-18,33,155536,TATA STEEL PROCESSING,EAST,CALS,41059,41
Aug-18,33,155819,ANUSHKA ENTERPRISES,WEST,AMED,55684,518
Aug-18,33,158122,WRINKLE DISTRIBUTORS PVT LTD.,WEST,AMED,56942,423
Aug-18,33,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,66703,9
Aug-18,33,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,60800,162
Aug-18,33,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,45334,54
Aug-18,33,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,51745,191
Aug-18,33,161834,PSPL STEEL PROCESSORS PVT. LIMITED,EAST,JAMS,41975,586
Aug-18,33,162906,MANGLA SONS,NORTH,CDGH,62888,31
Aug-18,33,162906,MANGLA SONS,NORTH,CDGH,55549,17
Aug-18,33,163486,ROHIT & COMPANY,WEST,BOMB,49403,187
Aug-18,33,163486,ROHIT & COMPANY,WEST,BOMB,43005,1220
Aug-18,33,163486,ROHIT & COMPANY,WEST,BOMB,46552,100
Aug-18,33,163586,VATIKA TRACOM PVT. LTD.,NORTH,JPUR,44004,462
Aug-18,33,164976,B ODHAVJI & COMPANY,WEST,PUNE,55326,222
Aug-18,33,165053,SUDISA ENTERPRISES (P) LTD.,EAST,JAMS,50500,70
Aug-18,33,165505,BMW VYAPAR PRIVATE LIMITED,WEST,INDR,42526,291
Aug-18,33,165938,NORTHERN STEEL AND GENERAL MILLS PVT LTD,NORTH,DELI,45382,884
Aug-18,33,165960,NORTHERN STEEL AND GENERAL MILLS PVT LTD,NORTH,DELI,45160,1125
Aug-18,33,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,57132,3
Aug-18,33,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,48992,171
Aug-18,33,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,45165,185
Aug-18,33,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,46224,48
Aug-18,33,166137,BMW VENTURES LTD.,EAST,PATN,46319,1386
Aug-18,33,166151,BMW VENTURES LTD.,EAST,PATN,46413,2575
Aug-18,33,800549,G.K. ISPAT PVT LTD,SOUTH,SBAD,43918,250
Aug-18,33,801611,SHIVA FERRIC PVT LTD,SOUTH,BANG,45419,270
Aug-18,33,801611,SHIVA FERRIC PVT LTD,SOUTH,BANG,48000,24
Aug-18,33,804039,SM CORPORATION LTD (LA),EAST,GWAH,45557,585
Aug-18,33,804101,SM CORPORATION LTD (BV),EAST,GWAH,45501,382
Aug-18,33,813502,PASA RESOURCES PVT. LTD.,EAST,JAMS,64581,81
Aug-18,33,813502,PASA RESOURCES PVT. LTD.,EAST,JAMS,47916,1015
Aug-18,33,813776,PASA RESOURCES PRIVATE LIMITED,EAST,PATN,46995,502
Aug-18,33,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,60912,12
Aug-18,33,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,51811,135
Aug-18,33,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,44960,43
Aug-18,33,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,48850,24
Aug-18,33,817217,TATA STEEL PROCESSING,SOUTH,BANG,45148,56
Aug-18,33,817217,TATA STEEL PROCESSING,SOUTH,BANG,47138,48
Aug-18,33,817600,SAMRAT IRONS PRIVATE LIMITED (A.P.),SOUTH,SBAD,45395,1093
Aug-18,33,817765,SAMRAT IRONS PVT LTD,SOUTH,SBAD,44202,796
Aug-18,33,817901,KAUSALYA AGENCIES,SOUTH,SBAD,58927,60
Aug-18,33,817901,KAUSALYA AGENCIES,SOUTH,SBAD,68217,23
Aug-18,33,819097,BHAGWATI STEEL SALES,NORTH,CDGH,51480,245
Aug-18,33,819097,BHAGWATI STEEL SALES,NORTH,CDGH,52334,582
Aug-18,33,819097,BHAGWATI STEEL SALES,NORTH,LUDH,47545,24
Aug-18,33,822271,TATA STEEL PROCESSING,SOUTH,MADS,45743,114
Aug-18,33,822271,TATA STEEL PROCESSING,SOUTH,MADS,45824,99
Aug-18,33,822271,TATA STEEL PROCESSING,SOUTH,MADS,46413,47
Aug-18,33,826558,V.N.C. STEEL DISTRIBUTORS,SOUTH,MADS,61840,156
Aug-18,33,826773,BODHAVJI AND COMPANY,WEST,PUNE,56266,109
Aug-18,33,828300,SILIGURI BUILDERS PVT. LTD.,EAST,CALS,61395,198
Aug-18,33,830260,INDICOR STEEL PRIVATE LIMITED,SOUTH,SBAD,44321,172
Aug-18,33,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,49366,332
Aug-18,33,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,40781,208
Aug-18,33,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,41338,11
Aug-18,33,844692,BUBNA COMMERCIAL PVT LTD,EAST,CALS,55065,18
Aug-18,33,847471,AASHRAY ENTERPRISES,SOUTH,SBAD,56174,71
Aug-18,33,847544,G K ISPAT P LTD,SOUTH,SBAD,50880,23
Aug-18,33,847544,G K ISPAT P LTD,SOUTH,SBAD,45330,76
Aug-18,33,850792,DSM STEEL AND WIRES PRIVATE LIMITED,EAST,CALS,47628,71
Aug-18,33,854773,ANM ISPAT PVT LTD,WEST,AMED,50196,444
Aug-18,33,854773,ANM ISPAT PVT LTD,WEST,AMED,48472,66
Aug-18,33,861100,KARTHIK STEEL,SOUTH,MADS,48098,72
Aug-18,33,864059,AADINATH STEEL,NORTH,DELI,44949,32
Aug-18,33,864390,B K STEEL ENTERPRISES,EAST,CALS,41260,738
Aug-18,33,874324,GL KUNDU AND SONS STEEL PVT LTD,EAST,CALS,45582,782
Aug-18,33,875077,V.N.C. STEEL DISTRIBUTORS,SOUTH,MADS,45822,774
Aug-18,33,875592,KAUSALYA  AGENCIES,EAST,BHUB,44700,317
Aug-18,33,879121,DE SON MARKETING PRIVATE LIMITED,EAST,BHUB,45465,419
Aug-18,33,899060,TATA STEEL PROCESSING AND DISTR LTD,EAST,BHUB,56654,27
Aug-18,33,899926,VIJAY SHEETS & STRIPS (P) LTD,SOUTH,SBAD,60000,26
Aug-18,33,923669,SAVITRIPRAKASH PROCESSING WORKS,WEST,NPUR,43997,215
Aug-18,33,923995,M/S KISHAN LAL PAWAN KUMAR JAIN,NORTH,KANP,46502,586
Aug-18,33,924924,INDICOR STEEL PRIVATE LIMITED,SOUTH,SBAD,44536,69
Aug-18,33,925093,PSPL STEEL PROCESSORS PVT LTD,EAST,CALS,40903,250
Aug-18,33,925115,COLLATE STEEL PVT LTD,EAST,CALS,37630,65
Aug-18,33,925879,HST STEELS PRIVATE LIMITED,SOUTH,SBAD,46821,334
Aug-18,33,926346,GRG STEELS PVT. LTD.,NORTH,FBAD,49601,466
Aug-18,33,926346,GRG STEELS PVT. LTD.,NORTH,FBAD,44939,210
Aug-18,33,927878,SAMRAT IRONS PVT LTD,SOUTH,SBAD,44917,47
Aug-18,33,927881,SAMRAT IRONS PVT LTD,SOUTH,SBAD,47872,137
Aug-18,34,100237,RAMSAROOP & SONS,SOUTH,BANG,43344,144
Aug-18,34,100237,RAMSAROOP & SONS,SOUTH,BANG,45738,123
Aug-18,34,100237,RAMSAROOP & SONS,SOUTH,BANG,45498,48
Aug-18,34,100645,ROHIT & COMPANY,WEST,AMED,48373,564
Aug-18,34,100645,ROHIT & COMPANY,WEST,AMED,42312,999
Aug-18,34,100645,ROHIT & COMPANY,WEST,AMED,49344,23
Aug-18,34,100789,DELHI TRADING CORPORATION,NORTH,JPUR,45937,2329
Aug-18,34,100922,BUBNA COMMERCIAL CO.,EAST,CALS,49970,113
Aug-18,34,100922,BUBNA COMMERCIAL CO.,EAST,CALS,63598,306
Aug-18,34,100922,BUBNA COMMERCIAL CO.,EAST,CALS,68637,69
Aug-18,34,100922,BUBNA COMMERCIAL CO.,EAST,CALS,49970,90
Aug-18,34,100922,BUBNA COMMERCIAL CO.,EAST,CALS,65612,116
Aug-18,34,100985,DESON MARKETING (PVT) LTD.,EAST,CALS,47198,560
Aug-18,34,101186,NANDAN SAHA STEEL PVT. LTD.,EAST,CALS,46873,497
Aug-18,34,101278,RAMESH COMPANY,EAST,CALS,41996,1553
Aug-18,34,101297,AMIT IRON PVT. LTD,EAST,CALS,47424,254
Aug-18,34,101297,AMIT IRON PVT. LTD,EAST,CALS,43392,1008
Aug-18,34,101383,TIKMANI STEEL TRADING CO.,EAST,CALS,42744,881
Aug-18,34,101446,BANSAL BROTHERS,NORTH,DELI,35267,86
Aug-18,34,101446,BANSAL BROTHERS,NORTH,DELI,45458,96
Aug-18,34,101446,BANSAL BROTHERS,NORTH,FBAD,44426,267
Aug-18,34,102000,M/S.DHARAMVIR & BROTHERS,NORTH,LUDH,50063,79
Aug-18,34,102000,M/S.DHARAMVIR & BROTHERS,NORTH,LUDH,44524,1296
Aug-18,34,102000,M/S.DHARAMVIR & BROTHERS,NORTH,LUDH,46002,70
Aug-18,34,102084,DEVI DAYAL HARI KISHAN,NORTH,KANP,59429,235
Aug-18,34,102084,DEVI DAYAL HARI KISHAN,NORTH,KANP,44595,292
Aug-18,34,102153,M/S KISHAN LAL PAWAN KUMAR JAIN,NORTH,KANP,45641,957
Aug-18,34,102431,HANS RAJ STEELS,NORTH,FBAD,42698,1856
Aug-18,34,102431,HANS RAJ STEELS,NORTH,FBAD,48834,127
Aug-18,34,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,49634,188
