Month,Week,Account,Customer.Name,Zone,Bran,Actual NR,Actual Volume
Apr-18,13,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,43173,122
Apr-18,13,103671,BAJRANG STEEL (SALES) CORPORATION,EAST,GWAH,57033,26
Apr-18,13,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,45777,24
Apr-18,13,116735,RAKESH STEELS,NORTH,FBAD,42901,49
Apr-18,13,117556,S C SHETTAR AND SONS,SOUTH,BANG,54506,32
Apr-18,13,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,46777,23
Apr-18,13,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,43754,48
Apr-18,13,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,56749,9
Apr-18,13,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,57929,9
Apr-18,13,151727,PAUL & COMPANY STEEL MERCHANTS PRIVATE L,EAST,CALS,48160,27
Apr-18,13,154632,TATA STEEL PROCESSING,NORTH,FBAD,42000,23
Apr-18,13,154641,TATA STEEL PROCESSING,WEST,PUNE,36650,24
Apr-18,13,161834,PSPL STEEL PROCESSORS PVT. LIMITED,EAST,JAMS,41668,253
Apr-18,13,804101,SM CORPORATION LTD (BV),EAST,GWAH,46197,26
Apr-18,13,925879,HST STEELS PRIVATE LIMITED,SOUTH,SBAD,30850,24
Apr-18,14,100237,RAMSAROOP & SONS,SOUTH,BANG,56737,34
Apr-18,14,100237,RAMSAROOP & SONS,SOUTH,BANG,57282,10
Apr-18,14,100237,RAMSAROOP & SONS,SOUTH,BANG,45105,210
Apr-18,14,100237,RAMSAROOP & SONS,SOUTH,BANG,44879,75
Apr-18,14,100237,RAMSAROOP & SONS,SOUTH,BANG,44884,214
Apr-18,14,100237,RAMSAROOP & SONS,SOUTH,BANG,44500,48
Apr-18,14,100645,ROHIT & COMPANY,WEST,AMED,48569,427
Apr-18,14,100645,ROHIT & COMPANY,WEST,AMED,42401,241
Apr-18,14,100922,BUBNA COMMERCIAL CO.,EAST,CALS,55090,24
Apr-18,14,100922,BUBNA COMMERCIAL CO.,EAST,CALS,64508,56
Apr-18,14,100922,BUBNA COMMERCIAL CO.,EAST,CALS,1505,21
Apr-18,14,100922,BUBNA COMMERCIAL CO.,EAST,CALS,35839,16
Apr-18,14,100985,DESON MARKETING (PVT) LTD.,EAST,CALS,48405,215
Apr-18,14,101186,NANDAN SAHA STEEL PVT. LTD.,EAST,CALS,48775,134
Apr-18,14,101297,AMIT IRON PVT. LTD,EAST,CALS,42027,586
Apr-18,14,101446,BANSAL BROTHERS,NORTH,DELI,48865,70
Apr-18,14,101446,BANSAL BROTHERS,NORTH,FBAD,40000,23
Apr-18,14,101499,G.R. GUPTA & BROS.,NORTH,DELI,48158,24
Apr-18,14,101499,G.R. GUPTA & BROS.,NORTH,DELI,47411,105
Apr-18,14,102000,M/S.DHARAMVIR & BROTHERS,NORTH,LUDH,46541,81
Apr-18,14,102000,M/S.DHARAMVIR & BROTHERS,NORTH,LUDH,43248,330
Apr-18,14,102084,DEVI DAYAL HARI KISHAN,NORTH,KANP,60531,53
Apr-18,14,102084,DEVI DAYAL HARI KISHAN,NORTH,KANP,38862,147
Apr-18,14,102153,M/S KISHAN LAL PAWAN KUMAR JAIN,NORTH,KANP,46825,419
Apr-18,14,102431,HANS RAJ STEELS,NORTH,FBAD,40308,664
Apr-18,14,102431,HANS RAJ STEELS,NORTH,FBAD,45066,47
Apr-18,14,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,48604,176
Apr-18,14,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,40882,731
Apr-18,14,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,45331,94
Apr-18,14,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,39500,19
Apr-18,14,102888,THIRUPATHY STEELS,SOUTH,MADS,46346,23
Apr-18,14,103092,TEJRAM RAMNIWAS AGARWAL,WEST,NPUR,50210,18
Apr-18,14,103092,TEJRAM RAMNIWAS AGARWAL,WEST,NPUR,42386,183
Apr-18,14,103092,TEJRAM RAMNIWAS AGARWAL,WEST,NPUR,43260,24
Apr-18,14,103227,BMW VENTURES LTD.,EAST,JAMS,61413,174
Apr-18,14,103227,BMW VENTURES LTD.,EAST,PATN,61678,140
Apr-18,14,103227,BMW VENTURES LTD.,EAST,JAMS,42087,28
Apr-18,14,103374,KAUSALYA AGENCIES,EAST,BHUB,60097,34
Apr-18,14,103423,ORISSA SMALL INDUSTRIES CORPORATION,EAST,BHUB,47962,874
Apr-18,14,103620,SILIGURI BUILDERS PVT. LTD.,EAST,CALS,47493,311
Apr-18,14,103671,BAJRANG STEEL (SALES) CORPORATION,EAST,GWAH,60712,168
Apr-18,14,104485,SANGEETA STEEL CORPORATION,NORTH,LUDH,48214,112
Apr-18,14,104485,SANGEETA STEEL CORPORATION,NORTH,LUDH,41398,646
Apr-18,14,104485,SANGEETA STEEL CORPORATION,NORTH,LUDH,44677,75
Apr-18,14,114602,SAHA STEEL PVT. LTD.,EAST,CALS,64703,83
Apr-18,14,114661,SHRI RAM MULTICOM,EAST,CALS,48617,366
Apr-18,14,115048,SHRI RAM SALES,EAST,JAMS,63741,61
Apr-18,14,115048,SHRI RAM SALES,EAST,JAMS,48360,344
Apr-18,14,115189,EMPIRE STEELS,NORTH,CDGH,44051,30
Apr-18,14,115190,SHEYRUB AGENCIES,NORTH,LUDH,35175,29
Apr-18,14,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,48946,828
Apr-18,14,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,41072,708
Apr-18,14,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,47000,256
Apr-18,14,115841,O.V.S. ISPAT UDYOG,NORTH,KANP,48653,92
Apr-18,14,115841,O.V.S. ISPAT UDYOG,NORTH,KANP,43078,25
Apr-18,14,116137,PELIKAN DOSSIER PRIVATE LIMITED,NORTH,JPUR,49241,74
Apr-18,14,116137,PELIKAN DOSSIER PRIVATE LIMITED,NORTH,JPUR,43551,246
Apr-18,14,116156,FAIRDEAL STEELS PVT.LTD.,NORTH,DELI,41566,271
Apr-18,14,116465,SRI BALAJI STEEL TRADERS,SOUTH,MADS,46990,358
Apr-18,14,116465,SRI BALAJI STEEL TRADERS,SOUTH,MADS,42945,187
Apr-18,14,116649,SAGAR STEELS,EAST,GWAH,46920,23
Apr-18,14,116649,SAGAR STEELS,EAST,GWAH,44536,146
Apr-18,14,116650,KUMMENCHERY STEELS,SOUTH,MADS,45299,22
Apr-18,14,116650,KUMMENCHERY STEELS,SOUTH,COCH,47168,61
Apr-18,14,116734,R.S. STEELS,NORTH,GBAD,48118,249
Apr-18,14,116734,R.S. STEELS,NORTH,GBAD,45643,17
Apr-18,14,116735,RAKESH STEELS,NORTH,FBAD,57173,11
Apr-18,14,116735,RAKESH STEELS,NORTH,FBAD,49736,59
Apr-18,14,116735,RAKESH STEELS,NORTH,FBAD,48711,505
Apr-18,14,116735,RAKESH STEELS,NORTH,FBAD,40886,938
Apr-18,14,116735,RAKESH STEELS,NORTH,FBAD,44661,98
Apr-18,14,116936,PUNJAB AGRO IMPLEMENTS WORKS,NORTH,LUDH,47962,53
Apr-18,14,116936,PUNJAB AGRO IMPLEMENTS WORKS,NORTH,LUDH,43671,517
Apr-18,14,117061,BHARTIA  DISTRIBUTORS PVT. LTD.,EAST,BHUB,55731,19
Apr-18,14,117061,BHARTIA  DISTRIBUTORS PVT. LTD.,EAST,BHUB,62520,37
Apr-18,14,117061,BHARTIA  DISTRIBUTORS PVT. LTD.,EAST,BHUB,55419,21
Apr-18,14,117181,NEELKANTH STEEL&ALLOYS - GBAD,NORTH,DELI,46973,348
Apr-18,14,117281,MRH ASSOCIATES,NORTH,CDGH,46841,252
Apr-18,14,117556,S C SHETTAR AND SONS,SOUTH,BANG,54829,33
Apr-18,14,117583,BIHANI ENTERPRISES,NORTH,JPUR,61184,120
Apr-18,14,117583,BIHANI ENTERPRISES,NORTH,JPUR,46676,23
Apr-18,14,119487,INDU CORPORATION PRIVATE LIMITED,WEST,BOMB,45259,161
Apr-18,14,120296,MAHARASHTRA METAL INDUSTRIES PVT LTD,WEST,BOMB,55229,49
Apr-18,14,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,49796,315
Apr-18,14,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,40665,309
Apr-18,14,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,44901,299
Apr-18,14,120612,SKM STEELS LIMITED(CRCADIVISION),WEST,BOMB,47071,72
Apr-18,14,120961,SKM STEELS LTD,WEST,INDR,48348,164
Apr-18,14,120961,SKM STEELS LTD,WEST,INDR,43324,135
Apr-18,14,120961,SKM STEELS LTD,WEST,INDR,38155,140
Apr-18,14,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,51574,17
Apr-18,14,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,53102,144
Apr-18,14,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,58917,9
Apr-18,14,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,47385,33
Apr-18,14,121328,RS BOKARO METAL (P) LTD.,EAST,JAMS,41353,956
Apr-18,14,121377,R.G.STEEL & CO.,EAST,CALS,48403,309
Apr-18,14,121899,V.N.C STEEL DISTRIBUTORS,SOUTH,MADS,46686,688
Apr-18,14,122331,ANISH ENTERPRISE,WEST,NPUR,57746,26
Apr-18,14,122963,DEVI DAYAL HARI KISHAN,WEST,INDR,56412,150
Apr-18,14,123052,G R GUPTA & BROS,NORTH,GBAD,57660,78
Apr-18,14,123052,G R GUPTA & BROS,NORTH,GBAD,57305,283
Apr-18,14,123052,G R GUPTA & BROS,NORTH,FBAD,48035,186
Apr-18,14,123052,G R GUPTA & BROS,NORTH,GBAD,47982,557
Apr-18,14,123052,G R GUPTA & BROS,NORTH,GBAD,43303,52
Apr-18,14,123052,G R GUPTA & BROS,NORTH,GBAD,45713,24
Apr-18,14,124762,SKM GALVA,WEST,BOMB,56519,21
Apr-18,14,124762,SKM GALVA,WEST,BOMB,55207,126
Apr-18,14,127297,M/S KISHAN LAL PAWAN KUMAR JAIN,NORTH,KANP,51130,215
Apr-18,14,128543,VIKRANT IRON PRIVATE LIMITED,NORTH,GBAD,57924,88
Apr-18,14,128543,VIKRANT IRON PRIVATE LIMITED,NORTH,GBAD,46160,57
Apr-18,14,128543,VIKRANT IRON PRIVATE LIMITED,NORTH,GBAD,45760,273
Apr-18,14,136453,G.R. GUPTA & BROS.,NORTH,FBAD,48762,163
Apr-18,14,136453,G.R. GUPTA & BROS.,NORTH,GBAD,41940,25
Apr-18,14,139244,THE INDIAN MINERAL CO ( RETAIL),SOUTH,BANG,46806,129
Apr-18,14,139336,PASA ASSOCIATES PVT. LTD.,WEST,RPUR,45700,379
Apr-18,14,139336,PASA ASSOCIATES PVT. LTD.,WEST,RPUR,42698,83
Apr-18,14,140548,HINDUSTAN SALES CORPORATION,NORTH,CDGH,45137,345
Apr-18,14,141698,MANGLA SONS,NORTH,CDGH,52816,70
Apr-18,14,141698,MANGLA SONS,NORTH,CDGH,39085,106
Apr-18,14,144917,BANSAL BROTHERS,NORTH,FBAD,48621,47
Apr-18,14,147587,BIRMA INDUSTRIAL &,EAST,JAMS,41463,339
Apr-18,14,151727,PAUL & COMPANY STEEL MERCHANTS PRIVATE L,EAST,CALS,49059,229
Apr-18,14,153359,B.ODHAVJI  AND COMPANY,WEST,BOMB,41864,52
Apr-18,14,153359,B.ODHAVJI  AND COMPANY,WEST,PUNE,42275,183
Apr-18,14,153587,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,PUNE,41670,55
Apr-18,14,154462,TATA STEEL PROCESSING,NORTH,LUDH,52113,167
Apr-18,14,154462,TATA STEEL PROCESSING,NORTH,LUDH,41200,638
Apr-18,14,154464,TATA STEEL PROCESSING,EAST,CALS,49444,53
Apr-18,14,154632,TATA STEEL PROCESSING,NORTH,FBAD,53955,33
Apr-18,14,154632,TATA STEEL PROCESSING,NORTH,FBAD,43266,80
Apr-18,14,154632,TATA STEEL PROCESSING,NORTH,FBAD,43618,207
Apr-18,14,154632,TATA STEEL PROCESSING,NORTH,FBAD,46257,116
Apr-18,14,154641,TATA STEEL PROCESSING,WEST,PUNE,45216,439
Apr-18,14,154641,TATA STEEL PROCESSING,WEST,PUNE,43840,423
Apr-18,14,154641,TATA STEEL PROCESSING,WEST,PUNE,46680,93
Apr-18,14,155517,R.S. BOKARO METAL (P) LTD.,EAST,JAMS,50079,97
Apr-18,14,155536,TATA STEEL PROCESSING,EAST,CALS,49915,23
Apr-18,14,155819,ANUSHKA ENTERPRISES,WEST,AMED,40381,115
Apr-18,14,158122,WRINKLE DISTRIBUTORS PVT LTD.,WEST,AMED,57635,74
Apr-18,14,160245,M/S SHREE SALES,WEST,NPUR,60170,49
Apr-18,14,160245,M/S SHREE SALES,WEST,RPUR,59183,12
Apr-18,14,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,57306,12
Apr-18,14,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,58028,22
Apr-18,14,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,48390,379
Apr-18,14,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,51200,44
Apr-18,14,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,38765,47
Apr-18,14,161312,GOVINDARAJA MUDALIAR SONS PVT LTD,SOUTH,MADS,45579,46
Apr-18,14,161834,PSPL STEEL PROCESSORS PVT. LIMITED,EAST,JAMS,42199,309
Apr-18,14,162906,MANGLA SONS,NORTH,CDGH,50163,73
Apr-18,14,163486,ROHIT & COMPANY,WEST,BOMB,49313,387
Apr-18,14,163486,ROHIT & COMPANY,WEST,BOMB,43193,468
Apr-18,14,163486,ROHIT & COMPANY,WEST,BOMB,46267,188
Apr-18,14,163486,ROHIT & COMPANY,WEST,BOMB,46475,71
Apr-18,14,163586,VATIKA TRACOM PVT. LTD.,NORTH,JPUR,42511,716
Apr-18,14,164976,B ODHAVJI & COMPANY,WEST,PUNE,55472,56
Apr-18,14,165053,SUDISA ENTERPRISES (P) LTD.,EAST,JAMS,52557,9
Apr-18,14,165053,SUDISA ENTERPRISES (P) LTD.,EAST,JAMS,52557,24
Apr-18,14,165053,SUDISA ENTERPRISES (P) LTD.,EAST,JAMS,48744,93
Apr-18,14,165053,SUDISA ENTERPRISES (P) LTD.,EAST,JAMS,47111,19
Apr-18,14,165505,BMW VYAPAR PRIVATE LIMITED,WEST,INDR,42207,166
Apr-18,14,165873,FAIRDEAL ENTERPRISES,NORTH,LUDH,55672,20
Apr-18,14,165938,NORTHERN STEEL AND GENERAL MILLS PVT LTD,NORTH,DELI,46992,142
Apr-18,14,165960,NORTHERN STEEL AND GENERAL MILLS PVT LTD,NORTH,DELI,47048,143
Apr-18,14,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,47291,139
Apr-18,14,165992,G.K.ISPAT PVT. LTD.,SOUTH,BANG,44935,406
Apr-18,14,166137,BMW VENTURES LTD.,EAST,PATN,47039,88
Apr-18,14,166151,BMW VENTURES LTD.,EAST,PATN,47106,44
Apr-18,14,800549,G.K. ISPAT PVT LTD,SOUTH,BANG,46071,88
Apr-18,14,801611,SHIVA FERRIC PVT LTD,SOUTH,BANG,44466,517
Apr-18,14,804036,SM CORPORATION LTD (UA),EAST,GWAH,46754,259
Apr-18,14,804039,SM CORPORATION LTD (LA),EAST,GWAH,47120,55
Apr-18,14,813502,PASA RESOURCES PVT. LTD.,EAST,JAMS,64166,125
Apr-18,14,813502,PASA RESOURCES PVT. LTD.,EAST,JAMS,49264,682
Apr-18,14,813776,PASA RESOURCES PRIVATE LIMITED,EAST,PATN,48033,315
Apr-18,14,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,58489,239
Apr-18,14,814077,TATA STEEL PROCESSING & DISTRIBUTION LTD,NORTH,GBAD,49460,47
Apr-18,14,817379,VIJAY SHEETS AND STRIPS PVT LTD,SOUTH,SBAD,47016,439
Apr-18,14,817901,KAUSALYA AGENCIES,SOUTH,SBAD,57747,134
Apr-18,14,819097,BHAGWATI STEEL SALES,NORTH,CDGH,43943,11
Apr-18,14,819097,BHAGWATI STEEL SALES,NORTH,CDGH,54404,10
Apr-18,14,819097,BHAGWATI STEEL SALES,NORTH,CDGH,49380,296
Apr-18,14,819097,BHAGWATI STEEL SALES,NORTH,CDGH,41369,149
Apr-18,14,822271,TATA STEEL PROCESSING,SOUTH,MADS,45762,139
Apr-18,14,826216,G K ISPAT PRIVATE LIMITED,SOUTH,SBAD,44632,70
Apr-18,14,826558,V.N.C. STEEL DISTRIBUTORS,SOUTH,MADS,62674,28
Apr-18,14,826773,BODHAVJI AND COMPANY,WEST,PUNE,58873,57
Apr-18,14,828300,SILIGURI BUILDERS PVT. LTD.,EAST,CALS,63669,55
Apr-18,14,830260,INDICOR STEEL PRIVATE LIMITED,SOUTH,SBAD,52474,23
Apr-18,14,830260,INDICOR STEEL PRIVATE LIMITED,SOUTH,SBAD,44231,491
Apr-18,14,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,60992,13
Apr-18,14,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,48060,599
Apr-18,14,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,41972,880
Apr-18,14,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,45251,71
Apr-18,14,831432,FERRO STEEL SOLUTIONS,NORTH,FBAD,45000,24
Apr-18,14,847471,AASHRAY ENTERPRISES,SOUTH,SBAD,55977,80
Apr-18,14,847544,G K ISPAT P LTD,SOUTH,SBAD,47781,258
Apr-18,14,847544,G K ISPAT P LTD,SOUTH,SBAD,41698,225
Apr-18,14,850792,DSM STEEL AND WIRES PRIVATE LIMITED,EAST,CALS,48272,49
Apr-18,14,852589,ASHOK HARDWARE AND STEEL MART,EAST,GWAH,68942,17
Apr-18,14,854773,ANM ISPAT PVT LTD,WEST,AMED,49072,157
Apr-18,14,854773,ANM ISPAT PVT LTD,WEST,AMED,42090,443
Apr-18,14,854773,ANM ISPAT PVT LTD,WEST,AMED,46244,46
Apr-18,14,861100,KARTHIK STEEL,SOUTH,MADS,46272,74
Apr-18,14,867363,MARJING COMMERCE PVT LTD,EAST,GWAH,46463,58
Apr-18,14,874324,GL KUNDU AND SONS STEEL PVT LTD,EAST,CALS,47802,277
Apr-18,14,875077,V.N.C. STEEL DISTRIBUTORS,SOUTH,MADS,47292,357
Apr-18,14,875592,KAUSALYA  AGENCIES,EAST,BHUB,45617,104
Apr-18,14,879121,DE SON MARKETING PRIVATE LIMITED,EAST,BHUB,45642,356
Apr-18,14,879490,M/S. MANGLA SONS,NORTH,FBAD,55598,11
Apr-18,14,899060,TATA STEEL PROCESSING AND DISTR LTD,EAST,BHUB,42262,28
Apr-18,14,899926,VIJAY SHEETS & STRIPS (P) LTD,SOUTH,SBAD,44531,24
Apr-18,14,901635,INTEGRAL VYAPAR PVT LTD,EAST,BHUB,42822,73
Apr-18,14,904599,SHREE SAI KRISHNA STEELS,SOUTH,SBAD,58090,114
Apr-18,14,923669,SAVITRIPRAKASH PROCESSING WORKS,WEST,NPUR,44784,149
Apr-18,14,923995,M/S KISHAN LAL PAWAN KUMAR JAIN,NORTH,KANP,51032,325
Apr-18,14,924924,INDICOR STEEL PRIVATE LIMITED,SOUTH,SBAD,57741,43
Apr-18,14,924924,INDICOR STEEL PRIVATE LIMITED,SOUTH,SBAD,46756,287
Apr-18,14,925879,HST STEELS PRIVATE LIMITED,SOUTH,SBAD,43247,374
Apr-18,14,926346,GRG STEELS PVT. LTD.,NORTH,FBAD,48529,210
Apr-18,14,926480,B.ODHAVJI AND COMPANY,WEST,BOMB,43680,53
Apr-18,14,927116,G.WILLIAMS FABRICATIONS LTD,NORTH,FBAD,41893,249
Apr-18,14,927116,G.WILLIAMS FABRICATIONS LTD,NORTH,FBAD,44950,24
Apr-18,15,100237,RAMSAROOP & SONS,SOUTH,BANG,57288,176
Apr-18,15,100237,RAMSAROOP & SONS,SOUTH,BANG,48033,457
Apr-18,15,100237,RAMSAROOP & SONS,SOUTH,BANG,45499,306
Apr-18,15,100645,ROHIT & COMPANY,WEST,AMED,58076,76
Apr-18,15,100645,ROHIT & COMPANY,WEST,AMED,48164,446
Apr-18,15,100645,ROHIT & COMPANY,WEST,AMED,42003,128
Apr-18,15,100789,DELHI TRADING CORPORATION,NORTH,JPUR,46344,486
Apr-18,15,100922,BUBNA COMMERCIAL CO.,EAST,CALS,63657,145
Apr-18,15,100922,BUBNA COMMERCIAL CO.,EAST,CALS,51880,48
Apr-18,15,100922,BUBNA COMMERCIAL CO.,EAST,CALS,57296,49
Apr-18,15,100985,DESON MARKETING (PVT) LTD.,EAST,CALS,48012,816
Apr-18,15,101186,NANDAN SAHA STEEL PVT. LTD.,EAST,CALS,48365,791
Apr-18,15,101278,RAMESH COMPANY,EAST,CALS,41490,414
Apr-18,15,101297,AMIT IRON PVT. LTD,EAST,CALS,50467,48
Apr-18,15,101297,AMIT IRON PVT. LTD,EAST,CALS,41164,1766
Apr-18,15,101383,TIKMANI STEEL TRADING CO.,EAST,CALS,40613,52
Apr-18,15,101446,BANSAL BROTHERS,NORTH,DELI,48462,116
Apr-18,15,101446,BANSAL BROTHERS,NORTH,FBAD,44100,14
Apr-18,15,101446,BANSAL BROTHERS,NORTH,DELI,43150,24
Apr-18,15,101499,G.R. GUPTA & BROS.,NORTH,DELI,48946,24
Apr-18,15,101499,G.R. GUPTA & BROS.,NORTH,DELI,47510,25
Apr-18,15,102000,M/S.DHARAMVIR & BROTHERS,NORTH,LUDH,49141,47
Apr-18,15,102000,M/S.DHARAMVIR & BROTHERS,NORTH,LUDH,45913,619
Apr-18,15,102084,DEVI DAYAL HARI KISHAN,NORTH,KANP,64190,68
Apr-18,15,102084,DEVI DAYAL HARI KISHAN,NORTH,KANP,42022,368
Apr-18,15,102153,M/S KISHAN LAL PAWAN KUMAR JAIN,NORTH,KANP,47371,700
Apr-18,15,102431,HANS RAJ STEELS,NORTH,FBAD,53220,92
Apr-18,15,102431,HANS RAJ STEELS,NORTH,FBAD,46074,71
Apr-18,15,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,49074,293
Apr-18,15,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,42115,233
Apr-18,15,102457,SANJEEV INDUSTRIAL CORPORATION,NORTH,FBAD,44992,95
Apr-18,15,102888,THIRUPATHY STEELS,SOUTH,MADS,48963,248
Apr-18,15,102888,THIRUPATHY STEELS,SOUTH,MADS,56046,89
Apr-18,15,103092,TEJRAM RAMNIWAS AGARWAL,WEST,NPUR,40813,158
Apr-18,15,103092,TEJRAM RAMNIWAS AGARWAL,WEST,NPUR,44171,71
Apr-18,15,103227,BMW VENTURES LTD.,EAST,JAMS,57409,47
Apr-18,15,103227,BMW VENTURES LTD.,EAST,JAMS,63663,721
Apr-18,15,103227,BMW VENTURES LTD.,EAST,PATN,64688,27
Apr-18,15,103227,BMW VENTURES LTD.,EAST,JAMS,71067,22
Apr-18,15,103227,BMW VENTURES LTD.,EAST,JAMS,57523,68
Apr-18,15,103227,BMW VENTURES LTD.,EAST,JAMS,63222,17
Apr-18,15,103227,BMW VENTURES LTD.,EAST,JAMS,48651,136
Apr-18,15,103227,BMW VENTURES LTD.,EAST,JAMS,45078,209
Apr-18,15,103227,BMW VENTURES LTD.,EAST,PATN,42292,28
Apr-18,15,103374,KAUSALYA AGENCIES,EAST,BHUB,63304,150
Apr-18,15,103423,ORISSA SMALL INDUSTRIES CORPORATION,EAST,BHUB,48278,1352
Apr-18,15,103620,SILIGURI BUILDERS PVT. LTD.,EAST,CALS,47820,867
Apr-18,15,103671,BAJRANG STEEL (SALES) CORPORATION,EAST,GWAH,55997,8
Apr-18,15,103671,BAJRANG STEEL (SALES) CORPORATION,EAST,GWAH,62492,230
Apr-18,15,103671,BAJRANG STEEL (SALES) CORPORATION,EAST,GWAH,58917,16
Apr-18,15,104485,SANGEETA STEEL CORPORATION,NORTH,LUDH,48798,369
Apr-18,15,104485,SANGEETA STEEL CORPORATION,NORTH,LUDH,47661,486
Apr-18,15,104485,SANGEETA STEEL CORPORATION,NORTH,LUDH,44611,26
Apr-18,15,114602,SAHA STEEL PVT. LTD.,EAST,CALS,64794,360
Apr-18,15,114661,SHRI RAM MULTICOM,EAST,CALS,48628,1009
Apr-18,15,115048,SHRI RAM SALES,EAST,JAMS,64543,135
Apr-18,15,115048,SHRI RAM SALES,EAST,JAMS,48708,231
Apr-18,15,115190,SHEYRUB AGENCIES,NORTH,LUDH,57954,118
Apr-18,15,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,45840,356
Apr-18,15,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,42333,1447
Apr-18,15,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,46872,304
Apr-18,15,115806,NARESH STEEL INDUSTRIES PVT. LTD.,WEST,BOMB,48021,12
Apr-18,15,115841,O.V.S. ISPAT UDYOG,NORTH,KANP,49230,132
Apr-18,15,115841,O.V.S. ISPAT UDYOG,NORTH,KANP,42017,145
Apr-18,15,115841,O.V.S. ISPAT UDYOG,NORTH,KANP,45509,24
Apr-18,15,116137,PELIKAN DOSSIER PRIVATE LIMITED,NORTH,JPUR,49335,138
Apr-18,15,116137,PELIKAN DOSSIER PRIVATE LIMITED,NORTH,JPUR,46723,123
Apr-18,15,116156,FAIRDEAL STEELS PVT.LTD.,NORTH,DELI,45798,454
Apr-18,15,116156,FAIRDEAL STEELS PVT.LTD.,NORTH,DELI,44611,48
Apr-18,15,116465,SRI BALAJI STEEL TRADERS,SOUTH,MADS,49081,608
Apr-18,15,116465,SRI BALAJI STEEL TRADERS,SOUTH,MADS,50708,230
Apr-18,15,116649,SAGAR STEELS,EAST,GWAH,53505,15
Apr-18,15,116649,SAGAR STEELS,EAST,GWAH,47354,122
Apr-18,15,116649,SAGAR STEELS,EAST,GWAH,40428,115
Apr-18,15,116650,KUMMENCHERY STEELS,SOUTH,COCH,54619,12
Apr-18,15,116650,KUMMENCHERY STEELS,SOUTH,COCH,55830,23
Apr-18,15,116650,KUMMENCHERY STEELS,SOUTH,MADS,55876,69
Apr-18,15,116650,KUMMENCHERY STEELS,SOUTH,MADS,46769,117
Apr-18,15,116650,KUMMENCHERY STEELS,SOUTH,COCH,44535,301
Apr-18,15,116734,R.S. STEELS,NORTH,GBAD,48202,420
Apr-18,15,116734,R.S. STEELS,NORTH,GBAD,41940,184
Apr-18,15,116735,RAKESH STEELS,NORTH,FBAD,57127,12
Apr-18,15,116735,RAKESH STEELS,NORTH,FBAD,48932,47
Apr-18,15,116735,RAKESH STEELS,NORTH,FBAD,49047,297
Apr-18,15,116735,RAKESH STEELS,NORTH,FBAD,43327,222
Apr-18,15,116735,RAKESH STEELS,NORTH,FBAD,46999,94
Apr-18,15,116936,PUNJAB AGRO IMPLEMENTS WORKS,NORTH,LUDH,48437,51
Apr-18,15,116936,PUNJAB AGRO IMPLEMENTS WORKS,NORTH,LUDH,47969,101
Apr-18,15,117061,BHARTIA  DISTRIBUTORS PVT. LTD.,EAST,BHUB,55718,107
Apr-18,15,117061,BHARTIA  DISTRIBUTORS PVT. LTD.,EAST,BHUB,64742,53
Apr-18,15,117181,NEELKANTH STEEL&ALLOYS - GBAD,NORTH,DELI,47066,409
