,Material No,Matl Group,MG 1,MG 2,MG 3,WidthXThk,PROFILE,COLOUR,LOCK MAKE,Design
510,1293598,1,0,0,1,118,0,7,6,E01
511,1283144,1,0,0,1,317,0,7,6,E02
512,1297942,1,0,0,1,118,0,7,6,E18
513,1292066,1,0,0,1,51,0,7,12,E32
514,1291955,1,0,0,1,151,0,7,6,E32
515,1293180,1,1,1,1,786,10,0,6,PLAINWOOD
516,1298043,1,0,0,1,51,0,3,6,E01
517,1233158,0,1,1,1,786,0,16,15,PLAINSTEEL
518,1293179,1,1,1,1,786,10,0,6,PLAINWOOD
519,1208551,1,1,1,1,786,0,1,6,
520,1298063,1,0,0,1,776,0,1,12,E32
521,1279628,1,0,0,1,51,0,7,6,E01
522,1279629,1,0,0,1,51,0,7,6,E01
523,1297948,1,1,1,1,776,0,1,6,PLAINWOOD
524,1283206,1,1,1,1,786,12,25,6,PLAINSTEEL
525,1283207,1,1,1,1,786,12,25,6,PLAINSTEEL
526,1297949,1,1,1,1,776,0,1,6,PLAINWOOD
527,1233054,0,1,1,1,786,0,7,15,PLAINWOOD
528,1256292,1,1,1,1,591,0,7,6,PLAINWOOD
529,1298064,1,0,0,1,776,0,1,12,E32
530,1265561,1,1,1,1,51,0,25,21,PLAINSTEEL
531,1233393,0,1,1,1,175,0,7,6,E18
532,1293641,1,1,1,1,776,10,0,6,PLAINWOOD
533,1258307,1,0,0,1,175,0,16,12,PLAINSTEEL
534,1293610,1,0,0,1,51,2,7,12,E32
535,1293611,1,0,0,1,51,2,7,12,E32
536,1283198,1,1,1,1,786,12,1,6,PLAINWOOD
537,1283204,1,1,1,1,786,12,7,6,PLAINWOOD
538,1293640,1,1,1,1,776,10,0,6,PLAINWOOD
539,1233408,0,1,1,1,599,0,1,6,PLAINWOOD
540,1303956,1,0,0,1,317,0,0,12,E01
541,1233418,0,1,1,1,776,0,7,6,E01
542,1271289,1,1,1,1,822,0,0,6,PLAINWOOD
543,1207886,1,1,1,1,765,0,7,6,E32
544,1235028,0,1,1,1,762,0,16,15,PLAINSTEEL
545,1267846,1,1,1,1,599,0,0,6,PLAINWOOD
546,1271290,1,1,1,1,822,0,0,6,PLAINWOOD
547,1279415,1,0,0,1,185,0,8,6,E01
548,1279583,1,1,1,1,765,0,7,6,E32
549,1265486,1,1,1,1,175,0,30,6,PLAINSTEEL
550,1278129,1,0,0,1,185,7,7,12,E32
551,1278234,1,0,0,1,185,0,8,12,E05
552,1278391,1,0,0,1,197,8,7,6,PLAINWOOD
553,1279720,1,0,0,1,776,0,8,6,E32
554,1283002,1,1,1,1,185,0,0,6,PLAINWOOD
555,1283290,1,0,0,1,317,0,0,12,E18
556,1293168,1,1,1,1,185,2,25,6,PLAINSTEEL
557,1293207,1,1,1,1,542,0,25,6,PLAINSTEEL
558,1293229,1,0,0,1,175,0,1,12,E02
559,1293230,1,0,0,1,175,0,1,12,E02
560,1208494,1,1,1,1,786,0,0,21,
561,1233421,0,1,1,1,175,0,8,6,E18
562,1234758,0,1,1,1,599,0,8,6,PLAINWOOD
563,1234956,0,1,1,1,552,0,1,21,PLAINWOOD
564,1225361,0,1,1,1,765,0,8,6,PLAINWOOD
565,1238712,1,1,1,1,175,1,8,6,E01
566,1258383,1,1,1,1,317,0,7,6,E32
567,1265473,1,1,1,1,175,0,1,21,PLAINWOOD
568,1265485,1,1,1,1,175,0,19,6,PLAINSTEEL
569,1278205,1,0,0,1,175,0,7,13,E32
570,1278213,1,0,0,1,317,0,1,12,PLAINWOOD
571,1278328,1,0,0,1,317,0,1,12,E01
572,1278329,1,0,0,1,317,0,1,12,E01
573,1279547,1,0,0,1,317,0,8,12,E01
574,1282949,1,0,0,1,323,0,25,12,PLAINSTEEL
575,1293125,1,0,0,1,219,0,8,12,E18
576,1293126,1,0,0,1,219,0,8,12,E18
577,1293224,1,0,0,1,175,0,8,12,E05
578,1293225,1,0,0,1,175,0,1,12,E05
579,1293643,1,0,0,1,317,0,8,12,E32
580,1298336,1,0,0,1,317,0,8,12,PLAINWOOD
581,1303601,1,0,0,1,317,0,7,12,E18
582,1208628,1,1,1,1,786,0,0,6,
583,1227209,0,1,1,1,185,0,7,6,E01
584,1255992,1,1,1,1,822,0,8,6,PLAINWOOD
585,1256009,1,1,1,1,822,0,8,6,PLAINWOOD
586,1263291,1,1,1,1,776,0,7,21,PLAINWOOD
587,1269275,1,1,1,1,776,0,7,6,PLAINWOOD
588,1271389,1,1,1,1,776,0,7,6,PLAINWOOD
589,1278212,1,0,0,1,185,0,7,12,PLAINWOOD
590,1278285,1,0,0,1,219,0,25,12,PLAINSTEEL
591,1278289,1,0,0,1,175,0,0,12,E32
592,1278323,1,0,0,1,776,0,8,12,E32
593,1278365,1,0,0,1,317,0,8,6,E18
594,1278378,1,1,1,1,776,0,0,6,E18
595,1279434,1,0,0,1,185,0,1,6,E32
596,1279467,1,0,0,1,175,0,8,12,E18
597,1279489,1,1,1,1,317,0,7,6,E01
598,1279512,1,0,0,1,786,0,7,12,E18
599,1279550,1,1,1,1,47,0,7,6,E32
600,1279591,1,1,1,1,786,0,8,6,E32
601,1279645,1,0,0,1,776,0,7,12,E18
602,1292009,1,0,0,1,175,2,8,12,E01
603,1293226,1,0,0,1,175,0,8,12,E05
604,1293236,1,0,0,1,776,0,8,6,E18
605,1293577,1,0,0,1,12,0,1,12,E18
606,1297937,1,1,1,1,323,0,25,6,PLAINSTEEL
607,1297938,1,1,1,1,323,0,25,6,PLAINSTEEL
608,1303660,1,0,0,1,175,0,0,12,E01
609,1208683,1,1,1,1,552,0,8,6,
610,1234605,0,1,1,1,118,0,16,6,PLAINSTEEL
611,1234960,0,1,1,1,776,0,1,21,PLAINWOOD
612,1225850,0,1,1,1,774,0,7,6,E32
613,1226446,0,1,1,1,173,0,7,6,E32
614,1238665,1,1,1,1,765,1,7,6,PLAINWOOD
615,1258351,1,1,1,1,185,0,1,21,PLAINWOOD
616,1266904,1,1,1,1,118,0,19,6,PLAINSTEEL
617,1266954,1,1,1,1,185,0,1,21,E32
618,1271126,1,0,0,1,51,0,1,12,E18
619,1278079,1,0,0,1,786,0,25,12,PLAINSTEEL
620,1278104,1,0,0,1,820,0,7,6,E32
621,1278133,1,0,0,1,175,0,7,12,E32
622,1278157,1,0,0,1,118,0,0,6,E32
623,1278331,1,0,0,1,327,0,7,12,E32
624,1278367,1,0,0,1,317,0,8,6,E18
625,1279432,1,1,1,1,185,0,7,6,E01
626,1279485,1,1,1,1,51,0,19,6,PLAINSTEEL
627,1279527,1,0,0,1,185,0,1,7,E32
628,1279578,1,0,0,1,776,0,7,12,E32
629,1279599,1,0,0,1,51,0,1,6,E18
630,1279655,1,1,1,1,776,0,0,6,E01
631,1279659,1,0,0,1,776,0,0,6,PLAINWOOD
632,1279764,1,0,0,1,185,0,1,12,E18
633,1283007,1,0,0,1,776,0,0,12,E32
634,1283069,1,1,1,1,786,10,8,6,PLAINWOOD
635,1291780,1,0,0,1,185,0,0,12,E01
636,1291917,1,1,1,1,126,0,1,6,E18
637,1292040,1,0,0,1,197,9,7,12,E32
638,1293331,1,0,0,1,185,2,7,12,E05
639,1293449,1,0,0,1,118,0,8,6,E02
640,1293463,1,0,0,1,765,0,7,6,E05
641,1293507,1,0,0,1,776,0,1,6,E18
642,1293532,1,1,1,1,721,0,7,21,PLAINWOOD
643,1297924,1,0,0,1,175,0,1,13,E18
644,1298041,1,1,1,1,776,0,7,7,PLAINWOOD
645,1298097,1,0,0,1,175,0,1,12,E01
646,1298323,1,1,1,1,547,0,1,6,PLAINWOOD
647,1301836,1,0,0,1,776,0,7,6,E01
648,1302029,1,0,0,1,175,0,7,7,E32
649,1303693,1,0,0,1,317,0,1,12,E32
650,1307988,1,0,0,1,317,0,7,13,E18
651,1308226,1,0,0,1,175,0,3,12,E01
652,1207876,1,1,1,1,118,0,7,6,E32
653,1208785,1,1,1,1,51,0,7,6,E05
654,1233203,0,1,1,1,51,0,8,6,PLAINWOOD
655,1233239,0,1,1,1,552,0,8,6,PLAINWOOD
656,1233506,0,1,1,1,599,0,3,6,PLAINWOOD
657,1234938,0,1,1,1,786,0,16,21,PLAINSTEEL
658,1226493,0,1,1,1,776,0,16,15,PLAINSTEEL
659,1226629,0,1,1,1,552,0,8,14,PLAINWOOD
660,1238740,1,1,1,1,51,1,8,6,E32
661,1238742,1,1,1,1,776,1,0,6,E32
662,1256058,1,1,1,1,118,0,8,6,PLAINWOOD
663,1258321,1,0,0,1,185,0,7,12,E32
664,1302030,1,0,0,1,765,0,19,6,PLAINSTEEL
665,1259874,1,1,1,1,185,0,0,21,PLAINWOOD
666,1259878,1,1,1,1,175,0,7,21,PLAINWOOD
667,1265540,1,1,1,1,776,0,8,21,PLAINWOOD
668,1266727,1,1,1,1,317,0,8,6,PLAINWOOD
669,1269376,1,1,1,1,118,0,0,6,E18
670,1269377,1,1,1,1,118,0,0,6,E18
671,1269378,1,1,1,1,776,0,7,6,E05
672,1271270,1,0,0,1,317,0,8,6,E02
673,1271301,1,0,0,1,317,0,1,6,E05
674,1271319,1,0,0,1,765,0,25,12,PLAINSTEEL
675,1278071,1,0,0,1,175,0,3,12,E18
676,1278184,1,0,0,1,185,9,1,6,E18
677,1278221,1,0,0,1,175,0,7,6,E05
678,1278222,1,0,0,1,185,0,1,6,E18
679,1278226,1,1,1,1,185,0,25,6,PLAINSTEEL
680,1278227,1,1,1,1,185,0,25,6,PLAINSTEEL
681,1278253,1,0,0,1,317,0,0,6,E01
682,1278299,1,0,0,1,185,0,7,6,E32
683,1278347,1,0,0,1,175,0,1,6,E32
684,1278360,1,0,0,1,175,0,0,6,E32
685,1278381,1,1,1,1,776,0,0,6,E18
686,1278438,1,0,0,1,175,0,8,6,E02
687,1279401,1,0,0,1,51,0,7,6,E02
688,1279439,1,0,0,1,51,0,25,12,PLAINSTEEL
689,1279492,1,0,0,1,776,0,19,6,PLAINSTEEL
690,1279506,1,0,0,1,185,0,8,6,PLAINWOOD
691,1279515,1,0,0,1,721,0,25,7,PLAINSTEEL
692,1279529,1,0,0,1,175,0,1,7,E32
693,1279553,1,0,0,1,175,0,1,6,E02
694,1279563,1,0,0,1,786,0,1,7,E32
695,1279644,1,0,0,1,786,0,7,12,E18
696,1279656,1,1,1,1,776,0,0,6,E01
697,1279658,1,0,0,1,175,0,0,6,PLAINWOOD
698,1279716,1,1,1,1,317,0,7,6,E01
699,1282948,1,0,0,1,786,0,8,12,E32
700,1282959,1,0,0,1,185,0,1,6,PLAINWOOD
701,1282986,1,0,0,1,317,0,1,12,E18
702,1283106,1,1,1,1,762,0,7,6,E05
703,1283107,1,1,1,1,762,0,7,6,E05
704,1283124,1,0,0,1,323,0,7,6,E01
705,1283191,1,0,0,1,175,0,7,6,E05
706,1283317,1,0,0,1,126,0,7,6,E05
707,1291913,1,0,0,1,776,0,7,6,E02
708,1291926,1,0,0,1,765,0,7,6,E02
709,1292087,1,0,0,1,249,0,8,12,E32
710,1293221,1,0,0,1,118,0,25,7,PLAINSTEEL
711,1293506,1,0,0,1,776,0,1,6,E18
712,1295929,1,0,0,1,317,0,25,6,PLAINSTEEL
713,1297944,1,0,0,1,47,0,1,6,E18
714,1298044,1,0,0,1,47,0,1,6,E18
715,1298051,1,0,0,1,786,0,1,12,E32
716,1298096,1,0,0,1,185,0,7,12,E05
717,1298352,1,0,0,1,765,0,7,6,E01
718,1298364,1,1,1,1,8,0,25,6,PLAINSTEEL
719,1301821,1,0,0,1,765,0,19,6,PLAINSTEEL
720,1301965,1,0,0,1,51,0,7,6,E18
721,1302030,1,0,0,1,765,0,19,6,PLAINSTEEL
722,1302064,1,0,0,1,145,0,7,6,E32
723,1303885,1,1,1,1,786,0,20,6,PLAINSTEEL
724,1303998,1,0,0,1,765,0,1,6,E18
725,1308055,1,0,0,1,338,5,7,12,E32
726,1308152,1,0,0,1,185,0,1,13,E32
727,1297971,1,0,0,1,26,2,3,12,PLAINWOOD
728,1297972,1,0,0,1,26,2,3,12,PLAINWOOD
729,1292075,1,0,0,1,131,6,1,12,E01
730,1258336,1,1,1,1,599,2,1,6,PLAINWOOD
731,1292070,1,0,0,1,82,6,1,12,E01
732,1292099,1,0,0,0,219,2,7,12,PLAINWOOD
733,1268402,1,0,0,0,452,4,24,5,PLAINSTEEL
734,1268402,1,0,0,0,452,4,24,5,PLAINSTEEL
735,1293880,1,0,0,0,452,4,24,5,PLAINSTEEL
736,1233422,0,1,1,1,776,0,8,6,E18
737,1235125,0,1,1,1,822,2,1,21,PLAINWOOD
738,1303809,1,0,0,1,26,2,7,12,E32
739,1208127,1,1,1,1,822,2,7,6,E32
740,1296035,1,0,0,0,26,2,0,12,PLAINWOOD
741,1298014,1,0,0,1,811,0,7,6,E32
742,1234899,0,1,1,1,641,2,7,21,PLAINWOOD
743,1259689,1,1,1,1,641,2,7,6,PLAINWOOD
744,1296029,1,1,1,1,721,10,7,21,PLAINWOOD
745,1308522,1,0,0,1,342,0,7,6,E32
746,1227305,0,1,1,1,47,0,8,6,E32
747,1258333,1,1,1,1,822,2,1,21,E32
748,1258451,1,1,1,1,51,5,7,6,PLAINWOOD
749,1259615,1,0,0,1,721,0,1,6,PLAINWOOD
750,1259616,1,0,0,1,721,0,1,6,PLAINWOOD
751,1259617,1,0,0,1,721,0,7,7,PLAINWOOD
752,1259618,1,0,0,1,721,0,7,7,PLAINWOOD
753,1279403,1,0,0,1,175,0,1,6,E18
754,1291974,1,0,0,0,822,2,7,12,PLAINWOOD
755,1293660,1,0,0,1,47,0,7,12,E01
756,1227310,0,1,1,1,47,0,3,6,PLAINWOOD
757,1258427,1,0,0,1,716,0,7,6,PLAINWOOD
758,1258454,1,1,1,1,51,5,1,6,PLAINWOOD
759,1267877,1,0,0,0,399,4,24,5,PLAINSTEEL
760,1283088,1,0,0,1,822,2,7,12,E18
761,1283154,1,0,0,1,867,0,19,12,PLAINSTEEL
762,1283314,1,0,0,0,822,8,7,12,PLAINWOOD
763,1283351,1,0,0,1,51,0,1,12,E05
764,1292028,1,1,1,1,547,5,25,6,PLAINSTEEL
765,1292031,1,1,1,1,547,5,25,6,PLAINSTEEL
766,1293303,1,0,0,1,786,0,8,6,E18
767,1293884,1,0,0,0,399,4,24,5,PLAINSTEEL
768,1296005,1,1,1,1,822,2,7,15,PLAINWOOD
769,1256106,1,1,1,1,591,0,7,6,PLAINWOOD
770,1258458,1,1,1,1,547,5,12,6,PLAINSTEEL
771,1259610,1,0,0,1,716,0,1,7,PLAINWOOD
772,1259611,1,0,0,1,716,0,1,7,PLAINWOOD
773,1259620,1,0,0,1,716,0,7,6,PLAINWOOD
774,1267896,1,0,0,1,336,4,24,5,PLAINSTEEL
775,1283233,1,0,0,1,219,2,7,12,E01
776,1293661,1,0,0,1,867,0,8,12,E32
777,1293877,1,0,0,1,336,4,24,5,PLAINSTEEL
778,1208125,1,0,0,1,26,2,7,6,E18
779,1239680,1,1,1,1,822,2,1,21,PLAINWOOD
780,1258347,1,1,1,1,822,2,8,21,E32
781,1278176,1,0,0,0,219,8,7,12,PLAINWOOD
782,1278273,1,0,0,1,553,0,1,12,PLAINWOOD
783,1278274,1,0,0,1,553,0,1,12,PLAINWOOD
784,1283159,1,0,0,1,867,0,8,12,E32
785,1291968,1,0,0,1,26,8,7,12,E32
786,1292007,1,0,0,1,219,0,1,12,E18
787,1292008,1,0,0,1,219,0,1,12,E18
788,1301957,1,0,0,1,219,2,7,6,PLAINWOOD
789,1226211,0,1,1,1,175,0,0,6,E32
790,1256251,1,1,1,1,175,0,0,6,E05
791,1259623,1,1,1,1,26,2,7,6,E32
792,1267895,1,0,0,1,336,4,24,5,PLAINSTEEL
793,1268401,1,0,0,0,452,4,18,5,PLAINSTEEL
794,1268401,1,0,0,0,452,4,18,5,PLAINSTEEL
795,1269349,1,1,1,1,786,0,1,15,PLAINWOOD
796,1269350,1,1,1,1,786,0,1,15,PLAINWOOD
797,1279410,1,0,0,1,185,0,1,6,E18
798,1279449,1,0,0,1,323,0,7,12,E32
799,1279491,1,0,0,1,776,0,19,6,PLAINSTEEL
800,1279611,1,1,1,1,721,0,25,6,PLAINSTEEL
801,1283006,1,1,1,1,776,0,25,6,PLAINSTEEL
802,1283160,1,0,0,1,47,0,19,12,PLAINSTEEL
803,1283238,1,0,0,1,315,0,7,12,E01
804,1291989,1,0,0,1,822,2,7,12,E02
805,1293882,1,0,0,1,336,4,24,5,PLAINSTEEL
806,1293894,1,0,0,0,452,4,18,5,PLAINSTEEL
807,1296019,1,1,1,1,197,0,1,6,E01
808,1298001,1,1,1,1,716,10,3,21,PLAINWOOD
809,1298002,1,1,1,1,716,10,3,21,PLAINWOOD
810,1301963,1,0,0,1,822,8,7,12,E01
811,1307857,1,0,0,1,315,0,7,12,E01
812,1234828,0,1,1,1,822,2,1,21,E32
813,1234897,0,1,1,1,637,2,7,6,PLAINWOOD
814,1239681,1,0,0,1,26,2,1,6,PLAINWOOD
815,1259794,1,0,0,1,776,0,7,12,E32
816,1260956,1,0,0,0,26,8,8,6,PLAINWOOD
817,1260959,1,0,0,0,26,2,8,6,PLAINWOOD
818,1265513,1,1,1,1,175,0,0,6,E01
819,1265514,1,1,1,1,175,0,0,6,E01
820,1269287,1,0,0,1,219,2,1,6,E32
821,1271165,1,0,0,1,776,2,1,12,E02
822,1278120,1,0,0,1,317,5,1,12,E18
823,1283237,1,0,0,1,315,0,3,12,PLAINWOOD
824,1291948,1,1,1,1,591,2,1,15,PLAINWOOD
825,1291952,1,0,0,1,175,2,8,12,E32
826,1293278,1,0,0,1,327,5,7,12,E01
827,1293281,1,0,0,1,175,5,7,13,E32
828,1293548,1,0,0,1,175,0,8,6,E18
829,1295940,1,0,0,1,315,0,1,12,E05
830,1296030,1,1,1,1,721,10,25,21,PLAINSTEEL
831,1298219,1,0,0,0,822,8,7,6,PLAINWOOD
832,1303757,1,0,0,1,774,0,7,6,E32
833,1303758,1,0,0,1,774,0,7,6,E32
834,1307730,1,0,0,1,26,2,7,12,PLAINWOOD
835,1307860,1,0,0,1,315,0,19,12,PLAINSTEEL
836,1207790,1,1,1,1,822,2,8,21,E32
837,1232967,0,1,1,1,599,0,1,6,PLAINWOOD
838,1233091,0,1,1,1,599,2,7,21,PLAINWOOD
839,1235066,0,1,1,1,552,0,16,21,PLAINSTEEL
840,1255990,1,0,0,0,219,8,7,6,PLAINWOOD
841,1256234,1,1,1,1,26,2,7,21,PLAINWOOD
842,1258450,1,1,1,1,51,5,1,6,E32
843,1259624,1,1,1,1,552,0,17,6,PLAINSTEEL
844,1259633,1,1,1,1,716,0,1,6,PLAINWOOD
845,1259668,1,1,1,1,716,0,1,6,PLAINWOOD
846,1259708,1,1,1,1,599,2,7,15,PLAINWOOD
847,1267768,1,0,0,1,765,0,8,6,E32
848,1268348,1,1,1,1,786,0,7,21,PLAINWOOD
849,1269281,1,1,1,1,599,2,1,6,PLAINWOOD
850,1269297,1,0,0,0,822,8,7,12,PLAINWOOD
851,1271134,1,0,0,1,51,0,0,6,E18
852,1278237,1,0,0,1,219,2,0,6,E18
853,1279402,1,1,1,1,598,0,7,6,PLAINWOOD
854,1279518,1,0,0,1,338,5,1,12,PLAINWOOD
855,1279590,1,1,1,1,786,0,8,6,E32
856,1279709,1,1,1,1,716,0,30,6,PLAINSTEEL
857,1279710,1,1,1,1,716,0,30,6,PLAINSTEEL
858,1283153,1,0,0,1,867,0,3,12,PLAINWOOD
859,1283161,1,0,0,1,47,0,19,12,PLAINSTEEL
860,1292025,1,1,1,1,547,5,7,6,PLAINWOOD
861,1292029,1,1,1,1,776,5,25,6,PLAINSTEEL
862,1293365,1,0,0,1,175,0,7,6,PLAINWOOD
863,1296025,1,1,1,1,716,10,7,21,PLAINWOOD
864,1297933,1,0,0,1,175,7,1,12,E32
865,1297934,1,0,0,1,175,7,1,12,E32
866,1298085,1,0,0,0,352,2,7,7,PLAINWOOD
867,1298351,1,1,1,1,716,10,1,21,PLAINWOOD
868,1301994,1,0,0,1,77,0,7,6,E32
869,1301995,1,0,0,1,77,0,7,6,E32
870,1307751,1,0,0,1,219,8,7,6,E02
871,1233156,0,0,0,1,185,7,7,6,E32
872,1234561,0,0,0,1,822,2,6,6,E32
873,1234647,0,1,1,1,599,2,7,21,PLAINWOOD
874,1234831,0,1,1,1,641,2,7,21,PLAINWOOD
875,1256105,1,1,1,1,599,0,7,6,PLAINWOOD
876,1258290,1,0,0,1,776,0,16,12,PLAINSTEEL
877,1258306,1,1,1,1,776,0,14,6,PLAINSTEEL
878,1258317,1,1,1,1,197,0,7,6,PLAINWOOD
879,1258358,1,0,0,0,219,2,7,6,PLAINWOOD
880,1258361,1,0,0,0,26,2,8,6,PLAINWOOD
881,1259630,1,0,0,1,822,2,3,6,E01
882,1261100,1,0,0,1,26,2,7,5,PLAINWOOD
883,1262910,1,0,0,1,797,8,7,6,E32
884,1265517,1,1,1,1,558,2,7,6,PLAINWOOD
885,1267841,1,0,0,1,26,2,3,12,E01
886,1267971,1,1,1,1,634,0,1,21,PLAINWOOD
887,1267972,1,1,1,1,634,0,1,21,PLAINWOOD
888,1261100,1,0,0,1,26,2,7,5,PLAINWOOD
889,1269332,1,1,1,1,751,5,7,6,PLAINWOOD
890,1269401,1,1,1,1,822,2,7,21,E01
891,1269447,1,1,1,1,765,0,0,6,PLAINWOOD
892,1278263,1,1,1,1,598,0,7,6,PLAINWOOD
893,1279452,1,0,0,1,219,8,7,6,E01
894,1279453,1,0,0,1,26,8,7,6,E01
895,1279468,1,0,0,1,175,0,1,12,E32
896,1279470,1,0,0,1,175,0,1,12,E32
897,1279502,1,0,0,1,822,2,7,12,PLAINWOOD
898,1279657,1,0,0,1,317,0,0,6,E01
899,1283151,1,0,0,1,47,0,3,12,PLAINWOOD
900,1283242,1,0,0,1,219,2,3,12,E18
901,1283295,1,0,0,1,822,2,7,6,E18
902,1283347,1,0,0,0,822,2,7,6,PLAINWOOD
903,1291920,1,0,0,1,762,0,3,6,PLAINWOOD
904,1291929,1,1,1,1,126,0,7,6,E05
905,1291942,1,0,0,1,765,0,8,6,PLAINWOOD
906,1291967,1,0,0,1,219,2,7,12,E32
907,1291978,1,0,0,1,219,2,7,12,PLAINWOOD
908,1291985,1,0,0,1,26,2,3,12,E18
909,1292024,1,1,1,1,547,5,7,6,PLAINWOOD
910,1292112,1,1,1,1,197,9,7,6,PLAINWOOD
911,1293146,1,0,0,1,175,0,1,6,E05
912,1293197,1,1,1,1,822,2,1,21,E02
913,1293208,1,1,1,1,542,0,30,6,PLAINSTEEL
914,1293209,1,1,1,1,542,0,30,6,PLAINSTEEL
915,1293222,1,0,0,1,175,0,0,12,E02
916,1293223,1,0,0,1,175,0,0,12,E02
917,1293321,1,1,1,1,551,0,0,6,PLAINWOOD
918,1293648,1,0,0,1,26,2,7,6,E05
919,1295984,1,0,0,1,822,2,7,12,E32
920,1295985,1,1,1,1,809,2,7,21,E32
921,1296026,1,1,1,1,716,10,7,21,PLAINWOOD
922,1298305,1,0,0,1,175,0,8,12,E05
923,1302025,1,0,0,1,26,8,7,6,PLAINWOOD
924,1303659,1,0,0,1,175,0,0,12,E32
925,1303691,1,0,0,1,175,0,0,12,E32
926,1307859,1,0,0,1,315,0,20,12,PLAINSTEEL
927,1307866,1,0,0,1,219,2,3,6,PLAINWOOD
928,1208032,1,1,1,1,219,0,7,6,
929,1233455,0,1,1,1,762,0,12,6,PLAINSTEEL
930,1234898,0,1,1,1,599,2,7,21,PLAINWOOD
931,1234935,0,1,1,1,219,0,8,6,PLAINWOOD
932,1239671,1,0,0,1,26,2,7,6,E05
933,1256084,1,0,0,1,822,2,7,6,E18
934,1256128,1,1,1,1,633,0,16,21,PLAINSTEEL
935,1258442,1,1,1,1,765,0,16,21,PLAINSTEEL
936,1258467,1,1,1,1,197,0,7,6,PLAINWOOD
937,1259690,1,1,1,1,552,0,17,6,PLAINSTEEL
938,1262913,1,0,0,1,185,2,8,12,PLAINWOOD
939,1266708,1,1,1,1,571,0,7,21,PLAINWOOD
940,1266713,1,1,1,1,197,9,7,21,PLAINWOOD
941,1268349,1,1,1,1,786,0,7,21,PLAINWOOD
942,1269174,1,0,0,1,776,0,0,12,E18
943,1271123,1,0,0,1,822,2,7,12,E18
944,1271132,1,1,1,1,637,0,25,21,PLAINSTEEL
945,1271133,1,1,1,1,637,0,25,21,PLAINSTEEL
946,1271141,1,0,0,1,48,0,7,6,E32
947,1271296,1,0,0,1,338,9,7,12,E02
948,1271329,1,0,0,1,822,8,7,12,E01
949,1277980,1,0,0,1,317,2,1,12,E32
950,1278045,1,0,0,1,197,9,0,12,E18
951,1278078,1,0,0,1,776,0,7,12,E01
952,1278098,1,0,0,1,185,2,1,12,E32
953,1278144,1,0,0,1,776,0,25,6,PLAINSTEEL
954,1278167,1,0,0,1,26,2,3,12,E01
955,1278178,1,0,0,0,26,2,1,12,PLAINWOOD
956,1278356,1,0,0,1,219,0,7,6,E18
957,1279406,1,0,0,1,219,8,7,6,E01
958,1279576,1,1,1,1,617,0,1,21,PLAINWOOD
959,1279581,1,0,0,1,175,0,0,12,PLAINWOOD
960,1279593,1,0,0,1,219,0,1,6,E18
961,1279632,1,0,0,1,175,0,7,6,E01
962,1279662,1,0,0,1,765,0,1,6,PLAINWOOD
963,1283029,1,0,0,1,219,2,1,6,E18
964,1283034,1,0,0,1,26,2,7,6,PLAINWOOD
965,1283132,1,0,0,0,26,2,6,6,PLAINWOOD
966,1283284,1,1,1,1,118,0,25,6,PLAINSTEEL
967,1283294,1,1,1,1,822,2,7,21,E02
968,1283324,1,1,1,1,721,10,1,21,PLAINWOOD
969,1291870,1,0,0,1,822,2,8,12,E32
970,1291976,1,1,1,1,599,2,7,15,PLAINWOOD
971,1292084,1,1,1,1,822,2,30,21,PLAINSTEEL
972,1292113,1,1,1,1,197,9,7,6,PLAINWOOD
973,1292397,1,0,0,1,185,0,8,6,E05
974,1293130,1,0,0,1,175,0,1,12,E05
975,1293144,1,0,0,1,175,0,1,6,E01
976,1293334,1,0,0,1,317,0,7,12,E05
977,1293454,1,0,0,1,175,2,1,12,E05
978,1293470,1,0,0,1,219,8,7,6,E05
979,1293620,1,0,0,1,822,2,3,12,E32
980,1295920,1,0,0,1,51,0,8,12,E32
981,1295938,1,1,1,1,872,0,8,6,E32
982,1295945,1,0,0,1,185,0,1,12,E32
983,1297932,1,0,0,1,175,0,8,12,E01
984,1301815,1,1,1,1,637,0,7,6,PLAINWOOD
985,1301973,1,1,1,1,765,0,3,6,E18
986,1301974,1,1,1,1,765,0,3,6,E18
987,1302126,1,1,1,1,721,0,8,6,E32
988,1303670,1,0,0,1,173,0,3,6,E02
989,1303679,1,0,0,1,173,0,1,6,E18
990,1303955,1,0,0,1,822,2,3,12,E32
991,1304001,1,0,0,1,317,0,8,6,E01
992,1307711,1,0,0,1,175,0,1,6,E05
993,1307734,1,0,0,1,26,2,7,12,E32
994,1307742,1,0,0,1,219,2,0,6,E01
995,1307761,1,0,0,1,116,0,1,6,E18
996,1307865,1,0,0,1,219,2,3,6,PLAINWOOD
997,1308230,1,0,0,1,175,0,7,12,E01
998,1233106,0,1,1,1,591,2,8,15,PLAINWOOD
999,1233157,0,0,0,1,185,7,7,6,E32
1000,1233259,0,1,1,1,118,0,7,6,PLAINWOOD
1001,1234594,0,0,0,1,822,2,1,6,PLAINWOOD
1002,1234812,0,1,1,1,776,0,16,15,PLAINSTEEL
1003,1226600,0,0,0,1,765,0,1,6,E18
1004,1255981,1,0,0,1,219,2,7,6,E18
1005,1256083,1,0,0,1,26,8,7,6,E18
1006,1256188,1,0,0,1,822,8,7,6,E32
1007,1258339,1,0,0,1,822,8,7,6,E18
1008,1258342,1,0,0,1,822,2,7,6,E01
